model_seed,method,source_index,target_angle,donor_angle,gap,category,nominal_route_distance,functional_route_distance,prediction_preserved,true_log_prob_change
2,r0_mlp,544,-75.0,-60.0,15.0,near,0.028127610683441162,0.008099953643977642,1,-0.01407933235168457
2,r0_mlp,4306,-75.0,-60.0,15.0,near,0.020200908184051514,0.00036248259129934013,1,0.006392002105712891
2,r0_mlp,6410,-75.0,-60.0,15.0,near,0.015292373485863209,3.995252336608246e-05,1,-0.0019998550415039062
2,r0_mlp,6382,-75.0,-60.0,15.0,near,0.0466158427298069,0.04770722612738609,1,-0.03263115882873535
2,r0_mlp,8949,-75.0,-60.0,15.0,near,0.01742212474346161,0.003878564340993762,1,-0.0051958560943603516
2,r0_mlp,9600,-75.0,-60.0,15.0,near,0.06346040964126587,0.08294439315795898,1,-0.030077457427978516
2,r0_mlp,486,-75.0,-60.0,15.0,near,0.04665462300181389,0.04966152086853981,1,0.002597808837890625
2,r0_mlp,109,-75.0,-60.0,15.0,near,0.04718368873000145,0.05642306059598923,1,0.026838600635528564
2,r0_mlp,2500,-75.0,-60.0,15.0,near,0.023957261815667152,0.00617084139958024,1,0.09865665435791016
2,r0_mlp,1413,-75.0,-60.0,15.0,near,0.15155379474163055,0.19869013130664825,1,0.12974685430526733
2,r0_mlp,360,-75.0,-60.0,15.0,near,0.012061535380780697,1.8555555243437993e-06,1,-0.02010202407836914
2,r0_mlp,2139,-75.0,-60.0,15.0,near,0.12933970987796783,0.17129893600940704,1,-0.11859560012817383
2,r0_mlp,9158,-75.0,-60.0,15.0,near,0.040899332612752914,0.043104663491249084,1,0.05318725109100342
2,r0_mlp,3213,-75.0,-60.0,15.0,near,0.008445494808256626,4.2293027036066633e-07,1,0.016570329666137695
2,r0_mlp,8351,-75.0,-60.0,15.0,near,0.03175764158368111,0.02320888824760914,1,0.0686178207397461
2,r0_mlp,4655,-75.0,-60.0,15.0,near,0.029036905616521835,0.028042208403348923,1,-0.000905156135559082
2,r0_mlp,6249,-75.0,-60.0,15.0,near,0.023084137588739395,0.018343621864914894,1,0.0049484968185424805
2,r0_mlp,8929,-75.0,-60.0,15.0,near,0.007980774156749249,8.532874318234462e-08,1,0.0033736228942871094
2,r0_mlp,6036,-75.0,-60.0,15.0,near,0.0247865691781044,0.020830081775784492,1,-0.027431488037109375
2,r0_mlp,1671,-75.0,-60.0,15.0,near,0.03208941966295242,0.033645473420619965,1,0.004609346389770508
2,r0_mlp,3885,-75.0,-60.0,15.0,near,0.06479482352733612,0.06503307819366455,1,0.03243839740753174
2,r0_mlp,3768,-75.0,-60.0,15.0,near,0.014841674827039242,1.1083020581281744e-05,1,0.003837019205093384
2,r0_mlp,4069,-75.0,-60.0,15.0,near,0.02795618213713169,0.01773991994559765,1,-0.00550997257232666
2,r0_mlp,9482,-75.0,-60.0,15.0,near,0.015359963290393353,1.5316907592932694e-05,1,0.007314205169677734
2,r0_mlp,1037,-75.0,-60.0,15.0,near,0.019331814721226692,0.00030368429725058377,1,0.003741145133972168
2,r0_mlp,9099,-75.0,-60.0,15.0,near,0.011050020344555378,5.823307560604007e-07,1,-0.014248967170715332
2,r0_mlp,1129,-75.0,-60.0,15.0,near,0.006781210191547871,1.9949544594055624e-07,1,0.012969255447387695
2,r0_mlp,2066,-75.0,-60.0,15.0,near,0.009426336735486984,4.6492019123434147e-07,1,0.00953984260559082
2,r0_mlp,8225,-75.0,-60.0,15.0,near,0.02130933851003647,0.0009259502403438091,1,-0.01715397834777832
2,r0_mlp,5603,-75.0,-60.0,15.0,near,0.009248903952538967,4.94453104238346e-07,1,-0.0012050271034240723
2,r0_mlp,755,-75.0,-60.0,15.0,near,0.03487474098801613,0.03408060967922211,1,-0.0030164122581481934
