model_seed,method,source_index,scale,nominal_tangent_change,nominal_orthogonal_change,functional_tangent_change,functional_orthogonal_change,tangent_jacobian_sensitivity,orthogonal_jacobian_sensitivity,prediction_preserved,true_class_log_prob_change
2,r0_mlp,3316,-0.5,0.02044403739273548,0.03545072674751282,0.0017576368991285563,0.033425264060497284,0.06340914964675903,0.11372019350528717,1,-0.0136946439743042
2,r0_mlp,354,-0.5,0.022970208898186684,0.035342782735824585,0.0017783634830266237,0.03917548060417175,0.0570053867995739,0.11202122271060944,1,0.0010032877326011658
2,r0_mlp,1021,-0.5,0.028273023664951324,0.030191492289304733,0.023876389488577843,0.02721167728304863,0.08655214309692383,0.0979004055261612,1,-0.0026307106018066406
2,r0_mlp,9593,-0.5,0.01903977431356907,0.03344691917300224,0.0016130672302097082,0.03336038067936897,0.047358304262161255,0.10673484951257706,1,-1.4651566743850708e-05
2,r0_mlp,8963,-0.5,0.01956423744559288,0.02349756471812725,0.000375910138245672,0.015304840169847012,0.06957530230283737,0.06431426107883453,1,0.0015187561511993408
2,r0_mlp,2629,-0.5,0.020254595205187798,0.030737869441509247,0.0009287302382290363,0.02657240256667137,0.061612799763679504,0.09937272220849991,1,-0.007611066102981567
2,r0_mlp,1781,-0.5,0.02608601190149784,0.027245117351412773,0.01705450937151909,0.02082897536456585,0.0870322585105896,0.08243925124406815,1,-0.010399311780929565
2,r0_mlp,3977,-0.5,0.018025556579232216,0.024578848853707314,0.004774683620780706,0.01633424125611782,0.05230997875332832,0.08430861681699753,1,-0.006079524755477905
2,r0_mlp,2622,-0.5,0.025947999209165573,0.029972299933433533,0.010004858486354351,0.026987988501787186,0.07570397108793259,0.09600559622049332,1,0.0008565187454223633
2,r0_mlp,6753,-0.5,0.021989203989505768,0.021866217255592346,0.0019536716863512993,0.013236366212368011,0.07701494544744492,0.06544168293476105,1,-0.0004941970109939575
2,r0_mlp,7358,-0.5,0.02695574425160885,0.03019004873931408,0.022206857800483704,0.025390610098838806,0.08765096962451935,0.0943385511636734,1,0.0006604865193367004
2,r0_mlp,1653,-0.5,0.015963749960064888,0.03667043522000313,0.0012042956659570336,0.036828961223363876,0.056585147976875305,0.12012071907520294,1,0.0025181174278259277
2,r0_mlp,7365,-0.5,0.016269562765955925,0.029981404542922974,0.0064676194451749325,0.020822571590542793,0.052256904542446136,0.09213308990001678,1,-0.0020698606967926025
2,r0_mlp,1171,-0.5,0.026179524138569832,0.028808454051613808,0.011925076134502888,0.021601248532533646,0.07074259221553802,0.09049564599990845,1,-0.0003553628921508789
2,r0_mlp,5714,-0.5,0.023258628323674202,0.02644987218081951,0.005588408559560776,0.018789561465382576,0.07963374257087708,0.07836377620697021,1,-0.007591843605041504
2,r0_mlp,539,-0.5,0.021528631448745728,0.029620565474033356,0.0022338523995131254,0.029823636636137962,0.04960650950670242,0.09618104994297028,1,-0.005186229944229126
2,r0_mlp,9134,-0.5,0.01986105926334858,0.021110232919454575,0.0031164970714598894,0.00826928298920393,0.05998935550451279,0.06093565747141838,1,0.000676766037940979
2,r0_mlp,4757,-0.5,0.020273292437195778,0.018828149884939194,0.000453862885478884,0.004766406491398811,0.07113742083311081,0.046126239001750946,1,0.0005405880510807037
2,r0_mlp,4952,-0.5,0.02069452777504921,0.029189327731728554,0.0004520253569353372,0.024912279099225998,0.06566186249256134,0.0903807133436203,1,0.009700894355773926
2,r0_mlp,6384,-0.5,0.017165040597319603,0.021761413663625717,0.005927230231463909,0.014714280143380165,0.05414547026157379,0.07105192542076111,1,-0.014421939849853516
2,r0_mlp,8511,-0.5,0.023629307746887207,0.030080560594797134,0.009527440182864666,0.025974256917834282,0.07304035127162933,0.09550900012254715,1,-0.004069924354553223
2,r0_mlp,3837,-0.5,0.021863846108317375,0.025871779769659042,0.012370358221232891,0.017836961895227432,0.057526130229234695,0.07695803791284561,1,-0.0007075034081935883
