model_seed,method,stage,current_angle,seen_angles,context_checkpoint_hash,router_parameters,forward_images,optimizer_steps,wall_seconds,loss,current_ce,anchor_ce,balance,host_diversity
2,r0_mlp,0,-60.0,[-60.0],afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,4740,1024,16,1.4708330489993386,1.8967962339520454,1.854620672762394,0.0,0.00342112811813422,0.8400899544358253
2,r0_mlp,1,-30.0,"[-60.0, -30.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,4740,2048,16,2.746851545000027,1.5609856098890305,1.404901523143053,1.1976505890488625,0.00747344849514775,0.718907181173563
2,r0_mlp,2,0.0,"[-60.0, -30.0, 0.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,4740,3072,16,2.099265027999536,0.6792748104780912,0.5325889708474278,1.1652431599795818,0.010298439825419337,0.5929319337010384
2,r0_mlp,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,4740,4096,16,4.004942288000166,2.0040471106767654,1.8637629747390747,1.1853099502623081,0.016685493290424347,0.4183771647512913
2,r0_mlp,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,4740,5120,16,3.9902339840000423,0.860228955745697,0.7094339206814766,1.3075628131628036,0.039516587974503636,0.3612586446106434
2,r1_linear,0,-60.0,[-60.0],afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,20,1024,16,1.4500259090000327,1.8926045671105385,1.8491422683000565,0.0,0.0348273377167061,0.8344187773764133
2,r1_linear,1,-30.0,"[-60.0, -30.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,20,2048,16,1.54217206300018,1.556343100965023,1.4009239934384823,1.1934746652841568,0.021321702399291098,0.7001113258302212
2,r1_linear,2,0.0,"[-60.0, -30.0, 0.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,20,3072,16,2.7676391349996265,0.6687247306108475,0.5248356368392706,1.1569824032485485,0.012445943721104413,0.5513710621744394
2,r1_linear,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,20,4096,16,3.2263046939997366,2.0318883061408997,1.8979027569293976,1.15117646753788,0.012596969667356461,0.3647615686058998
2,r1_linear,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,20,5120,16,3.9270569189993694,0.8344392813742161,0.6934467032551765,1.2471576407551765,0.01148446643492207,0.314051853492856
2,r2_prototype_energy,0,-60.0,[-60.0],afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,24,1024,16,1.4488059520008392,1.8413704186677933,1.7984515130519867,0.0,0.09407676802948117,0.7643010206520557
2,r2_prototype_energy,1,-30.0,"[-60.0, -30.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,24,2048,16,1.507557311999335,1.4733283966779709,1.3306295424699783,1.1631971821188927,0.026377016445621848,0.5012058988213539
2,r2_prototype_energy,2,0.0,"[-60.0, -30.0, 0.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,24,3072,16,3.3139688139999635,0.5711839664727449,0.43961181957274675,1.143204402178526,0.0069303122436394915,0.3381037190556526
2,r2_prototype_energy,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,24,4096,16,3.9758223009994254,1.9931777194142342,1.866587571799755,1.1457834467291832,0.007031926972558722,0.2332045892253518
2,r2_prototype_energy,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",afd118c9727d830b09eda5acc9584cbdf1b657254a4d6c4512776d1d7f5fc73b,24,5120,16,4.001821404999646,0.8708494231104851,0.733026908710599,1.2732709720730782,0.009180361521430314,0.2007280820980668
