model_seed,method,angle,host,baseline_accuracy,ablated_accuracy,accuracy_drop,is_top_host,is_random_control
2,r1_linear,-30.0,2,0.6328125,0.6171875,0.015625,0,1
2,r1_linear,-30.0,3,0.6328125,0.6171875,0.015625,0,0
2,r1_linear,-15.0,0,0.8515625,0.8125,0.0390625,1,0
2,r1_linear,-15.0,1,0.8515625,0.859375,-0.0078125,0,0
2,r1_linear,-15.0,2,0.8515625,0.8515625,0.0,0,0
2,r1_linear,-15.0,3,0.8515625,0.8359375,0.015625,0,1
2,r1_linear,0.0,0,0.921875,0.890625,0.03125,1,0
2,r1_linear,0.0,1,0.921875,0.9140625,0.0078125,0,0
2,r1_linear,0.0,2,0.921875,0.921875,0.0,0,0
2,r1_linear,0.0,3,0.921875,0.9296875,-0.0078125,0,1
2,r1_linear,15.0,0,0.9140625,0.8828125,0.03125,1,0
2,r1_linear,15.0,1,0.9140625,0.9140625,0.0,0,1
2,r1_linear,15.0,2,0.9140625,0.8984375,0.015625,0,0
2,r1_linear,15.0,3,0.9140625,0.8828125,0.03125,0,0
2,r1_linear,30.0,0,0.84375,0.8203125,0.0234375,1,0
2,r1_linear,30.0,1,0.84375,0.828125,0.015625,0,0
2,r1_linear,30.0,2,0.84375,0.828125,0.015625,0,1
2,r1_linear,30.0,3,0.84375,0.84375,0.0,0,0
2,r1_linear,45.0,0,0.7265625,0.7265625,0.0,1,1
2,r1_linear,45.0,1,0.7265625,0.7109375,0.015625,0,0
2,r1_linear,45.0,2,0.7265625,0.6953125,0.03125,0,0
2,r1_linear,45.0,3,0.7265625,0.75,-0.0234375,0,0
2,r1_linear,60.0,0,0.6171875,0.59375,0.0234375,1,0
2,r1_linear,60.0,1,0.6171875,0.5546875,0.0625,0,1
2,r1_linear,60.0,2,0.6171875,0.546875,0.0703125,0,0
2,r1_linear,60.0,3,0.6171875,0.6796875,-0.0625,0,0
2,r1_linear,75.0,0,0.4453125,0.375,0.0703125,1,0
2,r1_linear,75.0,1,0.4453125,0.3984375,0.046875,0,1
2,r1_linear,75.0,2,0.4453125,0.4140625,0.03125,0,0
2,r1_linear,75.0,3,0.4453125,0.5078125,-0.0625,0,0
2,r2_prototype_energy,-75.0,0,0.265625,0.2890625,-0.0234375,0,1
2,r2_prototype_energy,-75.0,1,0.265625,0.21875,0.046875,1,0
2,r2_prototype_energy,-75.0,2,0.265625,0.2890625,-0.0234375,0,0
2,r2_prototype_energy,-75.0,3,0.265625,0.234375,0.03125,0,0
2,r2_prototype_energy,-60.0,0,0.28125,0.2890625,-0.0078125,0,0
2,r2_prototype_energy,-60.0,1,0.28125,0.234375,0.046875,1,0
2,r2_prototype_energy,-60.0,2,0.28125,0.3046875,-0.0234375,0,1
2,r2_prototype_energy,-60.0,3,0.28125,0.3359375,-0.0546875,0,0
2,r2_prototype_energy,-45.0,0,0.453125,0.4453125,0.0078125,0,0
2,r2_prototype_energy,-45.0,1,0.453125,0.40625,0.046875,0,1
2,r2_prototype_energy,-45.0,2,0.453125,0.3984375,0.0546875,1,0
2,r2_prototype_energy,-45.0,3,0.453125,0.390625,0.0625,0,0
2,r2_prototype_energy,-30.0,0,0.59375,0.625,-0.03125,0,0
2,r2_prototype_energy,-30.0,1,0.59375,0.5546875,0.0390625,0,0
2,r2_prototype_energy,-30.0,2,0.59375,0.578125,0.015625,1,1
2,r2_prototype_energy,-30.0,3,0.59375,0.4296875,0.1640625,0,0
2,r2_prototype_energy,-15.0,0,0.796875,0.7421875,0.0546875,1,0
2,r2_prototype_energy,-15.0,1,0.796875,0.71875,0.078125,0,0
2,r2_prototype_energy,-15.0,2,0.796875,0.796875,0.0,0,0
2,r2_prototype_energy,-15.0,3,0.796875,0.578125,0.21875,0,1
2,r2_prototype_energy,0.0,0,0.9296875,0.75,0.1796875,1,0
2,r2_prototype_energy,0.0,1,0.9296875,0.8046875,0.125,0,0
2,r2_prototype_energy,0.0,2,0.9296875,0.9296875,0.0,0,0
2,r2_prototype_energy,0.0,3,0.9296875,0.7109375,0.21875,0,1
2,r2_prototype_energy,15.0,0,0.8984375,0.6796875,0.21875,1,0
2,r2_prototype_energy,15.0,1,0.8984375,0.765625,0.1328125,0,1
2,r2_prototype_energy,15.0,2,0.8984375,0.890625,0.0078125,0,0
2,r2_prototype_energy,15.0,3,0.8984375,0.703125,0.1953125,0,0
2,r2_prototype_energy,30.0,0,0.8515625,0.6171875,0.234375,1,0
2,r2_prototype_energy,30.0,1,0.8515625,0.7578125,0.09375,0,0
2,r2_prototype_energy,30.0,2,0.8515625,0.84375,0.0078125,0,1
2,r2_prototype_energy,30.0,3,0.8515625,0.7109375,0.140625,0,0
2,r2_prototype_energy,45.0,0,0.7421875,0.53125,0.2109375,0,1
2,r2_prototype_energy,45.0,1,0.7421875,0.640625,0.1015625,1,0
2,r2_prototype_energy,45.0,2,0.7421875,0.7109375,0.03125,0,0
2,r2_prototype_energy,45.0,3,0.7421875,0.65625,0.0859375,0,0
2,r2_prototype_energy,60.0,0,0.6484375,0.4453125,0.203125,0,0
2,r2_prototype_energy,60.0,1,0.6484375,0.609375,0.0390625,1,1
2,r2_prototype_energy,60.0,2,0.6484375,0.609375,0.0390625,0,0
2,r2_prototype_energy,60.0,3,0.6484375,0.6328125,0.015625,0,0
2,r2_prototype_energy,75.0,0,0.40625,0.390625,0.015625,0,0
2,r2_prototype_energy,75.0,1,0.40625,0.4453125,-0.0390625,1,1
2,r2_prototype_energy,75.0,2,0.40625,0.4375,-0.03125,0,0
2,r2_prototype_energy,75.0,3,0.40625,0.421875,-0.015625,0,0
