model_seed,method,scale,nominal_csr,nominal_csr_ci_low,nominal_csr_ci_high,functional_csr,functional_csr_ci_low,functional_csr_ci_high,dmr,dmr_ci_low,dmr_ci_high,prediction_preservation,prediction_preservation_ci_low,prediction_preservation_ci_high,mean_true_class_log_prob_change
2,r0_mlp,-0.5,1.1506812220760818,1.0565290318781104,1.2608133058342241,1.1869480706018554,1.0244682917065524,1.3795513673114335,1.0297408693647998,0.9473214167655353,1.12503681821049,0.9921875,0.9765625,1.0,0.002149940133676864
2,r0_mlp,-0.25,1.0984334120120742,1.0084614366963442,1.2009661985804905,0.7773416826074674,0.5142543486880015,1.1205441206086624,1.0297408693647998,0.9473214167655353,1.12503681821049,0.9921875,0.9765625,1.0,0.0008895103383110836
2,r0_mlp,0.0,1.0000000412649979,1.000000025238732,1.0000000603191115,0.9999999982665009,0.9999999901494769,1.0000000067506731,1.0297408693647998,0.9473214167655353,1.12503681821049,1.0,1.0,1.0,-4.0745362639427185e-10
2,r0_mlp,0.25,0.9625552093536928,0.8872204951047279,1.049547554933105,0.5286545880988357,0.31931351586517165,0.7852382953608532,1.0297408693647998,0.9473214167655353,1.12503681821049,1.0,1.0,1.0,-0.00014863313117530197
2,r0_mlp,0.5,0.9166223693933176,0.8382737218961254,1.0003523483254866,0.829930879467831,0.7044927603293903,0.9624753039115742,1.0297408693647998,0.9473214167655353,1.12503681821049,1.0,1.0,1.0,0.0003531588154146448
2,r1_linear,-0.5,0.5736485148091115,0.5453498591625451,0.6028159780963829,0.4081301394565253,0.3688146472464251,0.4500030819934822,0.6159589607351822,0.5801887894557138,0.6507579140247572,1.0,1.0,1.0,0.003637355039245449
2,r1_linear,-0.25,0.5881168610518539,0.5568978604864748,0.6204440993439188,0.1834699914321725,0.12752349478579997,0.24894421922066384,0.6159589607351822,0.5801887894557138,0.6507579140247572,1.0,1.0,1.0,0.002268469368573278
2,r1_linear,0.0,1.0000000554030706,1.0000000387307015,1.0000000717857194,1.0000000031428238,0.9999999906036671,1.0000000156805828,0.6159589607351822,0.5801887894557138,0.6507579140247572,1.0,1.0,1.0,-2.9685907065868378e-09
2,r1_linear,0.25,0.6551257657002516,0.6161482073005242,0.696621785972104,0.3250969316860022,0.23538796744273008,0.4220535411819419,0.6159589607351822,0.5801887894557138,0.6507579140247572,1.0,1.0,1.0,-0.0032950993481790647
2,r1_linear,0.5,0.6981936763022409,0.6531001913057256,0.7432260073998743,0.5150534381362937,0.4569639911822957,0.5688321244655166,0.6159589607351822,0.5801887894557138,0.6507579140247572,1.0,1.0,1.0,-0.007371955362032168
2,r2_prototype_energy,-0.5,1.1341378234940092,1.0268285313793049,1.261441194941108,0.7672212049920462,0.6657263123364894,0.894796281699053,1.0888235671791977,0.985014879102885,1.2076163686406904,0.96875,0.9375,0.9921875,-0.02017865565721877
2,r2_prototype_energy,-0.25,1.1103233370271273,1.0025065222620313,1.2362659275316448,0.7784429294784648,0.6675288646015335,0.9061660229274382,1.0888235671791977,0.985014879102885,1.2076163686406904,0.9921875,0.9765625,1.0,-0.005548813220229931
2,r2_prototype_energy,0.0,0.9999999704884863,0.0,1.0,1.0000000163115288,1.0000000043169368,1.0000000274942835,1.0888235671791977,0.985014879102885,1.2076163686406904,1.0,1.0,1.0,-9.89530235528946e-10
2,r2_prototype_energy,0.25,1.0659808086403666,0.9825158598348073,1.1662172170271388,0.9068773907591415,0.7912039836434414,1.0248718992006067,1.0888235671791977,0.985014879102885,1.2076163686406904,0.984375,0.9609375,1.0,-0.0025280666377511807
2,r2_prototype_energy,0.5,1.0406161420606084,0.9656296595465499,1.1272257411777984,0.9567274485905237,0.8514518322856038,1.0718665477270002,1.0888235671791977,0.985014879102885,1.2076163686406904,0.9765625,0.9453125,1.0,-0.019411136468988843
