model_seed,contrast,partition,geometry,metric,delta_mean,delta_ci_low,delta_ci_high,source_blocks
2,r2_prototype_energy_vs_r0_mlp,trained,nominal,rho,0.09896147124211543,0.07498536328827873,0.12320797522712097,640
2,r2_prototype_energy_vs_r0_mlp,trained,nominal,stress,-0.05695819064268581,-0.06609294375971149,-0.04759758237272828,640
2,r2_prototype_energy_vs_r0_mlp,trained,functional,rho,0.08582156493407461,0.060057962922951715,0.1121118060472261,640
2,r2_prototype_energy_vs_r0_mlp,trained,functional,stress,-0.0687238899681489,-0.07893125663587626,-0.05867898692464564,640
2,r2_prototype_energy_vs_r0_mlp,heldout_dense,nominal,rho,0.023353167438738765,0.004011736432606142,0.04239180549464611,640
2,r2_prototype_energy_vs_r0_mlp,heldout_dense,nominal,stress,-0.029403136167046963,-0.0365446849402629,-0.022118346026677067,640
2,r2_prototype_energy_vs_r0_mlp,heldout_dense,functional,rho,0.006818064432385975,-0.013180822786869583,0.027278597434426073,640
2,r2_prototype_energy_vs_r0_mlp,heldout_dense,functional,stress,-0.037338957639981143,-0.04502922419736695,-0.029391243847374633,640
2,r2_prototype_energy_vs_r1_linear,trained,nominal,rho,0.1010968301659467,0.0830090985933494,0.12009680693460868,640
2,r2_prototype_energy_vs_r1_linear,trained,nominal,stress,-0.03252745306514774,-0.039761793232090975,-0.025470314440174315,640
2,r2_prototype_energy_vs_r1_linear,trained,functional,rho,0.10322225718780667,0.0816178874247184,0.12378526702920326,640
2,r2_prototype_energy_vs_r1_linear,trained,functional,stress,-0.04588811581022341,-0.05352922414279223,-0.037669952475582136,640
2,r2_prototype_energy_vs_r1_linear,heldout_dense,nominal,rho,0.05764520748328359,0.042561608726547386,0.07217386593652585,640
2,r2_prototype_energy_vs_r1_linear,heldout_dense,nominal,stress,-0.02580079654553487,-0.031050958492881347,-0.020423076501228796,640
2,r2_prototype_energy_vs_r1_linear,heldout_dense,functional,rho,0.056947839946243264,0.040867826891490044,0.07261872590979279,640
2,r2_prototype_energy_vs_r1_linear,heldout_dense,functional,stress,-0.034964635898943185,-0.04102411141140574,-0.028749445808504085,640
2,r1_linear_vs_r0_mlp,trained,nominal,rho,-0.0021353589238312723,-0.02217148136564998,0.01918942779876467,640
2,r1_linear_vs_r0_mlp,trained,nominal,stress,-0.024430737577538074,-0.03205798016541109,-0.01653177754999627,640
2,r1_linear_vs_r0_mlp,trained,functional,rho,-0.01740069225373206,-0.03781149569741837,0.0034995056595904417,640
2,r1_linear_vs_r0_mlp,trained,functional,stress,-0.022835774157925495,-0.03078106326880865,-0.014661806884902933,640
2,r1_linear_vs_r0_mlp,heldout_dense,nominal,rho,-0.034292040044544836,-0.051605846119892336,-0.017590952037640308,640
2,r1_linear_vs_r0_mlp,heldout_dense,nominal,stress,-0.0036023396215120935,-0.009854810816712994,0.002908108341874428,640
2,r1_linear_vs_r0_mlp,heldout_dense,functional,rho,-0.05012977551385729,-0.06533001043200552,-0.03499394623394399,640
2,r1_linear_vs_r0_mlp,heldout_dense,functional,stress,-0.002374321741037948,-0.008097249701246612,0.0033910901250253805,640
