model_seed,method,stage,angle,angle_type,accuracy,nll
1,d4_no_geo,0,-75.0,heldout,0.4609375,1.6344188451766968
1,d4_no_geo,0,-60.0,train,0.546875,1.4523259401321411
1,d4_no_geo,0,-45.0,heldout,0.5,1.5705273151397705
1,d4_no_geo,0,-30.0,train,0.3515625,1.965955138206482
1,d4_no_geo,0,-15.0,heldout,0.25,2.32698655128479
1,d4_no_geo,0,0.0,train,0.2421875,2.5110535621643066
1,d4_no_geo,0,15.0,heldout,0.19140625,2.5670833587646484
1,d4_no_geo,0,30.0,train,0.19140625,2.452782154083252
1,d4_no_geo,0,45.0,heldout,0.20703125,2.3142051696777344
1,d4_no_geo,0,60.0,train,0.20703125,2.2705440521240234
1,d4_no_geo,0,75.0,heldout,0.1953125,2.3071091175079346
1,d4_no_geo,1,-75.0,heldout,0.47265625,1.6039786338806152
1,d4_no_geo,1,-60.0,train,0.58203125,1.2483360767364502
1,d4_no_geo,1,-45.0,heldout,0.73046875,0.9615731239318848
1,d4_no_geo,1,-30.0,train,0.7578125,0.9063962697982788
1,d4_no_geo,1,-15.0,heldout,0.74609375,0.9444019794464111
1,d4_no_geo,1,0.0,train,0.6484375,1.0802546739578247
1,d4_no_geo,1,15.0,heldout,0.49609375,1.3625586032867432
1,d4_no_geo,1,30.0,train,0.34765625,1.706965446472168
1,d4_no_geo,1,45.0,heldout,0.2421875,2.0799484252929688
1,d4_no_geo,1,60.0,train,0.1328125,2.3879458904266357
1,d4_no_geo,1,75.0,heldout,0.125,2.5834105014801025
1,d4_no_geo,2,-75.0,heldout,0.1953125,2.460374593734741
1,d4_no_geo,2,-60.0,train,0.30078125,1.9894152879714966
1,d4_no_geo,2,-45.0,heldout,0.48046875,1.4219024181365967
1,d4_no_geo,2,-30.0,train,0.7109375,0.8596479892730713
1,d4_no_geo,2,-15.0,heldout,0.90625,0.38955774903297424
1,d4_no_geo,2,0.0,train,0.91796875,0.2910226583480835
1,d4_no_geo,2,15.0,heldout,0.84375,0.5145045518875122
1,d4_no_geo,2,30.0,train,0.62890625,1.134659767150879
1,d4_no_geo,2,45.0,heldout,0.34375,1.9813255071640015
1,d4_no_geo,2,60.0,train,0.23046875,2.68254017829895
1,d4_no_geo,2,75.0,heldout,0.14453125,3.0559821128845215
1,d4_no_geo,3,-75.0,heldout,0.25,2.3853988647460938
1,d4_no_geo,3,-60.0,train,0.30078125,2.2079501152038574
1,d4_no_geo,3,-45.0,heldout,0.38671875,1.8643206357955933
1,d4_no_geo,3,-30.0,train,0.52734375,1.4379074573516846
1,d4_no_geo,3,-15.0,heldout,0.69140625,0.8377941250801086
1,d4_no_geo,3,0.0,train,0.85546875,0.5617501139640808
1,d4_no_geo,3,15.0,heldout,0.796875,0.6561192870140076
1,d4_no_geo,3,30.0,train,0.7109375,0.9114827513694763
1,d4_no_geo,3,45.0,heldout,0.59375,1.1674280166625977
1,d4_no_geo,3,60.0,train,0.5,1.3597314357757568
1,d4_no_geo,3,75.0,heldout,0.41015625,1.6958447694778442
1,d4_no_geo,4,-75.0,heldout,0.22265625,2.394965887069702
1,d4_no_geo,4,-60.0,train,0.31640625,2.11627197265625
1,d4_no_geo,4,-45.0,heldout,0.4296875,1.7000977993011475
1,d4_no_geo,4,-30.0,train,0.6171875,1.2573715448379517
1,d4_no_geo,4,-15.0,heldout,0.7578125,0.7178123593330383
1,d4_no_geo,4,0.0,train,0.87109375,0.4476228952407837
1,d4_no_geo,4,15.0,heldout,0.88671875,0.4874953031539917
1,d4_no_geo,4,30.0,train,0.78515625,0.7000283002853394
