model_seed,method,partition,space,source_rho_mean,source_rho_ci_low,source_rho_ci_high,source_stress_mean,source_stress_ci_low,source_stress_ci_high,centroid_rho,centroid_stress
1,d4_no_geo,C1_trained,context,0.2190729277321318,0.18125410725700958,0.26131144458448613,0.5310601488304577,0.5178623458990668,0.5449884761233272,0.3877414529598742,0.494796131567153
1,d4_no_geo,C1_trained,route,0.15086559094417237,0.11142973267934655,0.19129960535711465,0.6030802840323863,0.588765202635577,0.6177985140692455,-0.10170267618619652,0.6528899008264194
1,d4_no_geo,C1_trained,synthesis,0.5620215028014057,0.5282195159298045,0.5991779895638163,0.3712641972296468,0.3624655362483666,0.38025751429282206,0.7246315678266502,0.36127623359090094
1,d4_no_geo,dense_heldout,context,0.20219336048113346,0.16787412454348608,0.23624568043482067,0.5594882317028345,0.5445295071768036,0.57290501125191,0.07930394470805661,0.5518281425390974
1,d4_no_geo,dense_heldout,route,0.14539536810483272,0.10845325937743376,0.18289940521951628,0.6270471990537729,0.6120898587509361,0.6422368560890988,0.04426266681379904,0.6972021573367907
1,d4_no_geo,dense_heldout,synthesis,0.47333101155602614,0.44174631366457795,0.5058718882321198,0.41623773299988653,0.40844129295027715,0.4245441658745454,0.4370938347862655,0.45875056031370176
1,d4_full_legacy_route,C1_trained,context,0.46481301225722627,0.42691970251731926,0.4980706067520251,0.41920580375262306,0.4063495338488884,0.4318243784415261,0.5021569636693453,0.4376475518475188
1,d4_full_legacy_route,C1_trained,route,0.34108634344965366,0.3020775569695941,0.3798108292357846,0.4887782362424606,0.47430305848954396,0.5023867398957228,0.47037487736115885,0.45861772345398516
1,d4_full_legacy_route,C1_trained,synthesis,0.5926117608730352,0.5606782130597863,0.6265670714813185,0.365965360146469,0.35725218608452125,0.37503084017048693,0.7055623160417382,0.3463910380406906
1,d4_full_legacy_route,dense_heldout,context,0.3542814397627271,0.32373720991401705,0.38347433990316915,0.48344101357725777,0.4726028879674578,0.49387846455942613,0.3448799455908509,0.5164846909578632
1,d4_full_legacy_route,dense_heldout,route,0.2583861992095893,0.2275055327495178,0.2916777545774143,0.5405623844090746,0.529369374996699,0.5515020171977961,0.3319700011034928,0.5467762486307686
1,d4_full_legacy_route,dense_heldout,synthesis,0.487652981221689,0.4568234646532806,0.5195717743562183,0.4124162506471153,0.40469391391800613,0.4206454023584946,0.47951222381615627,0.4528069078857928
1,d4_full_stationary_route,C1_trained,context,0.42036775093562184,0.3825985899703561,0.4548128284598653,0.43691080494476586,0.42396948592651673,0.4496692792503315,0.5021569636693453,0.4496749867204662
1,d4_full_stationary_route,C1_trained,route,0.3143446973919062,0.2788530456974362,0.34963460732758406,0.5167084457250681,0.5029236437374158,0.5303365634706652,0.05720775535473554,0.5727887981407347
1,d4_full_stationary_route,C1_trained,synthesis,0.5804451809581825,0.5485588096792974,0.614271376840839,0.3676861279884561,0.3589859896808515,0.37667959390080585,0.7055623160417382,0.3568689841647335
1,d4_full_stationary_route,dense_heldout,context,0.3189375850445471,0.28689956223297225,0.35190603158968353,0.49751282951062414,0.48721388608331695,0.5083675886893455,0.30983866769659335,0.5266123777256387
1,d4_full_stationary_route,dense_heldout,route,0.24471981266242507,0.21348325822374006,0.2753915570297882,0.5559616937793892,0.5455567301631264,0.5660923558705875,0.11987805595403907,0.6146711455530058
1,d4_full_stationary_route,dense_heldout,synthesis,0.482595625736128,0.4512241724634441,0.5143899661412938,0.41397762231851254,0.40643360473590984,0.4224320855308571,0.47951222381615627,0.4599991366120702
