model_seed,method,source_index,scale,signed_route_effect,orthogonal_abs_effect,class_log_prob_drop,prediction_preserved
1,d4_no_geo,5539,-0.5,-0.029354650527238846,0.025156281888484955,0.0018265992403030396,1
1,d4_no_geo,6190,-0.5,0.032577745616436005,0.041894860565662384,-0.027550429105758667,1
1,d4_no_geo,2445,-0.5,-0.01670675165951252,0.09088118374347687,0.0008389875292778015,1
1,d4_no_geo,4846,-0.5,0.0037571473512798548,0.08684509992599487,0.0022596120834350586,1
1,d4_no_geo,2634,-0.5,-0.042973924428224564,0.04351939260959625,-0.0033203959465026855,1
1,d4_no_geo,3782,-0.5,-0.041420407593250275,0.04157596826553345,0.020433664321899414,1
1,d4_no_geo,5255,-0.5,-0.03614342585206032,0.03024638071656227,-6.699562072753906e-05,1
1,d4_no_geo,4626,-0.5,-0.03278587386012077,0.05273987352848053,-0.0011948272585868835,1
1,d4_no_geo,3512,-0.5,-0.038389842957258224,0.034884013235569,0.0015369877219200134,1
1,d4_no_geo,3800,-0.5,-0.0414099358022213,0.030272411182522774,-0.002310521900653839,1
1,d4_no_geo,7462,-0.5,0.025879785418510437,0.0607847236096859,-0.05216372013092041,1
1,d4_no_geo,9545,-0.5,-0.03252376988530159,0.07489871978759766,2.0034611225128174e-05,1
1,d4_no_geo,7145,-0.5,-0.035180266946554184,0.0772499069571495,-0.010029643774032593,1
1,d4_no_geo,9862,-0.5,-0.03937695920467377,0.029996221885085106,-0.0010697543621063232,1
1,d4_no_geo,7552,-0.5,-0.033486586064100266,0.057657331228256226,-0.006333500146865845,1
1,d4_no_geo,6256,-0.5,-0.014989634975790977,0.08939730376005173,0.014166772365570068,1
1,d4_no_geo,6613,-0.5,-0.030603133141994476,0.02420544996857643,0.009487271308898926,1
1,d4_no_geo,2169,-0.5,-0.01098803523927927,0.09420813620090485,0.016558170318603516,1
1,d4_no_geo,1455,-0.5,0.02709483541548252,0.04550309106707573,-0.012390553951263428,1
1,d4_no_geo,9470,-0.5,-0.03516748920083046,0.0400053896009922,-0.007433503866195679,1
1,d4_no_geo,2730,-0.5,-0.038021381944417953,0.057990238070487976,-0.09580469131469727,1
1,d4_no_geo,8884,-0.5,-0.030848108232021332,0.024228356778621674,-0.00017115473747253418,1
1,d4_no_geo,991,-0.5,-0.04455623775720596,0.05086594074964523,-0.010424107313156128,1
1,d4_no_geo,6068,-0.5,-0.02906811609864235,0.02540672942996025,0.006402716040611267,1
1,d4_no_geo,1285,-0.5,-0.03672782704234123,0.054903753101825714,-0.0006055347621440887,1
1,d4_no_geo,8158,-0.5,-0.04423091560602188,0.06155931204557419,-1.2498348951339722e-05,1
1,d4_no_geo,5583,-0.5,-0.04415516182780266,0.051504962146282196,-0.022151172161102295,1
1,d4_no_geo,4545,-0.5,-0.04097869247198105,0.055274929851293564,0.01901039481163025,1
1,d4_no_geo,906,-0.5,0.0272657610476017,0.04393531754612923,-0.026426732540130615,1
1,d4_no_geo,4698,-0.5,-0.03180135041475296,0.024526599794626236,-0.00019324570894241333,1
1,d4_no_geo,9751,-0.5,-0.03461196646094322,0.02920200116932392,-0.07762837409973145,1
1,d4_no_geo,9484,-0.5,-0.0218167994171381,0.06767946481704712,0.00850696861743927,1
1,d4_no_geo,8365,-0.5,-0.033649757504463196,0.030958043411374092,-0.006204485893249512,1
1,d4_no_geo,2158,-0.5,-0.03872065618634224,0.03727532550692558,-0.004565447568893433,1
1,d4_no_geo,3761,-0.5,-0.03920121118426323,0.07570201903581619,-0.0004313737154006958,1
1,d4_no_geo,4111,-0.5,-0.02447129786014557,0.026643171906471252,0.009985685348510742,1
1,d4_no_geo,5075,-0.5,-0.04088615998625755,0.051999568939208984,-0.0009201765060424805,1
1,d4_no_geo,9562,-0.5,0.033522240817546844,0.04208068177103996,-0.04415738582611084,1
1,d4_no_geo,9497,-0.5,0.005449088290333748,0.08677462488412857,0.001815885305404663,1
1,d4_no_geo,2116,-0.5,-0.04147756099700928,0.027621690183877945,-0.002857804298400879,1
1,d4_no_geo,1705,-0.5,-0.004675413481891155,0.09159880131483078,-0.0030751824378967285,1
1,d4_no_geo,6238,-0.5,-0.03522256016731262,0.04320678859949112,-0.015291452407836914,1
1,d4_no_geo,4517,-0.5,-0.034207556396722794,0.02940613403916359,-0.0037893354892730713,1
1,d4_no_geo,9898,-0.5,-0.033749114722013474,0.07438584417104721,-0.0019383430480957031,1
1,d4_no_geo,3096,-0.5,-0.031508397310972214,0.06122281402349472,0.006815165281295776,1
1,d4_no_geo,385,-0.5,-0.03596697375178337,0.07618192583322525,-0.0027692988514900208,1
1,d4_no_geo,4943,-0.5,-0.03682653233408928,0.04402095079421997,-0.004080593585968018,1
1,d4_no_geo,5644,-0.5,-0.034836262464523315,0.03475603461265564,-0.02460956573486328,1
1,d4_no_geo,582,-0.5,-0.03445039317011833,0.044744595885276794,0.01730811595916748,1
1,d4_no_geo,1731,-0.5,-0.040525294840335846,0.04278242215514183,-0.0008039548993110657,1
1,d4_no_geo,7999,-0.5,-0.036180175840854645,0.05272969603538513,0.0006098002195358276,1
1,d4_no_geo,5860,-0.5,-0.04625154659152031,0.04568049684166908,-0.003138817846775055,1
1,d4_no_geo,7627,-0.5,-0.03473249077796936,0.028602024540305138,-0.0014031082391738892,1
1,d4_no_geo,8165,-0.5,-0.02903936244547367,0.03955204784870148,-0.046212196350097656,1
1,d4_no_geo,4504,-0.5,-0.0484284870326519,0.03856687992811203,0.01185309886932373,1
1,d4_no_geo,9523,-0.5,-0.0386623777449131,0.0700526088476181,0.0015109330415725708,1
1,d4_no_geo,3274,-0.5,-0.03288641571998596,0.03271109610795975,-0.00989803671836853,1
1,d4_no_geo,2076,-0.5,-0.04200342297554016,0.04965478181838989,-0.0038342922925949097,1
1,d4_no_geo,6614,-0.5,-0.037744246423244476,0.03452606499195099,1.1682510375976562e-05,1
1,d4_no_geo,1215,-0.5,-0.044160764664411545,0.04939533770084381,-0.001559436321258545,1
1,d4_no_geo,4549,-0.5,-0.03675412759184837,0.03467840328812599,-0.0019394606351852417,1
1,d4_no_geo,374,-0.5,-0.03785713389515877,0.05478677898645401,0.00491979718208313,1
1,d4_no_geo,3504,-0.5,0.028322143480181694,0.060336701571941376,-0.007224917411804199,1
1,d4_no_geo,7608,-0.5,-0.033441897481679916,0.03193311765789986,-0.005133152008056641,0
1,d4_no_geo,5507,-0.5,-0.03452415391802788,0.028964346274733543,-0.026663005352020264,1
1,d4_no_geo,5537,-0.5,0.008522069081664085,0.08065727353096008,-0.0009206533432006836,1
1,d4_no_geo,1194,-0.5,-0.03476216271519661,0.06258825212717056,-0.037409305572509766,1
1,d4_no_geo,479,-0.5,-0.04425055533647537,0.058427877724170685,-0.049091339111328125,1
1,d4_no_geo,8491,-0.5,-0.04238927364349365,0.05247236415743828,-0.0064490437507629395,1
1,d4_no_geo,4284,-0.5,-0.027770688757300377,0.08526399731636047,-0.05761432647705078,1
1,d4_no_geo,1588,-0.5,-0.04232596606016159,0.045115530490875244,-0.004012197256088257,1
1,d4_no_geo,4499,-0.5,-0.03460890054702759,0.025725634768605232,0.000326499342918396,1
1,d4_no_geo,6639,-0.5,-0.04000067338347435,0.025979885831475258,-0.002166748046875,1
1,d4_no_geo,2073,-0.5,-0.03882000967860222,0.03456873446702957,0.001878976821899414,1
1,d4_no_geo,1751,-0.5,-0.0354342982172966,0.03696885332465172,0.009314745664596558,1
1,d4_no_geo,1828,-0.5,-0.042389463633298874,0.05592194199562073,0.008045926690101624,1
1,d4_no_geo,5372,-0.5,0.0021888555493205786,0.08867771178483963,7.146596908569336e-05,1
1,d4_no_geo,3968,-0.5,-0.03658407926559448,0.04824729263782501,0.0633542537689209,1
1,d4_no_geo,5105,-0.5,-0.03392792120575905,0.02759386971592903,-0.01054161787033081,1
1,d4_no_geo,8811,-0.5,-0.045438334345817566,0.0458877794444561,-0.0033478587865829468,1
1,d4_no_geo,2154,-0.5,-0.03207488730549812,0.07566890120506287,-0.0016259700059890747,1
1,d4_no_geo,8720,-0.5,-0.0358036532998085,0.07024925947189331,-0.002840302884578705,1
1,d4_no_geo,9911,-0.5,-0.036621786653995514,0.03396226465702057,0.0014272592961788177,1
1,d4_no_geo,6124,-0.5,-0.02229945920407772,0.08862533420324326,-0.023458242416381836,1
1,d4_no_geo,293,-0.5,-0.03298499062657356,0.027810439467430115,-0.016236424446105957,1
1,d4_no_geo,3444,-0.5,-0.025078939273953438,0.06170997768640518,0.008524790406227112,1
1,d4_no_geo,8353,-0.5,-0.029002776369452477,0.02612016350030899,-0.05181002616882324,1
1,d4_no_geo,9351,-0.5,-0.03382842615246773,0.03146122395992279,-0.00989842414855957,1
1,d4_no_geo,9087,-0.5,-0.02750209905207157,0.08673863112926483,-0.02420559525489807,1
1,d4_no_geo,9464,-0.5,-0.03132109344005585,0.07648850977420807,-0.0017540305852890015,1
1,d4_no_geo,5668,-0.5,-0.030147278681397438,0.06867507845163345,-8.943676948547363e-05,1
1,d4_no_geo,8284,-0.5,-0.04102548211812973,0.06038930267095566,-0.0338934063911438,1
1,d4_no_geo,2604,-0.5,-0.04069230332970619,0.0376456044614315,0.020388782024383545,1
1,d4_no_geo,8740,-0.5,-0.031210824847221375,0.07714790850877762,-0.0017715990543365479,1
1,d4_no_geo,628,-0.5,-0.003941643517464399,0.09294892847537994,0.013885021209716797,1
1,d4_no_geo,2306,-0.5,-0.010780668817460537,0.09553499519824982,0.010220706462860107,1
1,d4_no_geo,3016,-0.5,-0.03250782936811447,0.04267897456884384,0.0022935420274734497,1
1,d4_no_geo,700,-0.5,-0.047001540660858154,0.050246842205524445,0.006164640188217163,1
1,d4_no_geo,8792,-0.5,-0.031097400933504105,0.02456238493323326,0.001189395785331726,1
1,d4_no_geo,3392,-0.5,0.0048510851338505745,0.08520172536373138,0.006411194801330566,1
1,d4_no_geo,7478,-0.5,-0.03811471164226532,0.043629880994558334,0.014774948358535767,1
1,d4_no_geo,7115,-0.5,-0.0402219220995903,0.052653443068265915,-0.016864240169525146,1
1,d4_no_geo,2804,-0.5,-0.018107116222381592,0.09114335477352142,0.0065070390701293945,1
1,d4_no_geo,7379,-0.5,-0.04113023355603218,0.04822544381022453,0.002807632088661194,1
1,d4_no_geo,6112,-0.5,-0.019212372601032257,0.08878841996192932,-0.014307260513305664,1
1,d4_no_geo,9951,-0.5,-0.039082929491996765,0.03549741953611374,0.001957736909389496,1
1,d4_no_geo,5553,-0.5,-0.039412371814250946,0.05464436113834381,-0.009042441844940186,1
1,d4_no_geo,7830,-0.5,-0.034470949321985245,0.03511218726634979,0.004988819360733032,1
1,d4_no_geo,5659,-0.5,-0.036190442740917206,0.03057006001472473,0.0006977580487728119,1
1,d4_no_geo,3623,-0.5,-0.029911069199442863,0.07926476746797562,0.0009162575006484985,1
1,d4_no_geo,5770,-0.5,-0.031025484204292297,0.02464834228157997,-0.0001028105616569519,1
1,d4_no_geo,4343,-0.5,-0.040622685104608536,0.036315035074949265,0.0034168288111686707,1
1,d4_no_geo,7074,-0.5,-0.036824874579906464,0.041679829359054565,-0.0002547651529312134,1
