model_seed,method,host_a,host_b,territory_overlap,functional_cost
0,r0_mlp,0,0,1.0,0.0
0,r0_mlp,0,1,0.9428145289421082,1.0
0,r0_mlp,0,2,0.9249554872512817,0.9418357610702515
0,r0_mlp,0,3,0.9544744491577148,1.174737572669983
0,r0_mlp,1,0,0.9428145289421082,1.0
0,r0_mlp,1,1,1.0,0.0
0,r0_mlp,1,2,0.9790334105491638,1.0173476934432983
0,r0_mlp,1,3,0.9587538242340088,1.2197086811065674
0,r0_mlp,2,0,0.9249554872512817,0.9418357610702515
0,r0_mlp,2,1,0.9790334105491638,1.0173476934432983
0,r0_mlp,2,2,1.0,0.0
0,r0_mlp,2,3,0.9396854043006897,0.9058796167373657
0,r0_mlp,3,0,0.9544744491577148,1.174737572669983
0,r0_mlp,3,1,0.9587538242340088,1.2197086811065674
0,r0_mlp,3,2,0.9396854043006897,0.9058796167373657
0,r0_mlp,3,3,1.0,0.0
0,r1_linear,0,0,1.0,0.0
0,r1_linear,0,1,0.8860311508178711,1.0
0,r1_linear,0,2,0.9277186393737793,0.9418357610702515
0,r1_linear,0,3,0.9790962934494019,1.174737572669983
0,r1_linear,1,0,0.8860311508178711,1.0
0,r1_linear,1,1,1.0,0.0
0,r1_linear,1,2,0.9533134698867798,1.0173476934432983
0,r1_linear,1,3,0.9042996168136597,1.2197086811065674
0,r1_linear,2,0,0.9277186393737793,0.9418357610702515
0,r1_linear,2,1,0.9533134698867798,1.0173476934432983
0,r1_linear,2,2,1.0,0.0
0,r1_linear,2,3,0.9475745558738708,0.9058796167373657
0,r1_linear,3,0,0.9790962934494019,1.174737572669983
0,r1_linear,3,1,0.9042996168136597,1.2197086811065674
0,r1_linear,3,2,0.9475745558738708,0.9058796167373657
0,r1_linear,3,3,1.0,0.0
0,r2_prototype_energy,0,0,1.0,0.0
0,r2_prototype_energy,0,1,0.39160895347595215,1.0
0,r2_prototype_energy,0,2,0.6430808305740356,0.9418357610702515
0,r2_prototype_energy,0,3,0.6573429107666016,1.174737572669983
0,r2_prototype_energy,1,0,0.39160895347595215,1.0
0,r2_prototype_energy,1,1,1.0,0.0
0,r2_prototype_energy,1,2,0.6372969746589661,1.0173476934432983
0,r2_prototype_energy,1,3,0.6611623167991638,1.2197086811065674
0,r2_prototype_energy,2,0,0.6430808305740356,0.9418357610702515
0,r2_prototype_energy,2,1,0.6372969746589661,1.0173476934432983
0,r2_prototype_energy,2,2,1.0,0.0
0,r2_prototype_energy,2,3,0.6936298608779907,0.9058796167373657
0,r2_prototype_energy,3,0,0.6573429107666016,1.174737572669983
0,r2_prototype_energy,3,1,0.6611623167991638,1.2197086811065674
0,r2_prototype_energy,3,2,0.6936298608779907,0.9058796167373657
0,r2_prototype_energy,3,3,1.0,0.0
0,r3_hybrid_energy,0,0,1.0,0.0
0,r3_hybrid_energy,0,1,0.6550200581550598,1.0
0,r3_hybrid_energy,0,2,0.38269156217575073,0.9418357610702515
0,r3_hybrid_energy,0,3,0.6294827461242676,1.174737572669983
0,r3_hybrid_energy,1,0,0.6550200581550598,1.0
0,r3_hybrid_energy,1,1,1.0,0.0
0,r3_hybrid_energy,1,2,0.6151201128959656,1.0173476934432983
0,r3_hybrid_energy,1,3,0.636507511138916,1.2197086811065674
0,r3_hybrid_energy,2,0,0.38269156217575073,0.9418357610702515
0,r3_hybrid_energy,2,1,0.6151201128959656,1.0173476934432983
0,r3_hybrid_energy,2,2,1.0,0.0
0,r3_hybrid_energy,2,3,0.6174746155738831,0.9058796167373657
0,r3_hybrid_energy,3,0,0.6294827461242676,1.174737572669983
0,r3_hybrid_energy,3,1,0.636507511138916,1.2197086811065674
0,r3_hybrid_energy,3,2,0.6174746155738831,0.9058796167373657
0,r3_hybrid_energy,3,3,1.0,0.0
1,r0_mlp,0,0,1.0,0.0
1,r0_mlp,0,1,0.8760794401168823,1.0523197650909424
1,r0_mlp,0,2,0.9018598794937134,1.0190249681472778
1,r0_mlp,0,3,0.9439972639083862,1.0
1,r0_mlp,1,0,0.8760794401168823,1.0523197650909424
1,r0_mlp,1,1,1.0,0.0
1,r0_mlp,1,2,0.967157244682312,0.9515840411186218
1,r0_mlp,1,3,0.9262374043464661,0.9460635185241699
1,r0_mlp,2,0,0.9018598794937134,1.0190249681472778
1,r0_mlp,2,1,0.967157244682312,0.9515840411186218
1,r0_mlp,2,2,1.0,0.0
1,r0_mlp,2,3,0.9566784501075745,1.0642545223236084
1,r0_mlp,3,0,0.9439972639083862,1.0
1,r0_mlp,3,1,0.9262374043464661,0.9460635185241699
1,r0_mlp,3,2,0.9566784501075745,1.0642545223236084
1,r0_mlp,3,3,1.0,0.0
1,r1_linear,0,0,1.0,0.0
1,r1_linear,0,1,0.9612672328948975,1.0523197650909424
1,r1_linear,0,2,0.9073407053947449,1.0190249681472778
1,r1_linear,0,3,0.904657781124115,1.0
1,r1_linear,1,0,0.9612672328948975,1.0523197650909424
1,r1_linear,1,1,1.0,0.0
1,r1_linear,1,2,0.9277313351631165,0.9515840411186218
1,r1_linear,1,3,0.9275577068328857,0.9460635185241699
1,r1_linear,2,0,0.9073407053947449,1.0190249681472778
1,r1_linear,2,1,0.9277313351631165,0.9515840411186218
1,r1_linear,2,2,1.0,0.0
1,r1_linear,2,3,0.9849576950073242,1.0642545223236084
1,r1_linear,3,0,0.904657781124115,1.0
1,r1_linear,3,1,0.9275577068328857,0.9460635185241699
1,r1_linear,3,2,0.9849576950073242,1.0642545223236084
1,r1_linear,3,3,1.0,0.0
1,r2_prototype_energy,0,0,1.0,0.0
1,r2_prototype_energy,0,1,0.7178376913070679,1.0523197650909424
1,r2_prototype_energy,0,2,0.5712308287620544,1.0190249681472778
1,r2_prototype_energy,0,3,0.6203098893165588,1.0
1,r2_prototype_energy,1,0,0.7178376913070679,1.0523197650909424
1,r2_prototype_energy,1,1,1.0,0.0
1,r2_prototype_energy,1,2,0.7862089276313782,0.9515840411186218
1,r2_prototype_energy,1,3,0.5985732078552246,0.9460635185241699
1,r2_prototype_energy,2,0,0.5712308287620544,1.0190249681472778
1,r2_prototype_energy,2,1,0.7862089276313782,0.9515840411186218
1,r2_prototype_energy,2,2,1.0,0.0
1,r2_prototype_energy,2,3,0.6999003887176514,1.0642545223236084
1,r2_prototype_energy,3,0,0.6203098893165588,1.0
