model_seed,method,space,mae,rmse,r2
0,d4_no_geo,context,43.04409940059977,50.27686462356117,0.03704262233299194
0,d4_no_geo,route,44.52826753337346,51.230447673959816,0.00016808804787249443
0,d4_full_legacy_route,context,35.7941963860604,45.0859150189823,0.22562295881946925
0,d4_full_legacy_route,route,39.484747925913666,48.940805640579455,0.08754192123848603
0,d4_full_stationary_route,context,36.79238146697434,45.6529385150365,0.20602255426373206
0,d4_full_stationary_route,route,39.11413277598908,48.047029745952536,0.12056492670154384
