model_seed,method,stage,angle,angle_type,accuracy,nll
0,d4_no_geo,0,-75.0,heldout,0.43359375,1.5264990329742432
0,d4_no_geo,0,-60.0,train,0.5078125,1.3579621315002441
0,d4_no_geo,0,-45.0,heldout,0.48828125,1.4974991083145142
0,d4_no_geo,0,-30.0,train,0.32421875,1.8846571445465088
0,d4_no_geo,0,-15.0,heldout,0.24609375,2.27685546875
0,d4_no_geo,0,0.0,train,0.2265625,2.4263954162597656
0,d4_no_geo,0,15.0,heldout,0.21875,2.4494802951812744
0,d4_no_geo,0,30.0,train,0.21875,2.293503522872925
0,d4_no_geo,0,45.0,heldout,0.25,2.174135208129883
0,d4_no_geo,0,60.0,train,0.1875,2.2237749099731445
0,d4_no_geo,0,75.0,heldout,0.18359375,2.3432674407958984
0,d4_no_geo,1,-75.0,heldout,0.484375,1.5771574974060059
0,d4_no_geo,1,-60.0,train,0.58203125,1.1967447996139526
0,d4_no_geo,1,-45.0,heldout,0.75,0.9334001541137695
0,d4_no_geo,1,-30.0,train,0.76171875,0.8803869485855103
0,d4_no_geo,1,-15.0,heldout,0.75390625,0.9288787245750427
0,d4_no_geo,1,0.0,train,0.640625,1.0524460077285767
0,d4_no_geo,1,15.0,heldout,0.53515625,1.3280038833618164
0,d4_no_geo,1,30.0,train,0.38671875,1.6381994485855103
0,d4_no_geo,1,45.0,heldout,0.29296875,1.9770272970199585
0,d4_no_geo,1,60.0,train,0.140625,2.3358123302459717
0,d4_no_geo,1,75.0,heldout,0.15625,2.567880392074585
0,d4_no_geo,2,-75.0,heldout,0.2109375,2.3340766429901123
0,d4_no_geo,2,-60.0,train,0.35546875,1.827126383781433
0,d4_no_geo,2,-45.0,heldout,0.515625,1.297688364982605
0,d4_no_geo,2,-30.0,train,0.71875,0.8278125524520874
0,d4_no_geo,2,-15.0,heldout,0.88671875,0.39941537380218506
0,d4_no_geo,2,0.0,train,0.93359375,0.29249224066734314
0,d4_no_geo,2,15.0,heldout,0.859375,0.5013670921325684
0,d4_no_geo,2,30.0,train,0.625,1.0668596029281616
0,d4_no_geo,2,45.0,heldout,0.41015625,1.838827133178711
0,d4_no_geo,2,60.0,train,0.2265625,2.5704028606414795
0,d4_no_geo,2,75.0,heldout,0.12109375,3.011068344116211
0,d4_no_geo,3,-75.0,heldout,0.24609375,2.4340929985046387
0,d4_no_geo,3,-60.0,train,0.28125,2.1959617137908936
0,d4_no_geo,3,-45.0,heldout,0.38671875,1.791151762008667
0,d4_no_geo,3,-30.0,train,0.53515625,1.362159252166748
0,d4_no_geo,3,-15.0,heldout,0.7265625,0.7833288908004761
0,d4_no_geo,3,0.0,train,0.8359375,0.549990713596344
0,d4_no_geo,3,15.0,heldout,0.796875,0.6535837650299072
0,d4_no_geo,3,30.0,train,0.71484375,0.8821344375610352
0,d4_no_geo,3,45.0,heldout,0.625,1.083078145980835
0,d4_no_geo,3,60.0,train,0.52734375,1.2929242849349976
0,d4_no_geo,3,75.0,heldout,0.390625,1.656753420829773
0,d4_no_geo,4,-75.0,heldout,0.2578125,2.4405593872070312
0,d4_no_geo,4,-60.0,train,0.33984375,2.0806527137756348
0,d4_no_geo,4,-45.0,heldout,0.46875,1.6018043756484985
0,d4_no_geo,4,-30.0,train,0.60546875,1.1759510040283203
0,d4_no_geo,4,-15.0,heldout,0.7734375,0.6734089851379395
0,d4_no_geo,4,0.0,train,0.87890625,0.4325997829437256
0,d4_no_geo,4,15.0,heldout,0.87109375,0.48226067423820496
0,d4_no_geo,4,30.0,train,0.78515625,0.6795090436935425
0,d4_no_geo,4,45.0,heldout,0.64453125,0.9650509357452393
0,d4_no_geo,4,60.0,train,0.53515625,1.2311676740646362
0,d4_no_geo,4,75.0,heldout,0.3671875,1.6824349164962769
0,d4_full_legacy_route,0,-75.0,heldout,0.43359375,1.5264990329742432
0,d4_full_legacy_route,0,-60.0,train,0.5078125,1.3579621315002441
0,d4_full_legacy_route,0,-45.0,heldout,0.48828125,1.4974991083145142
0,d4_full_legacy_route,0,-30.0,train,0.32421875,1.8846571445465088
0,d4_full_legacy_route,0,-15.0,heldout,0.24609375,2.27685546875
0,d4_full_legacy_route,0,0.0,train,0.2265625,2.4263954162597656
