model_seed,method,source_index,scale,signed_route_effect,orthogonal_abs_effect,class_log_prob_drop,prediction_preserved
4,d4_no_geo,5539,-0.5,-0.04650798812508583,0.10553424060344696,0.04570364952087402,1
4,d4_no_geo,6190,-0.5,0.010380837135016918,0.05258697271347046,0.023380428552627563,1
4,d4_no_geo,2445,-0.5,0.02389724738895893,0.03563789278268814,-0.0007331036031246185,1
4,d4_no_geo,4846,-0.5,0.023911237716674805,0.06490708142518997,0.03150677680969238,1
4,d4_no_geo,2634,-0.5,-0.00048051588237285614,0.07593647390604019,0.0048669129610061646,1
4,d4_no_geo,3782,-0.5,-0.027469128370285034,0.09776683896780014,-0.06250739097595215,1
4,d4_no_geo,5255,-0.5,0.06995745748281479,0.04295618087053299,0.0003461763262748718,1
4,d4_no_geo,4626,-0.5,0.006630072370171547,0.05833024904131889,-0.001661650836467743,1
4,d4_no_geo,3512,-0.5,0.04685337468981743,0.032609954476356506,-0.00023445487022399902,1
4,d4_no_geo,3800,-0.5,-0.07750514149665833,0.1159229427576065,0.022489607334136963,1
4,d4_no_geo,7462,-0.5,0.030909977853298187,0.0742780938744545,0.059447646141052246,1
4,d4_no_geo,9545,-0.5,-0.0020773541182279587,0.04977226257324219,-0.0008676014840602875,1
4,d4_no_geo,7145,-0.5,0.06918349862098694,0.04673050343990326,-0.0032816082239151,1
4,d4_no_geo,9862,-0.5,-0.07528331875801086,0.11299598217010498,0.015309840440750122,1
4,d4_no_geo,7552,-0.5,0.02452530711889267,0.041658028960227966,-0.002398550510406494,1
4,d4_no_geo,6256,-0.5,-0.016194012016057968,0.09302245080471039,0.007506072521209717,1
4,d4_no_geo,6613,-0.5,-0.07428278028964996,0.11095938086509705,0.07892832159996033,1
4,d4_no_geo,2169,-0.5,-0.010371264070272446,0.09245249629020691,0.010667979717254639,1
4,d4_no_geo,1455,-0.5,0.022948388010263443,0.05058496817946434,0.02103590965270996,1
4,d4_no_geo,9470,-0.5,-0.0942206010222435,0.1020374745130539,0.11317545175552368,1
