model_seed,method,space,mae,rmse,r2
4,d4_no_geo,context,44.51485305276645,50.946540872998476,0.011219037362245943
4,d4_no_geo,route,44.57705426440714,51.224065723703575,0.0004171774223608038
4,d4_full_legacy_route,context,38.5880073177947,47.62271100242759,0.13602948448733787
4,d4_full_legacy_route,route,44.10669732733359,51.145782800837374,0.00347005778650189
4,d4_full_stationary_route,context,38.65757484596952,47.60843989736391,0.13654721925298596
4,d4_full_stationary_route,route,45.0386025798768,51.642259626451036,-0.01597065879077153
