model_seed,method,partition,space,source_rho_mean,source_rho_ci_low,source_rho_ci_high,source_stress_mean,source_stress_ci_low,source_stress_ci_high,centroid_rho,centroid_stress
4,d4_no_geo,C1_trained,context,0.3350278832471556,0.2959098458454117,0.3694679948204134,0.47364059100286104,0.46111183950505297,0.485151666199217,0.3178208630818641,0.46752999950077945
4,d4_no_geo,C1_trained,route,0.29274281060431073,0.25167067148971184,0.3302512591428296,0.527555392697772,0.5111451375800325,0.5419422859766119,0.08263342440128467,0.5852269301580237
4,d4_no_geo,C1_trained,synthesis,0.5646534568238024,0.5295404588919885,0.5985125521317388,0.3698678682766591,0.36101135509958354,0.3782803034331,0.7246315678266502,0.3647508446865537
4,d4_no_geo,dense_heldout,context,0.30147457977816544,0.268709472062915,0.33421141096879936,0.5085552839308696,0.49686427329789096,0.5204560588014402,0.32828144553567623,0.5142060659311428
4,d4_no_geo,dense_heldout,route,0.27459567191972073,0.2368818121860672,0.309097174372731,0.5586611647509938,0.5442757007058331,0.5730836098328064,0.10327955589886444,0.6268560240323358
4,d4_no_geo,dense_heldout,synthesis,0.4808738195238073,0.4494910196202264,0.5117523247208507,0.41417911181675776,0.40638392933299783,0.42222889370992767,0.42418389029890746,0.46015458141533877
4,d4_full_legacy_route,C1_trained,context,0.43802170668962226,0.4017621948239954,0.47489575498972375,0.4478670245432118,0.43398518369212324,0.4624784014459942,0.5339390499775316,0.4250190295783137
4,d4_full_legacy_route,C1_trained,route,0.22071169155739767,0.1782931589818133,0.26372924197062647,0.5778285906815241,0.561835194160177,0.5937216693832073,-0.07627700713964738,0.6695891510054698
4,d4_full_legacy_route,C1_trained,synthesis,0.5530083017624436,0.5171957254855256,0.5897575805440305,0.37236417305045655,0.36330039073962317,0.38115695628679697,0.7246315678266502,0.37336210591045693
4,d4_full_legacy_route,dense_heldout,context,0.3431149141179699,0.31242011627830785,0.3765674835813822,0.4975047001734515,0.4854980490129343,0.5102151821085453,0.39467544575637475,0.5182873543463248
4,d4_full_legacy_route,dense_heldout,route,0.14934327523601143,0.11363128538205908,0.18561070968816426,0.6250529709590475,0.6101224059236827,0.6395324259862104,0.0534840557333405,0.6567180910407248
4,d4_full_legacy_route,dense_heldout,synthesis,0.46233738695351034,0.4300958452067971,0.4958670414649219,0.41905560375616857,0.41130836043422586,0.42725220892673893,0.4075853902437328,0.4696844761535421
4,d4_full_stationary_route,C1_trained,context,0.40484915410545264,0.3684474918928615,0.4432154706767432,0.46495745153919465,0.45097080065995027,0.47924485974159403,0.3623157839133251,0.4564074229227766
4,d4_full_stationary_route,C1_trained,route,0.21867565165327946,0.17375800424416465,0.2628980659244026,0.5830465431380065,0.567219441051794,0.5994139909680803,-0.07627700713964738,0.6610123284618109
4,d4_full_stationary_route,C1_trained,synthesis,0.5445910148417599,0.5092328230800292,0.5811528289736383,0.3742996423007863,0.36512867798547055,0.38317919869474587,0.5339390499775316,0.38009565276685264
4,d4_full_stationary_route,dense_heldout,context,0.3088012614431449,0.2780578351853525,0.34276569003369267,0.5107744943011252,0.49817407612780623,0.5240543707627335,0.31721577883222646,0.5384696198705952
4,d4_full_stationary_route,dense_heldout,route,0.15064723726291532,0.11292599321391603,0.18946135998308217,0.6288717843357801,0.6141540939344317,0.6449096138405506,0.014754222271266345,0.653097584414588
4,d4_full_stationary_route,dense_heldout,synthesis,0.4571215388458947,0.42644925416277457,0.4902983671679825,0.4208751798152291,0.4131167025788159,0.4290029266366211,0.3596341678621172,0.4741914976646322
