model_seed,method,stage,angle,angle_type,accuracy,nll
4,d4_no_geo,0,-75.0,heldout,0.5078125,1.4985194206237793
4,d4_no_geo,0,-60.0,train,0.546875,1.3452434539794922
4,d4_no_geo,0,-45.0,heldout,0.53515625,1.4763342142105103
4,d4_no_geo,0,-30.0,train,0.35546875,1.8906302452087402
4,d4_no_geo,0,-15.0,heldout,0.2734375,2.23691725730896
4,d4_no_geo,0,0.0,train,0.25,2.381789445877075
4,d4_no_geo,0,15.0,heldout,0.19921875,2.425365686416626
4,d4_no_geo,0,30.0,train,0.21875,2.3445355892181396
4,d4_no_geo,0,45.0,heldout,0.15234375,2.2993030548095703
4,d4_no_geo,0,60.0,train,0.15625,2.3375933170318604
4,d4_no_geo,0,75.0,heldout,0.1640625,2.4335479736328125
4,d4_no_geo,1,-75.0,heldout,0.46875,1.5351938009262085
4,d4_no_geo,1,-60.0,train,0.58984375,1.20037841796875
4,d4_no_geo,1,-45.0,heldout,0.75,0.9307860732078552
4,d4_no_geo,1,-30.0,train,0.75,0.9023572206497192
4,d4_no_geo,1,-15.0,heldout,0.7265625,0.9223400354385376
4,d4_no_geo,1,0.0,train,0.6484375,1.0495283603668213
4,d4_no_geo,1,15.0,heldout,0.5546875,1.3282688856124878
4,d4_no_geo,1,30.0,train,0.453125,1.6910645961761475
4,d4_no_geo,1,45.0,heldout,0.23828125,2.087465286254883
4,d4_no_geo,1,60.0,train,0.12109375,2.4108572006225586
4,d4_no_geo,1,75.0,heldout,0.12890625,2.652608871459961
4,d4_no_geo,2,-75.0,heldout,0.18359375,2.462684392929077
4,d4_no_geo,2,-60.0,train,0.30859375,1.9659870862960815
4,d4_no_geo,2,-45.0,heldout,0.4921875,1.3277560472488403
4,d4_no_geo,2,-30.0,train,0.72265625,0.7970700860023499
4,d4_no_geo,2,-15.0,heldout,0.90625,0.3607960045337677
4,d4_no_geo,2,0.0,train,0.92578125,0.2794760465621948
4,d4_no_geo,2,15.0,heldout,0.859375,0.5087306499481201
4,d4_no_geo,2,30.0,train,0.640625,1.135157823562622
4,d4_no_geo,2,45.0,heldout,0.36328125,1.9580271244049072
4,d4_no_geo,2,60.0,train,0.19140625,2.695895195007324
4,d4_no_geo,2,75.0,heldout,0.12890625,3.133711576461792
4,d4_no_geo,3,-75.0,heldout,0.20703125,2.414588451385498
4,d4_no_geo,3,-60.0,train,0.29296875,2.2045536041259766
4,d4_no_geo,3,-45.0,heldout,0.38671875,1.8825064897537231
4,d4_no_geo,3,-30.0,train,0.5,1.4456682205200195
4,d4_no_geo,3,-15.0,heldout,0.69140625,0.8776887059211731
4,d4_no_geo,3,0.0,train,0.82421875,0.5856902599334717
4,d4_no_geo,3,15.0,heldout,0.796875,0.7008439898490906
4,d4_no_geo,3,30.0,train,0.70703125,0.934095025062561
4,d4_no_geo,3,45.0,heldout,0.5859375,1.11314058303833
4,d4_no_geo,3,60.0,train,0.515625,1.2558103799819946
4,d4_no_geo,3,75.0,heldout,0.4375,1.5989731550216675
4,d4_no_geo,4,-75.0,heldout,0.234375,2.408438205718994
