model_seed,method,variant,root_route_r2,root_chord_error,functional_transport_error,evaluation_samples
0,r0_mlp,full_context,0.992371081737065,0.0036365447476629335,1.3880536471333471e-06,642
0,r0_mlp,angle_shuffled,-0.02036553429695923,0.04892756141689443,0.05010508745908737,642
0,r0_mlp,tangent_removed,0.9540451705364601,0.009336455770371056,0.0004302501038182527,642
0,r0_mlp,matched_orthogonal_component,0.193927228562878,0.04401583076506544,0.04206310585141182,642
0,r1_linear,full_context,0.9970172916663651,0.0021454474129461785,5.2164846664481956e-08,642
0,r1_linear,angle_shuffled,-0.0016080747283255409,0.06942742812519741,0.08966293185949326,642
0,r1_linear,tangent_removed,0.8822957775846207,0.021011322880065648,0.013721054419875145,642
0,r1_linear,matched_orthogonal_component,0.49266699851335793,0.05033602566462591,0.05967222899198532,642
0,r2_prototype_energy,full_context,0.8888745956138544,0.11360499571571203,0.13517314195632935,642
0,r2_prototype_energy,angle_shuffled,0.04394999021393729,0.42182442991066593,0.4831249713897705,642
0,r2_prototype_energy,tangent_removed,0.8074133959560453,0.15987725639558611,0.19289317727088928,642
0,r2_prototype_energy,matched_orthogonal_component,0.1237481904401336,0.3903239539001302,0.45413294434547424,642
0,r3_hybrid_energy,full_context,0.8646153882286796,0.14109122351453643,0.15648199617862701,642
0,r3_hybrid_energy,angle_shuffled,0.04452389250675313,0.4845147615102292,0.5545543432235718,642
0,r3_hybrid_energy,tangent_removed,0.7808349266681829,0.19130075487700277,0.21857020258903503,642
0,r3_hybrid_energy,matched_orthogonal_component,0.11148210268572999,0.4493114947480366,0.5178079009056091,642
