model_seed,method,partition,geometry,metric,mean,source_ci_low,source_ci_high,source_blocks
0,r0_mlp,trained,nominal,rho,0.3846327676428547,0.3617350159455529,0.4081045832740982,640
0,r0_mlp,trained,nominal,stress,0.46477056220244767,0.45602677872543845,0.47387082358104515,640
0,r0_mlp,trained,functional,rho,0.35915743908644904,0.33554558363741005,0.38231987597128625,640
0,r0_mlp,trained,functional,stress,0.5231897346382377,0.5132619416384737,0.5329568160483564,640
0,r0_mlp,heldout_dense,nominal,rho,0.27280326444848485,0.2516009859752292,0.29441899253900033,640
0,r0_mlp,heldout_dense,nominal,stress,0.5259351803853398,0.518002030716726,0.534244692464144,640
0,r0_mlp,heldout_dense,functional,rho,0.24968927678484673,0.22886608384670531,0.27015910321790726,640
0,r0_mlp,heldout_dense,functional,stress,0.5846406710894309,0.5758794179938708,0.5936327861779007,640
0,r1_linear,trained,nominal,rho,0.3448753640517078,0.32498871673455726,0.36546965938431397,640
0,r1_linear,trained,nominal,stress,0.513299766320024,0.5051182698757141,0.5214431495843366,640
0,r1_linear,trained,functional,rho,0.3330762645097936,0.3129035784158694,0.35471018168124646,640
0,r1_linear,trained,functional,stress,0.561506836610371,0.5528252649188212,0.5702614597553981,640
0,r1_linear,heldout_dense,nominal,rho,0.24090878552302084,0.22187130014072837,0.2601327879046312,640
0,r1_linear,heldout_dense,nominal,stress,0.5698034111459052,0.562555087974543,0.5772425878426612,640
0,r1_linear,heldout_dense,functional,rho,0.23315417377849396,0.21470873038167643,0.2524473365770008,640
0,r1_linear,heldout_dense,functional,stress,0.609481274928645,0.6020802177930767,0.6169557536073094,640
0,r2_prototype_energy,trained,nominal,rho,0.38839695848998057,0.364936564546004,0.4117793870034822,640
0,r2_prototype_energy,trained,nominal,stress,0.46761730350711944,0.4591531877452978,0.47600164144449353,640
0,r2_prototype_energy,trained,functional,rho,0.329222686544926,0.30654442988118996,0.3513822496282104,640
0,r2_prototype_energy,trained,functional,stress,0.47760168218246724,0.46996371035057555,0.48545499376393725,640
0,r2_prototype_energy,heldout_dense,nominal,rho,0.2625415875914576,0.24093753032129347,0.2851374484651791,640
0,r2_prototype_energy,heldout_dense,nominal,stress,0.5298692484514473,0.5221919593830089,0.5381857463558942,640
0,r2_prototype_energy,heldout_dense,functional,rho,0.22885470119475776,0.20774650970532169,0.24993839836987616,640
0,r2_prototype_energy,heldout_dense,functional,stress,0.5309363700638462,0.5233862636472214,0.5384177551531506,640
0,r3_hybrid_energy,trained,nominal,rho,0.3810374191292411,0.35762469831472693,0.4046169958968733,640
0,r3_hybrid_energy,trained,nominal,stress,0.47057535816722246,0.4621728272610351,0.4791124490203821,640
0,r3_hybrid_energy,trained,functional,rho,0.3462459665237483,0.3215048538205716,0.3716003741736532,640
0,r3_hybrid_energy,trained,functional,stress,0.47971799333466797,0.47164319396909177,0.48794130679505354,640
0,r3_hybrid_energy,heldout_dense,nominal,rho,0.25780409903404317,0.2366803464508055,0.2801028582835131,640
0,r3_hybrid_energy,heldout_dense,nominal,stress,0.531073137514707,0.5232186550271067,0.5392490443533481,640
0,r3_hybrid_energy,heldout_dense,functional,rho,0.22696143478221434,0.20455497259184818,0.25012945402155295,640
0,r3_hybrid_energy,heldout_dense,functional,stress,0.5377414953156727,0.529955389245147,0.5455596292103961,640
