model_seed,method,source_index,target_angle,donor_angle,gap,category,nominal_route_distance,functional_route_distance,prediction_preserved,true_log_prob_change
0,r0_mlp,544,-75.0,-60.0,15.0,near,0.01710110530257225,0.0018495932454243302,1,-0.03890228271484375
0,r0_mlp,4306,-75.0,-60.0,15.0,near,0.005768152419477701,1.8781481969654124e-07,1,-0.0006303787231445312
0,r0_mlp,6410,-75.0,-60.0,15.0,near,0.005173957906663418,1.0729258548280995e-07,1,0.00782012939453125
0,r0_mlp,6382,-75.0,-60.0,15.0,near,0.030955716967582703,0.023251747712492943,1,-0.03223133087158203
0,r0_mlp,8949,-75.0,-60.0,15.0,near,0.0073541272431612015,2.560017264841008e-07,1,-0.003960728645324707
0,r0_mlp,9600,-75.0,-60.0,15.0,near,0.06671310216188431,0.07984542846679688,1,0.08179831504821777
0,r0_mlp,486,-75.0,-60.0,15.0,near,0.05545244738459587,0.055840667337179184,1,-0.12514543533325195
0,r0_mlp,109,-75.0,-60.0,15.0,near,0.031958162784576416,0.02662593498826027,1,0.03676718473434448
0,r0_mlp,2500,-75.0,-60.0,15.0,near,0.01174190640449524,7.781078238622285e-06,1,-0.028545379638671875
0,r0_mlp,1413,-75.0,-60.0,15.0,near,0.08587103337049484,0.09665718674659729,1,0.017979562282562256
0,r0_mlp,360,-75.0,-60.0,15.0,near,0.025565139949321747,0.017917441204190254,1,0.004300594329833984
0,r0_mlp,2139,-75.0,-60.0,15.0,near,0.02188425324857235,0.015055153518915176,1,0.0024094581604003906
0,r0_mlp,9158,-75.0,-60.0,15.0,near,0.04109356179833412,0.03698243200778961,1,-0.030382156372070312
0,r0_mlp,3213,-75.0,-60.0,15.0,near,0.0069890739396214485,1.0779878323319281e-07,1,-0.01838207244873047
0,r0_mlp,8351,-75.0,-60.0,15.0,near,0.05546604469418526,0.05752179026603699,1,-0.01246190071105957
0,r0_mlp,4655,-75.0,-60.0,15.0,near,0.019882814958691597,0.009947473183274269,1,-0.009586155414581299
0,r0_mlp,6249,-75.0,-60.0,15.0,near,0.028457334265112877,0.027045181021094322,1,0.020079612731933594
0,r0_mlp,8929,-75.0,-60.0,15.0,near,0.07564828544855118,0.07720738649368286,1,0.023879051208496094
0,r0_mlp,6036,-75.0,-60.0,15.0,near,0.024389760568737984,0.0052835652604699135,1,0.05769550800323486
0,r0_mlp,1671,-75.0,-60.0,15.0,near,0.021490074694156647,0.0014895647764205933,1,-0.04667210578918457
0,r0_mlp,3885,-75.0,-60.0,15.0,near,0.017032671719789505,1.7625266991672106e-05,1,0.004817485809326172
0,r0_mlp,3768,-75.0,-60.0,15.0,near,0.018361996859312057,0.00016580853844061494,1,-0.0012913048267364502
0,r0_mlp,4069,-75.0,-60.0,15.0,near,0.014524240046739578,0.004332866054028273,1,-0.019370555877685547
0,r0_mlp,9482,-75.0,-60.0,15.0,near,0.001963796326890588,1.874889754560627e-08,1,0.00225067138671875
0,r0_mlp,1037,-75.0,-60.0,15.0,near,0.009562896564602852,1.6091522638816969e-06,1,-0.004480242729187012
0,r0_mlp,9099,-75.0,-60.0,15.0,near,0.011234376579523087,3.97470921598142e-06,1,0.018539071083068848
0,r0_mlp,1129,-75.0,-60.0,15.0,near,0.02543850801885128,0.013688402250409126,1,0.00447845458984375
0,r0_mlp,2066,-75.0,-60.0,15.0,near,0.011470629833638668,3.1357965781353414e-05,1,-0.0005588531494140625
0,r0_mlp,8225,-75.0,-60.0,15.0,near,0.011731214821338654,8.802515367278829e-05,1,0.007728099822998047
0,r0_mlp,5603,-75.0,-60.0,15.0,near,0.00806606188416481,4.562943161090516e-07,1,-0.0015898048877716064
0,r0_mlp,755,-75.0,-60.0,15.0,near,0.03897004947066307,0.03757953643798828,1,-0.024710118770599365
0,r0_mlp,9587,-75.0,-60.0,15.0,near,0.018832899630069733,0.001425141585059464,1,0.0026003122329711914
0,r0_mlp,544,-75.0,-45.0,30.0,near,0.022436851635575294,0.0004360625462140888,1,0.039844512939453125
0,r0_mlp,4306,-75.0,-45.0,30.0,near,0.013590074144303799,2.190882469221833e-06,1,0.011049747467041016
0,r0_mlp,6410,-75.0,-45.0,30.0,near,0.05639122426509857,0.05044901371002197,1,0.06447410583496094
0,r0_mlp,6382,-75.0,-45.0,30.0,near,0.06231094151735306,0.052743665874004364,1,-0.07677698135375977
0,r0_mlp,8949,-75.0,-45.0,30.0,near,0.016133541241288185,0.0032037703786045313,1,-0.00561213493347168
0,r0_mlp,9600,-75.0,-45.0,30.0,near,0.08069565892219543,0.10899718105792999,0,0.10353255271911621
0,r0_mlp,486,-75.0,-45.0,30.0,near,0.038164813071489334,0.029206961393356323,0,0.08855485916137695
0,r0_mlp,109,-75.0,-45.0,30.0,near,0.07719016075134277,0.0689551830291748,1,0.07895022630691528
0,r0_mlp,2500,-75.0,-45.0,30.0,near,0.010599829256534576,1.7386300896760076e-06,1,0.026519298553466797
0,r0_mlp,1413,-75.0,-45.0,30.0,near,0.09863170981407166,0.11988348513841629,1,-0.03896737098693848
0,r0_mlp,360,-75.0,-45.0,30.0,near,0.023687511682510376,0.007500145584344864,1,0.006781578063964844
0,r0_mlp,2139,-75.0,-45.0,30.0,near,0.06772126257419586,0.05184438079595566,1,-0.014620780944824219
0,r0_mlp,9158,-75.0,-45.0,30.0,near,0.05734492838382721,0.04083406552672386,1,-0.03207254409790039
0,r0_mlp,3213,-75.0,-45.0,30.0,near,0.03809061646461487,0.02573353238403797,1,-0.005052804946899414
0,r0_mlp,8351,-75.0,-45.0,30.0,near,0.10863617807626724,0.13169574737548828,1,-0.03802657127380371
0,r0_mlp,4655,-75.0,-45.0,30.0,near,0.06174909695982933,0.05619235336780548,1,-0.03184175491333008
0,r0_mlp,6249,-75.0,-45.0,30.0,near,0.058781057596206665,0.048550836741924286,1,0.001547098159790039
0,r0_mlp,8929,-75.0,-45.0,30.0,near,0.07657381147146225,0.07649453729391098,1,0.03969097137451172
0,r0_mlp,6036,-75.0,-45.0,30.0,near,0.04089963436126709,0.04037448391318321,1,0.09442329406738281
0,r0_mlp,1671,-75.0,-45.0,30.0,near,0.03779102861881256,0.03963582217693329,1,-0.07907271385192871
0,r0_mlp,3885,-75.0,-45.0,30.0,near,0.021520188078284264,0.00016996270278468728,1,0.0051479339599609375
0,r0_mlp,3768,-75.0,-45.0,30.0,near,0.007497841492295265,2.432691701415024e-07,1,-0.005096882581710815
0,r0_mlp,4069,-75.0,-45.0,30.0,near,0.06701120734214783,0.07000843435525894,1,-0.09540927410125732
0,r0_mlp,9482,-75.0,-45.0,30.0,near,0.011608538217842579,1.4848768842057325e-05,1,-0.01116323471069336
0,r0_mlp,1037,-75.0,-45.0,30.0,near,0.05311557278037071,0.046080585569143295,1,-0.0669630765914917
0,r0_mlp,9099,-75.0,-45.0,30.0,near,0.016576534137129784,0.00023129952023737133,1,0.007209658622741699
0,r0_mlp,1129,-75.0,-45.0,30.0,near,0.05104238912463188,0.06007374823093414,1,-0.0056688785552978516
0,r0_mlp,2066,-75.0,-45.0,30.0,near,0.04140259325504303,0.034432850778102875,1,-0.0015528202056884766
0,r0_mlp,8225,-75.0,-45.0,30.0,near,0.034257665276527405,0.03332170471549034,1,0.06572723388671875
0,r0_mlp,5603,-75.0,-45.0,30.0,near,0.02137068845331669,0.00047202204586938024,1,-0.004175066947937012
0,r0_mlp,755,-75.0,-45.0,30.0,near,0.06469056755304337,0.05958497151732445,1,-0.04833662509918213
0,r0_mlp,9587,-75.0,-45.0,30.0,near,0.02522304467856884,0.01667533442378044,1,-0.006796598434448242
0,r0_mlp,544,-75.0,15.0,90.0,far,0.08386792987585068,0.10031384974718094,1,-0.20321154594421387
0,r0_mlp,4306,-75.0,15.0,90.0,far,0.09656954556703568,0.08179306238889694,1,-0.07237386703491211
0,r0_mlp,6410,-75.0,15.0,90.0,far,0.08206790685653687,0.08411969244480133,1,-0.1515650749206543
0,r0_mlp,6382,-75.0,15.0,90.0,far,0.09744471311569214,0.12280815094709396,1,-0.10275936126708984
0,r0_mlp,8949,-75.0,15.0,90.0,far,0.10075921565294266,0.1265270709991455,1,-0.08897066116333008
0,r0_mlp,9600,-75.0,15.0,90.0,far,0.14400866627693176,0.2089093029499054,0,0.21062445640563965
0,r0_mlp,486,-75.0,15.0,90.0,far,0.08499202877283096,0.1162489801645279,1,-0.20001506805419922
0,r0_mlp,109,-75.0,15.0,90.0,far,0.0862950012087822,0.10944278538227081,1,-0.09649795293807983
0,r0_mlp,2500,-75.0,15.0,90.0,far,0.07027218490839005,0.06162859499454498,1,-0.09350824356079102
0,r0_mlp,1413,-75.0,15.0,90.0,far,0.09842085838317871,0.12330660223960876,1,-0.11904144287109375
0,r0_mlp,360,-75.0,15.0,90.0,far,0.01380123570561409,5.103499279357493e-05,1,-0.023682117462158203
0,r0_mlp,2139,-75.0,15.0,90.0,far,0.10395282506942749,0.13036894798278809,1,-0.057492733001708984
0,r0_mlp,9158,-75.0,15.0,90.0,far,0.028704948723316193,0.02833731658756733,1,0.03780555725097656
0,r0_mlp,3213,-75.0,15.0,90.0,far,0.09248589724302292,0.07825934886932373,1,-0.06776976585388184
0,r0_mlp,8351,-75.0,15.0,90.0,far,0.0755077451467514,0.07600390911102295,1,-0.004470109939575195
0,r0_mlp,4655,-75.0,15.0,90.0,far,0.03866923227906227,0.04102366417646408,1,-0.017191171646118164
0,r0_mlp,6249,-75.0,15.0,90.0,far,0.08879509568214417,0.11000166833400726,1,-0.07279515266418457
0,r0_mlp,8929,-75.0,15.0,90.0,far,0.01655356027185917,0.0001644960284465924,1,0.0001366138458251953
0,r0_mlp,6036,-75.0,15.0,90.0,far,0.02476118505001068,0.0006178075564093888,1,0.04989826679229736
0,r0_mlp,1671,-75.0,15.0,90.0,far,0.02560746856033802,0.008911586366593838,1,-0.05874943733215332
0,r0_mlp,3885,-75.0,15.0,90.0,far,0.03657010570168495,0.03514651209115982,1,-0.01265573501586914
0,r0_mlp,3768,-75.0,15.0,90.0,far,0.02617509476840496,0.020412009209394455,1,-0.0157737135887146
0,r0_mlp,4069,-75.0,15.0,90.0,far,0.059942565858364105,0.0630669817328453,1,-0.06190073490142822
0,r0_mlp,9482,-75.0,15.0,90.0,far,0.08507328480482101,0.0697312131524086,1,-0.035172462463378906
0,r0_mlp,1037,-75.0,15.0,90.0,far,0.06206798553466797,0.04158145189285278,1,-0.08504927158355713
0,r0_mlp,9099,-75.0,15.0,90.0,far,0.023451587185263634,0.011272761039435863,1,0.006423830986022949
0,r0_mlp,1129,-75.0,15.0,90.0,far,0.06350871175527573,0.04229232668876648,1,-0.08796930313110352
0,r0_mlp,2066,-75.0,15.0,90.0,far,0.08043968677520752,0.09813154488801956,1,-0.01912093162536621
0,r0_mlp,8225,-75.0,15.0,90.0,far,0.09049300104379654,0.11581084877252579,1,0.1398603916168213
0,r0_mlp,5603,-75.0,15.0,90.0,far,0.07057985663414001,0.07327782362699509,1,-0.012661173939704895
0,r0_mlp,755,-75.0,15.0,90.0,far,0.04056882858276367,0.04126320406794548,1,-0.024915635585784912
0,r0_mlp,9587,-75.0,15.0,90.0,far,0.08761011064052582,0.10893722623586655,1,-0.03775918483734131
0,r0_mlp,544,-75.0,30.0,105.0,far,0.041890330612659454,0.04719914495944977,1,-0.10933637619018555
0,r0_mlp,4306,-75.0,30.0,105.0,far,0.09642010927200317,0.08094948530197144,1,-0.07129096984863281
0,r0_mlp,6410,-75.0,30.0,105.0,far,0.051802221685647964,0.05288352444767952,1,-0.10751152038574219
0,r0_mlp,6382,-75.0,30.0,105.0,far,0.0934886783361435,0.11527001112699509,1,-0.10004615783691406
0,r0_mlp,8949,-75.0,30.0,105.0,far,0.10840552300214767,0.1391153782606125,1,-0.10986566543579102
0,r0_mlp,9600,-75.0,30.0,105.0,far,0.0953623354434967,0.1372019648551941,1,0.14064407348632812
0,r0_mlp,486,-75.0,30.0,105.0,far,0.07691708207130432,0.10642686486244202,1,-0.20324945449829102
0,r0_mlp,109,-75.0,30.0,105.0,far,0.05984204635024071,0.06829497218132019,1,-0.0651206374168396
0,r0_mlp,2500,-75.0,30.0,105.0,far,0.0420050173997879,0.03048522025346756,1,-0.08693838119506836
0,r0_mlp,1413,-75.0,30.0,105.0,far,0.06392987817525864,0.07377578318119049,1,-0.07929211854934692
0,r0_mlp,360,-75.0,30.0,105.0,far,0.014730816707015038,0.00047922044177539647,1,-0.01174163818359375
0,r0_mlp,2139,-75.0,30.0,105.0,far,0.10213163495063782,0.12328168749809265,1,-0.06972289085388184
0,r0_mlp,9158,-75.0,30.0,105.0,far,0.020549865439534187,0.0005282851634547114,1,0.016134023666381836
0,r0_mlp,3213,-75.0,30.0,105.0,far,0.08916746824979782,0.07083333283662796,1,-0.05191326141357422
0,r0_mlp,8351,-75.0,30.0,105.0,far,0.059480804949998856,0.05757275968790054,1,0.012831687927246094
