model_seed,angle,row,column,value
1,75.0,0,1,0.028044998132702018
1,75.0,0,2,0.1304967951666952
1,75.0,0,3,0.10954900526083504
1,75.0,1,0,0.028044998132702018
1,75.0,1,1,0.12767393070391608
1,75.0,1,2,-0.02207182980697376
1,75.0,1,3,-0.009456527537975868
1,75.0,2,0,0.1304967951666952
1,75.0,2,1,-0.02207182980697376
1,75.0,2,2,0.3071566740483518
1,75.0,2,3,-0.03724531449641422
1,75.0,3,0,0.10954900526083504
1,75.0,3,1,-0.009456527537975868
1,75.0,3,2,-0.03724531449641422
1,75.0,3,3,0.19271855706586719
