model_seed,method,stage,current_angle,seen_angles,context_checkpoint_hash,common_bank_hash,router_parameters,continuity_weight,forward_images,optimizer_steps,wall_seconds,loss,current_ce,anchor_ce,balance,continuity
1,r0_mlp,0,-60.0,[-60.0],69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,4740,0.0,1024,16,0.9309057039990876,2.1726608648896217,2.172550395131111,0.0,0.005523995052499231,0.0
1,r0_mlp,1,-30.0,"[-60.0, -30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,4740,0.0,2048,16,1.4253666599997814,1.4196900054812431,1.2045531794428825,2.1480549573898315,0.016566052625421435,0.0
1,r0_mlp,2,0.0,"[-60.0, -30.0, 0.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,4740,0.0,3072,16,2.5041268010008935,0.5474288109689951,0.3812746424227953,1.6573128327727318,0.021144184982404113,0.0
1,r0_mlp,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,4740,0.0,4096,16,2.8735643529998924,1.3918922320008278,1.2689110562205315,1.2225002869963646,0.03655695740599185,0.0
1,r0_mlp,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,4740,0.0,5120,16,3.5004314500001783,0.7211403921246529,0.597058130428195,1.2335580736398697,0.03632250358350575,0.0
1,r1_linear,0,-60.0,[-60.0],69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,20,0.0,1024,16,0.9239660580005875,2.1970601081848145,2.196946397423744,0.0,0.005684318079147488,0.0
1,r1_linear,1,-30.0,"[-60.0, -30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,20,0.0,2048,16,1.3482041679999384,1.4336547702550888,1.2141440361738205,2.1938402205705643,0.006335901998681948,0.0
1,r1_linear,2,0.0,"[-60.0, -30.0, 0.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,20,0.0,3072,16,2.206604557999526,0.5608806759119034,0.3904874585568905,1.702557198703289,0.006874762359075248,0.0
1,r1_linear,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,20,0.0,4096,16,2.867051294000703,1.3976984545588493,1.271120324730873,1.2645627930760384,0.006091686867875978,0.0
1,r1_linear,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,20,0.0,5120,16,4.7407566319998296,0.7253294140100479,0.5986394230276346,1.265600249171257,0.006498163711512461,0.0
1,r2_prototype_energy,0,-60.0,[-60.0],69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,24,0.0,1024,16,0.8112769459985429,2.143959105014801,2.141569510102272,0.0,0.11948085390031338,0.0
1,r2_prototype_energy,1,-30.0,"[-60.0, -30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,24,0.0,2048,16,1.8347421679991385,1.4062375649809837,1.1915671788156033,2.1375822275877,0.045608874526806176,0.0014270080009737285
1,r2_prototype_energy,2,0.0,"[-60.0, -30.0, 0.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,24,0.0,3072,16,1.85348983699987,0.5731606706976891,0.4065298084169626,1.6633175909519196,0.014955133709008805,0.0012083330220775679
1,r2_prototype_energy,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,24,0.0,4096,16,3.22368433200063,1.4200465008616447,1.2955950424075127,1.2441119700670242,0.002012884222494904,0.0009965830213332083
1,r2_prototype_energy,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,24,0.0,5120,16,3.9120084089990996,0.7658743001520634,0.6401233766227961,1.2566111460328102,0.004490828185225837,0.001032325926644262
1,r3_hybrid_energy,0,-60.0,[-60.0],69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,42,0.0,1024,16,0.8077012749999994,2.1096750125288963,2.1057369112968445,0.0,0.19690607581287622,0.0
1,r3_hybrid_energy,1,-30.0,"[-60.0, -30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,42,0.0,2048,16,1.3693611069993494,1.3954777047038078,1.183749970048666,2.100840285420418,0.08218465652316809,0.010936557751847431
1,r3_hybrid_energy,2,0.0,"[-60.0, -30.0, 0.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,42,0.0,3072,16,1.8715064850002818,0.5956588312983513,0.43100304529070854,1.6401339918375015,0.0321191594703123,0.008165608189301565
1,r3_hybrid_energy,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,42,0.0,4096,16,3.775187578999976,1.4565693363547325,1.3327684253454208,1.2356948554515839,0.011571911920327693,0.006872400525026023
1,r3_hybrid_energy,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,42,0.0,5120,16,3.4739480799999,0.7616296894848347,0.6355890966951847,1.2589943930506706,0.007057362263367395,0.006377763260388747
1,r4_smooth_residual,0,-60.0,[-60.0],69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,141,0.0,1024,16,0.9203370369996264,2.1610455960035324,2.160229191184044,0.0,0.040820215130224824,0.0
1,r4_smooth_residual,1,-30.0,"[-60.0, -30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,141,0.0,2048,16,1.38680349400056,1.42069610953331,1.2043217048048973,2.15679182857275,0.03476073616184294,0.0
1,r4_smooth_residual,2,0.0,"[-60.0, -30.0, 0.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,141,0.0,3072,16,2.3750910589988052,0.5550134871155024,0.386608699336648,1.6788866743445396,0.02580582653172314,0.0
1,r4_smooth_residual,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,141,0.0,4096,16,2.937846549000824,1.3933297172188759,1.2681276947259903,1.247416079044342,0.02301982417702675,0.0
1,r4_smooth_residual,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,141,0.0,5120,16,3.4983036710000306,0.7244085408747196,0.5987723171710968,1.2521847411990166,0.020887789549306035,0.0
1,r5_smooth_residual_continuity,0,-60.0,[-60.0],69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,141,0.1,1024,16,1.0822209439993458,2.1664970740675926,2.166333168745041,0.0,0.008196008537197486,0.0
1,r5_smooth_residual_continuity,1,-30.0,"[-60.0, -30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,141,0.1,2048,16,1.3754687420005212,1.4243065938353539,1.207904864102602,2.162764646112919,0.006263295275857672,0.0
1,r5_smooth_residual_continuity,2,0.0,"[-60.0, -30.0, 0.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,141,0.1,3072,16,2.353960634000032,0.5547946430742741,0.38633191026747227,1.68366639316082,0.004804552474524826,0.0
1,r5_smooth_residual_continuity,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,141,0.1,4096,16,2.8921017709999433,1.393452227115631,1.2682849019765854,1.2505066692829132,0.00583305349573493,0.0
1,r5_smooth_residual_continuity,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",69491e17d8bbca1e8038b4ba470ff9d794f19a9c4bfbade32cc0422e38b17a7f,09f1faa20a791eb178a66f4487d8b16f4d766d3f94e01771deb9fa46be542f86,141,0.1,5120,16,4.49440801899982,0.7175034210085869,0.5919547323137522,1.2543005719780922,0.005931796622462571,0.0
