model_seed,method,source_index,target_angle,donor_angle,gap,category,nominal_route_distance,functional_route_distance,prediction_preserved,true_log_prob_change
3,r0_mlp,544,-75.0,-60.0,15.0,near,0.04295622184872627,0.05251341685652733,1,-0.027784109115600586
3,r0_mlp,4306,-75.0,-60.0,15.0,near,0.037866562604904175,0.04879150167107582,1,-0.00786590576171875
3,r0_mlp,6410,-75.0,-60.0,15.0,near,0.039375267922878265,0.04766181483864784,1,-0.05255007743835449
3,r0_mlp,6382,-75.0,-60.0,15.0,near,0.13848772644996643,0.19701582193374634,1,-0.1508183479309082
3,r0_mlp,8949,-75.0,-60.0,15.0,near,0.031666357070207596,0.03166189044713974,1,-0.023600220680236816
3,r0_mlp,9600,-75.0,-60.0,15.0,near,0.03666762635111809,0.04376212880015373,1,-0.017629146575927734
3,r0_mlp,486,-75.0,-60.0,15.0,near,0.03566394001245499,0.02868553251028061,1,-0.08670759201049805
3,r0_mlp,109,-75.0,-60.0,15.0,near,0.06242455169558525,0.08167175948619843,1,0.013698160648345947
3,r0_mlp,2500,-75.0,-60.0,15.0,near,0.03213028609752655,0.030993908643722534,1,-0.028719425201416016
3,r0_mlp,1413,-75.0,-60.0,15.0,near,0.18751348555088043,0.2570635676383972,1,0.040811240673065186
3,r0_mlp,360,-75.0,-60.0,15.0,near,0.035898607224226,0.040804315358400345,1,-0.01381063461303711
3,r0_mlp,2139,-75.0,-60.0,15.0,near,0.11437920480966568,0.16187544167041779,1,-0.28092408180236816
3,r0_mlp,9158,-75.0,-60.0,15.0,near,0.028484292328357697,0.02034868858754635,1,-0.02256143093109131
3,r0_mlp,3213,-75.0,-60.0,15.0,near,0.029274851083755493,0.013046018779277802,1,0.0564417839050293
3,r0_mlp,8351,-75.0,-60.0,15.0,near,0.01414535567164421,0.00018962872854899615,1,-0.013550996780395508
3,r0_mlp,4655,-75.0,-60.0,15.0,near,0.11040245741605759,0.13577091693878174,1,0.024034202098846436
3,r0_mlp,6249,-75.0,-60.0,15.0,near,0.015122723765671253,5.0239091251569334e-06,1,0.003063678741455078
3,r0_mlp,8929,-75.0,-60.0,15.0,near,0.013818040490150452,1.2115332538087387e-05,1,0.015933752059936523
3,r0_mlp,6036,-75.0,-60.0,15.0,near,0.014742910861968994,0.0011633089743554592,1,-0.0027718544006347656
3,r0_mlp,1671,-75.0,-60.0,15.0,near,0.02561127580702305,0.008886294439435005,1,-0.03481698036193848
3,r0_mlp,3885,-75.0,-60.0,15.0,near,0.06689218431711197,0.08779215812683105,1,0.03996157646179199
3,r0_mlp,3768,-75.0,-60.0,15.0,near,0.04494191333651543,0.05838708207011223,1,0.0029343217611312866
3,r0_mlp,4069,-75.0,-60.0,15.0,near,0.08636336773633957,0.12207350134849548,1,-0.05364036560058594
3,r0_mlp,9482,-75.0,-60.0,15.0,near,0.005295153707265854,7.337403928886488e-08,1,-0.004765033721923828
3,r0_mlp,1037,-75.0,-60.0,15.0,near,0.026985036209225655,0.015576142817735672,1,-0.0018504858016967773
3,r0_mlp,9099,-75.0,-60.0,15.0,near,0.027993986383080482,0.00993045698851347,1,-0.004173398017883301
3,r0_mlp,1129,-75.0,-60.0,15.0,near,0.0057383449748158455,5.171084183075436e-08,1,-0.0049588680267333984
3,r0_mlp,2066,-75.0,-60.0,15.0,near,0.07831653952598572,0.0997995138168335,1,0.04758763313293457
3,r0_mlp,8225,-75.0,-60.0,15.0,near,0.03331437706947327,0.036981482058763504,1,-0.02918410301208496
3,r0_mlp,5603,-75.0,-60.0,15.0,near,0.02044193260371685,0.0005282890051603317,1,-0.0016653090715408325
3,r0_mlp,755,-75.0,-60.0,15.0,near,0.07898777723312378,0.10362821817398071,1,0.03035151958465576
3,r0_mlp,9587,-75.0,-60.0,15.0,near,0.026894796639680862,0.002053652424365282,1,0.014063596725463867
3,r0_mlp,544,-75.0,-45.0,30.0,near,0.10111155360937119,0.14244244992733002,1,-0.057024478912353516
3,r0_mlp,4306,-75.0,-45.0,30.0,near,0.11516963690519333,0.16180302202701569,1,-0.06318473815917969
3,r0_mlp,6410,-75.0,-45.0,30.0,near,0.26813173294067383,0.36760270595550537,1,-0.45392441749572754
3,r0_mlp,6382,-75.0,-45.0,30.0,near,0.20322534441947937,0.2743065655231476,1,-0.23377275466918945
3,r0_mlp,8949,-75.0,-45.0,30.0,near,0.12935085594654083,0.18263033032417297,1,0.02027297019958496
3,r0_mlp,9600,-75.0,-45.0,30.0,near,0.034790776669979095,0.0424848273396492,1,-0.018044710159301758
3,r0_mlp,486,-75.0,-45.0,30.0,near,0.04237862676382065,0.04924293980002403,1,-0.09500598907470703
3,r0_mlp,109,-75.0,-45.0,30.0,near,0.14565631747245789,0.1931663155555725,1,0.02103811502456665
3,r0_mlp,2500,-75.0,-45.0,30.0,near,0.07298410683870316,0.09779537469148636,1,-0.08300495147705078
3,r0_mlp,1413,-75.0,-45.0,30.0,near,0.17905408143997192,0.23595762252807617,1,0.048960328102111816
3,r0_mlp,360,-75.0,-45.0,30.0,near,0.12268894910812378,0.1668010652065277,1,-0.020582199096679688
3,r0_mlp,2139,-75.0,-45.0,30.0,near,0.2525138556957245,0.31821566820144653,1,-0.4959292411804199
3,r0_mlp,9158,-75.0,-45.0,30.0,near,0.09609230607748032,0.12497877329587936,1,-0.0816720724105835
3,r0_mlp,3213,-75.0,-45.0,30.0,near,0.11318062245845795,0.15896569192409515,1,0.07814550399780273
3,r0_mlp,8351,-75.0,-45.0,30.0,near,0.05861595645546913,0.06907844543457031,1,0.08842015266418457
3,r0_mlp,4655,-75.0,-45.0,30.0,near,0.17105358839035034,0.20949974656105042,1,0.03593790531158447
3,r0_mlp,6249,-75.0,-45.0,30.0,near,0.10735544562339783,0.15290814638137817,0,0.09453725814819336
3,r0_mlp,8929,-75.0,-45.0,30.0,near,0.0236600823700428,0.0005080140545032918,1,0.059926509857177734
3,r0_mlp,6036,-75.0,-45.0,30.0,near,0.05558161437511444,0.07465621083974838,1,-0.0517120361328125
3,r0_mlp,1671,-75.0,-45.0,30.0,near,0.017186222597956657,0.0003743915003724396,1,-0.02007579803466797
3,r0_mlp,3885,-75.0,-45.0,30.0,near,0.07145239412784576,0.0950004905462265,1,0.018459439277648926
3,r0_mlp,3768,-75.0,-45.0,30.0,near,0.01816595159471035,0.003692871890962124,1,0.005976542830467224
3,r0_mlp,4069,-75.0,-45.0,30.0,near,0.15906229615211487,0.21687783300876617,1,-0.06607937812805176
3,r0_mlp,9482,-75.0,-45.0,30.0,near,0.027552222833037376,0.00914052501320839,1,-0.04996538162231445
3,r0_mlp,1037,-75.0,-45.0,30.0,near,0.10588672757148743,0.14450766146183014,1,-0.00020802021026611328
3,r0_mlp,9099,-75.0,-45.0,30.0,near,0.04059053212404251,0.05206267163157463,1,-0.012887239456176758
3,r0_mlp,1129,-75.0,-45.0,30.0,near,0.10483839362859726,0.15091174840927124,1,-0.08864092826843262
3,r0_mlp,2066,-75.0,-45.0,30.0,near,0.12373790144920349,0.1534205973148346,1,0.07082676887512207
3,r0_mlp,8225,-75.0,-45.0,30.0,near,0.0310484878718853,0.032708022743463516,1,-0.02515244483947754
3,r0_mlp,5603,-75.0,-45.0,30.0,near,0.03447961434721947,0.03973820060491562,1,-0.002579718828201294
3,r0_mlp,755,-75.0,-45.0,30.0,near,0.11673664301633835,0.14440414309501648,1,0.0467914342880249
3,r0_mlp,9587,-75.0,-45.0,30.0,near,0.04814183712005615,0.06629422307014465,1,0.028568744659423828
3,r0_mlp,544,-75.0,15.0,90.0,far,0.1113467887043953,0.16019533574581146,1,-0.05937373638153076
3,r0_mlp,4306,-75.0,15.0,90.0,far,0.2068938910961151,0.26832470297813416,1,-0.24296855926513672
3,r0_mlp,6410,-75.0,15.0,90.0,far,0.12005479633808136,0.16820447146892548,1,-0.34447550773620605
