method,angle,host,route_mass_mean,ablation_mean,ablation_median,positive_fraction,count
uniform_static_anchor,-15.0,2,0.25,-0.037207676250545774,-0.006781402975320816,0.3984375,256
uniform_static_anchor,-15.0,3,0.25,0.0533551120897755,0.014441698789596558,0.671875,256
uniform_static_anchor,0.0,0,0.25,0.03665734897367656,0.008961047977209091,0.6953125,256
uniform_static_anchor,0.0,1,0.25,-0.006607614879612811,0.0017879903316497803,0.51171875,256
uniform_static_anchor,0.0,2,0.25,-0.01694775926443981,-0.0024249088019132614,0.46875,256
uniform_static_anchor,0.0,3,0.25,0.04099745503481245,0.006501700729131699,0.640625,256
uniform_static_anchor,15.0,0,0.25,0.026176903003943153,0.010311773046851158,0.69140625,256
uniform_static_anchor,15.0,1,0.25,-0.003030597770703025,-0.004276931285858154,0.46484375,256
uniform_static_anchor,15.0,2,0.25,-0.00629178464441793,0.005102589726448059,0.5703125,256
uniform_static_anchor,15.0,3,0.25,0.04131008261902025,0.009766809642314911,0.640625,256
uniform_static_anchor,30.0,0,0.25,0.01809100331593072,0.012582898139953613,0.6953125,256
uniform_static_anchor,30.0,1,0.25,0.0036335380937089212,-0.0028176680207252502,0.484375,256
uniform_static_anchor,30.0,2,0.25,0.0006902096429257654,0.007582899183034897,0.58203125,256
uniform_static_anchor,30.0,3,0.25,0.03600870229274733,0.013929441571235657,0.578125,256
uniform_static_anchor,45.0,0,0.25,0.02270338351809187,0.021518602967262268,0.67578125,256
uniform_static_anchor,45.0,1,0.25,0.0035447762347757816,-0.0027599260210990906,0.48046875,256
uniform_static_anchor,45.0,2,0.25,0.0052433385426411405,0.017079835757613182,0.58984375,256
uniform_static_anchor,45.0,3,0.25,0.03149682954972377,0.015219837427139282,0.55859375,256
uniform_static_anchor,60.0,0,0.25,0.020573905159835704,0.022603798657655716,0.60546875,256
uniform_static_anchor,60.0,1,0.25,0.000291398391709663,-0.010397285223007202,0.43359375,256
uniform_static_anchor,60.0,2,0.25,0.0029453126044245437,0.026571258902549744,0.61328125,256
uniform_static_anchor,60.0,3,0.25,0.03871513236663304,0.03789389133453369,0.5859375,256
context_bottleneck_no_geo,-60.0,0,0.037332282407987805,0.00501775139127858,0.002226591110229492,0.59375,256
context_bottleneck_no_geo,-60.0,1,0.6228875403758138,0.013171293889172375,-0.04210542142391205,0.44921875,256
context_bottleneck_no_geo,-60.0,2,0.09279560043796664,0.01448412353056483,0.014746129512786865,0.58984375,256
context_bottleneck_no_geo,-60.0,3,0.24698457756312564,-0.011170833444339223,0.01412278413772583,0.515625,256
context_bottleneck_no_geo,-45.0,0,0.03661198905319907,0.0022940798953641206,0.0012643933296203613,0.58203125,256
context_bottleneck_no_geo,-45.0,1,0.612756387097761,0.0032007628469727933,-0.0034836232662200928,0.5,256
context_bottleneck_no_geo,-45.0,2,0.08832098160200985,0.011999045833363198,0.007410839200019836,0.5703125,256
context_bottleneck_no_geo,-45.0,3,0.26231064269086346,0.014227926367311738,0.004316680133342743,0.515625,256
context_bottleneck_no_geo,-30.0,0,0.03714789507739624,-0.000433987814176362,0.00048470497131347656,0.57421875,256
context_bottleneck_no_geo,-30.0,1,0.6042059637838975,0.02367071487242356,0.03138714097440243,0.53515625,256
context_bottleneck_no_geo,-30.0,2,0.08543604963779217,0.00025673743220977485,0.00261075422167778,0.5390625,256
context_bottleneck_no_geo,-30.0,3,0.2732100856374018,0.034404558115056716,0.007445257157087326,0.5703125,256
context_bottleneck_no_geo,-15.0,0,0.036807336280617164,-0.0009111728650168516,6.476044654846191e-05,0.53125,256
context_bottleneck_no_geo,-15.0,1,0.6103819906129502,0.0625960357428994,0.032202281057834625,0.52734375,256
context_bottleneck_no_geo,-15.0,2,0.0821425283975259,-0.00671865794720361,7.622316479682922e-05,0.5,256
context_bottleneck_no_geo,-15.0,3,0.270668140030466,0.06558356390451081,0.0291918208822608,0.66796875,256
context_bottleneck_no_geo,0.0,0,0.0385436766582643,-0.000274951416940894,3.653392195701599e-05,0.51171875,256
context_bottleneck_no_geo,0.0,1,0.6125933667644858,0.09046755829331232,0.02867133915424347,0.53515625,256
context_bottleneck_no_geo,0.0,2,0.08381809451020672,-0.00927982224675361,0.00035683438181877136,0.51171875,256
context_bottleneck_no_geo,0.0,3,0.2650448640342802,0.05923793291731272,0.03136163949966431,0.69921875,256
context_bottleneck_no_geo,15.0,0,0.035290748818624706,-0.0002760963325272314,0.0001155957579612732,0.515625,256
context_bottleneck_no_geo,15.0,1,0.6366886011674069,0.11869809861673275,0.008858747780323029,0.515625,256
