method,angle,source_index,host,route_mass,ablation_impact
uniform_static_anchor,60.0,2235,2,0.25,0.038765519857406616
uniform_static_anchor,60.0,795,2,0.25,0.040694236755371094
uniform_static_anchor,60.0,6829,2,0.25,0.06530660390853882
uniform_static_anchor,60.0,4713,2,0.25,0.013671427965164185
uniform_static_anchor,60.0,764,2,0.25,0.09011292457580566
uniform_static_anchor,60.0,2681,2,0.25,0.1595829725265503
uniform_static_anchor,60.0,1555,2,0.25,0.06201815605163574
uniform_static_anchor,60.0,9997,2,0.25,0.09894442558288574
uniform_static_anchor,60.0,3483,2,0.25,-0.44040894508361816
uniform_static_anchor,60.0,259,2,0.25,-0.11570203304290771
uniform_static_anchor,60.0,2606,2,0.25,0.0421220064163208
uniform_static_anchor,60.0,3295,2,0.25,-0.13645434379577637
uniform_static_anchor,60.0,6279,2,0.25,0.06329923868179321
uniform_static_anchor,60.0,7158,2,0.25,-0.1316910684108734
uniform_static_anchor,60.0,1775,2,0.25,0.0014608651399612427
uniform_static_anchor,60.0,6618,2,0.25,0.05838695168495178
uniform_static_anchor,60.0,2147,2,0.25,-0.038134872913360596
uniform_static_anchor,60.0,899,2,0.25,-0.07932066917419434
uniform_static_anchor,60.0,8965,2,0.25,-0.10342073440551758
uniform_static_anchor,60.0,4189,2,0.25,0.0764886736869812
uniform_static_anchor,60.0,5539,2,0.25,-0.06341332197189331
uniform_static_anchor,60.0,6190,2,0.25,-0.04818916320800781
uniform_static_anchor,60.0,2445,2,0.25,0.06733536720275879
uniform_static_anchor,60.0,4846,2,0.25,-0.0754629373550415
uniform_static_anchor,60.0,2634,2,0.25,0.06435877084732056
uniform_static_anchor,60.0,3782,2,0.25,-0.2196052074432373
uniform_static_anchor,60.0,5255,2,0.25,-0.05965292453765869
uniform_static_anchor,60.0,4626,2,0.25,-0.17312049865722656
uniform_static_anchor,60.0,3512,2,0.25,0.08018428087234497
uniform_static_anchor,60.0,3800,2,0.25,-0.09191912412643433
uniform_static_anchor,60.0,7462,2,0.25,-0.17578983306884766
uniform_static_anchor,60.0,9545,2,0.25,-0.006031155586242676
uniform_static_anchor,60.0,7145,2,0.25,0.1301899552345276
uniform_static_anchor,60.0,9862,2,0.25,-0.09378215670585632
uniform_static_anchor,60.0,7552,2,0.25,-0.10970115661621094
uniform_static_anchor,60.0,6256,2,0.25,0.09017986059188843
uniform_static_anchor,60.0,6613,2,0.25,-0.4026099443435669
uniform_static_anchor,60.0,2169,2,0.25,0.05118906497955322
uniform_static_anchor,60.0,1455,2,0.25,-0.05313527584075928
uniform_static_anchor,60.0,9470,2,0.25,0.16798532009124756
uniform_static_anchor,60.0,2730,2,0.25,0.07306432723999023
uniform_static_anchor,60.0,8884,2,0.25,-0.27581095695495605
uniform_static_anchor,60.0,991,2,0.25,0.17531108856201172
uniform_static_anchor,60.0,6068,2,0.25,-0.18040037155151367
uniform_static_anchor,60.0,1285,2,0.25,0.006112277507781982
uniform_static_anchor,60.0,8158,2,0.25,0.05226325988769531
uniform_static_anchor,60.0,5583,2,0.25,0.06089448928833008
uniform_static_anchor,60.0,4545,2,0.25,-0.11530482769012451
uniform_static_anchor,60.0,906,2,0.25,0.05213797092437744
uniform_static_anchor,60.0,4698,2,0.25,-0.14662522077560425
uniform_static_anchor,60.0,9751,2,0.25,0.04775702953338623
uniform_static_anchor,60.0,9484,2,0.25,0.08786225318908691
uniform_static_anchor,60.0,8365,2,0.25,0.06519237160682678
uniform_static_anchor,60.0,2158,2,0.25,0.04793691635131836
uniform_static_anchor,60.0,3761,2,0.25,0.08197516202926636
uniform_static_anchor,60.0,4111,2,0.25,-0.38153910636901855
uniform_static_anchor,60.0,5075,2,0.25,-0.13039541244506836
uniform_static_anchor,60.0,9562,2,0.25,-0.10593569278717041
uniform_static_anchor,60.0,9497,2,0.25,-0.06360495090484619
uniform_static_anchor,60.0,2116,2,0.25,-0.04164379835128784
uniform_static_anchor,60.0,1705,2,0.25,0.20338201522827148
uniform_static_anchor,60.0,6238,2,0.25,0.02761387825012207
uniform_static_anchor,60.0,4517,2,0.25,0.010606974363327026
uniform_static_anchor,60.0,9898,2,0.25,0.045367300510406494
uniform_static_anchor,60.0,3096,2,0.25,0.056447744369506836
uniform_static_anchor,60.0,385,2,0.25,0.05564361810684204
uniform_static_anchor,60.0,4943,2,0.25,-0.007986664772033691
uniform_static_anchor,60.0,5644,2,0.25,-0.018045902252197266
uniform_static_anchor,60.0,582,2,0.25,-0.28746533393859863
uniform_static_anchor,60.0,1731,2,0.25,0.05998554825782776
uniform_static_anchor,60.0,7999,2,0.25,-0.21691513061523438
uniform_static_anchor,60.0,5860,2,0.25,0.05209384858608246
uniform_static_anchor,60.0,7627,2,0.25,-0.01165461540222168
uniform_static_anchor,60.0,8165,2,0.25,-0.10296630859375
uniform_static_anchor,60.0,4504,2,0.25,-0.13648414611816406
uniform_static_anchor,60.0,9523,2,0.25,-0.0327831506729126
uniform_static_anchor,60.0,3274,2,0.25,0.030899614095687866
uniform_static_anchor,60.0,2076,2,0.25,0.15658986568450928
uniform_static_anchor,60.0,6614,2,0.25,0.07030439376831055
uniform_static_anchor,60.0,1215,2,0.25,0.09416532516479492
uniform_static_anchor,60.0,4549,2,0.25,0.047602713108062744
uniform_static_anchor,60.0,374,2,0.25,-0.10790586471557617
uniform_static_anchor,60.0,3504,2,0.25,-0.15257394313812256
uniform_static_anchor,60.0,7608,2,0.25,0.08859145641326904
uniform_static_anchor,60.0,5507,2,0.25,0.041590481996536255
uniform_static_anchor,60.0,5537,2,0.25,-0.044328391551971436
uniform_static_anchor,60.0,1194,2,0.25,0.20116496086120605
uniform_static_anchor,60.0,479,2,0.25,-0.476315975189209
uniform_static_anchor,60.0,8491,2,0.25,0.10555493831634521
uniform_static_anchor,60.0,4284,2,0.25,0.050635337829589844
uniform_static_anchor,60.0,1588,2,0.25,0.1295771598815918
uniform_static_anchor,60.0,4499,2,0.25,-0.14655089378356934
uniform_static_anchor,60.0,6639,2,0.25,-0.09633573889732361
uniform_static_anchor,60.0,2073,2,0.25,-0.0122298002243042
uniform_static_anchor,60.0,1751,2,0.25,-0.015241146087646484
uniform_static_anchor,60.0,1828,2,0.25,0.13229894638061523
uniform_static_anchor,60.0,5372,2,0.25,0.10886472463607788
uniform_static_anchor,60.0,3968,2,0.25,-0.24033766984939575
uniform_static_anchor,60.0,5105,2,0.25,-0.013457298278808594
uniform_static_anchor,60.0,8811,2,0.25,0.013447783887386322
uniform_static_anchor,60.0,2154,2,0.25,0.061982572078704834
uniform_static_anchor,60.0,8720,2,0.25,0.0363290011882782
uniform_static_anchor,60.0,9911,2,0.25,0.030285760760307312
uniform_static_anchor,60.0,6124,2,0.25,-0.35581302642822266
uniform_static_anchor,60.0,293,2,0.25,0.026862144470214844
uniform_static_anchor,60.0,3444,2,0.25,0.19261914491653442
uniform_static_anchor,60.0,8353,2,0.25,-0.031844496726989746
uniform_static_anchor,60.0,9351,2,0.25,0.03407028317451477
uniform_static_anchor,60.0,9087,2,0.25,0.0926859974861145
uniform_static_anchor,60.0,9464,2,0.25,0.1099051833152771
uniform_static_anchor,60.0,5668,2,0.25,0.013380765914916992
uniform_static_anchor,60.0,8284,2,0.25,0.10894277691841125
uniform_static_anchor,60.0,2604,2,0.25,-0.206337571144104
uniform_static_anchor,60.0,8740,2,0.25,0.06234544515609741
uniform_static_anchor,60.0,628,2,0.25,0.024472951889038086
uniform_static_anchor,60.0,2306,2,0.25,0.07927259802818298
uniform_static_anchor,60.0,3016,2,0.25,0.03425414115190506
uniform_static_anchor,60.0,700,2,0.25,0.07403790950775146
uniform_static_anchor,60.0,8792,2,0.25,-0.13728171586990356
uniform_static_anchor,60.0,3392,2,0.25,0.06391024589538574
uniform_static_anchor,60.0,7478,2,0.25,0.007879078388214111
uniform_static_anchor,60.0,7115,2,0.25,0.00861978530883789
uniform_static_anchor,60.0,2804,2,0.25,0.18164479732513428
uniform_static_anchor,60.0,7379,2,0.25,-0.07813167572021484
uniform_static_anchor,60.0,6112,2,0.25,-0.11053794622421265
uniform_static_anchor,60.0,9951,2,0.25,0.16496264934539795
uniform_static_anchor,60.0,5553,2,0.25,0.04663419723510742
uniform_static_anchor,60.0,7830,2,0.25,0.018610194325447083
uniform_static_anchor,60.0,5659,2,0.25,0.002594590187072754
uniform_static_anchor,60.0,3623,2,0.25,0.06327581405639648
uniform_static_anchor,60.0,5770,2,0.25,-0.2522164583206177
uniform_static_anchor,60.0,4343,2,0.25,0.04927387833595276
uniform_static_anchor,60.0,7074,2,0.25,-0.09240961074829102
uniform_static_anchor,60.0,8707,2,0.25,0.04489339888095856
uniform_static_anchor,60.0,3675,2,0.25,0.021274060010910034
uniform_static_anchor,60.0,555,2,0.25,0.1583939790725708
uniform_static_anchor,60.0,9642,2,0.25,-0.16947495937347412
uniform_static_anchor,60.0,2501,2,0.25,0.01996806263923645
uniform_static_anchor,60.0,4257,2,0.25,-0.09201359748840332
uniform_static_anchor,60.0,3064,2,0.25,-0.06725478172302246
uniform_static_anchor,60.0,1201,2,0.25,0.07064682245254517
uniform_static_anchor,60.0,5388,2,0.25,-0.04875117540359497
uniform_static_anchor,60.0,5665,2,0.25,-0.282967209815979
uniform_static_anchor,60.0,9255,2,0.25,-0.03570812940597534
uniform_static_anchor,60.0,6269,2,0.25,0.19357514381408691
uniform_static_anchor,60.0,9216,2,0.25,-0.09526628255844116
uniform_static_anchor,60.0,1712,2,0.25,-0.08734250068664551
uniform_static_anchor,60.0,612,2,0.25,-0.08236503601074219
uniform_static_anchor,60.0,6145,3,0.25,0.0623401403427124
uniform_static_anchor,60.0,3617,3,0.25,0.6480025053024292
uniform_static_anchor,60.0,9535,3,0.25,-0.17392075061798096
uniform_static_anchor,60.0,9553,3,0.25,0.3750612735748291
uniform_static_anchor,60.0,1507,3,0.25,-0.20738831162452698
uniform_static_anchor,60.0,2536,3,0.25,0.017648514360189438
uniform_static_anchor,60.0,8172,3,0.25,0.019824162125587463
uniform_static_anchor,60.0,8319,3,0.25,0.24793267250061035
uniform_static_anchor,60.0,350,3,0.25,-0.42417657375335693
uniform_static_anchor,60.0,8329,3,0.25,-0.13489297032356262
uniform_static_anchor,60.0,2092,3,0.25,0.10401314496994019
uniform_static_anchor,60.0,8170,3,0.25,-0.08142364025115967
uniform_static_anchor,60.0,5866,3,0.25,-0.21973466873168945
uniform_static_anchor,60.0,1043,3,0.25,0.03901946544647217
uniform_static_anchor,60.0,4124,3,0.25,-0.040044546127319336
uniform_static_anchor,60.0,870,3,0.25,0.1471293568611145
uniform_static_anchor,60.0,2415,3,0.25,-0.09792447090148926
uniform_static_anchor,60.0,9970,3,0.25,0.31268012523651123
uniform_static_anchor,60.0,7839,3,0.25,-0.42885857820510864
uniform_static_anchor,60.0,7662,3,0.25,-0.019174575805664062
uniform_static_anchor,60.0,3554,3,0.25,0.2734776735305786
uniform_static_anchor,60.0,132,3,0.25,-0.005514204502105713
uniform_static_anchor,60.0,346,3,0.25,0.3568253517150879
uniform_static_anchor,60.0,8631,3,0.25,-0.06337413191795349
uniform_static_anchor,60.0,1908,3,0.25,0.1888846755027771
uniform_static_anchor,60.0,7298,3,0.25,0.16252410411834717
uniform_static_anchor,60.0,4404,3,0.25,0.2750735580921173
uniform_static_anchor,60.0,6215,3,0.25,0.02978980541229248
uniform_static_anchor,60.0,7557,3,0.25,0.24051237106323242
uniform_static_anchor,60.0,8505,3,0.25,-0.019336938858032227
uniform_static_anchor,60.0,2295,3,0.25,0.0161871537566185
uniform_static_anchor,60.0,2678,3,0.25,-0.03497493267059326
uniform_static_anchor,60.0,8479,3,0.25,0.2079344391822815
uniform_static_anchor,60.0,2621,3,0.25,0.014567151665687561
uniform_static_anchor,60.0,185,3,0.25,0.16397929191589355
uniform_static_anchor,60.0,2902,3,0.25,-0.41009068489074707
uniform_static_anchor,60.0,8518,3,0.25,-0.005364961922168732
uniform_static_anchor,60.0,5173,3,0.25,0.1531522274017334
uniform_static_anchor,60.0,1403,3,0.25,-0.2651696503162384
uniform_static_anchor,60.0,7275,3,0.25,0.4034234285354614
uniform_static_anchor,60.0,1899,3,0.25,0.20357012748718262
uniform_static_anchor,60.0,9485,3,0.25,-0.13000176846981049
uniform_static_anchor,60.0,894,3,0.25,-0.35402989387512207
uniform_static_anchor,60.0,9533,3,0.25,-0.12178516387939453
uniform_static_anchor,60.0,7898,3,0.25,0.03803899139165878
uniform_static_anchor,60.0,7076,3,0.25,-0.033449962735176086
uniform_static_anchor,60.0,3914,3,0.25,0.3085700273513794
uniform_static_anchor,60.0,6869,3,0.25,-0.26876580715179443
uniform_static_anchor,60.0,6483,3,0.25,0.013236254453659058
uniform_static_anchor,60.0,738,3,0.25,-0.229750394821167
uniform_static_anchor,60.0,4636,3,0.25,0.07229305803775787
uniform_static_anchor,60.0,6054,3,0.25,-0.37534189224243164
uniform_static_anchor,60.0,2011,3,0.25,-0.34668803215026855
uniform_static_anchor,60.0,1950,3,0.25,-0.10115057229995728
uniform_static_anchor,60.0,8920,3,0.25,0.30119597911834717
uniform_static_anchor,60.0,8087,3,0.25,-0.22583484649658203
uniform_static_anchor,60.0,578,3,0.25,-0.45015573501586914
uniform_static_anchor,60.0,4418,3,0.25,0.18338125944137573
uniform_static_anchor,60.0,9566,3,0.25,-0.23042035102844238
uniform_static_anchor,60.0,7017,3,0.25,0.3033391237258911
uniform_static_anchor,60.0,6281,3,0.25,0.019051045179367065
uniform_static_anchor,60.0,7300,3,0.25,-0.22723454236984253
uniform_static_anchor,60.0,3438,3,0.25,-0.17411896586418152
uniform_static_anchor,60.0,4074,3,0.25,-0.36333632469177246
uniform_static_anchor,60.0,6920,3,0.25,0.06515651941299438
uniform_static_anchor,60.0,2813,3,0.25,-0.40093719959259033
uniform_static_anchor,60.0,1334,3,0.25,0.00856316089630127
uniform_static_anchor,60.0,3526,3,0.25,0.09843933582305908
uniform_static_anchor,60.0,1910,3,0.25,0.05455976724624634
uniform_static_anchor,60.0,500,3,0.25,-0.07259702682495117
uniform_static_anchor,60.0,1808,3,0.25,0.35900092124938965
uniform_static_anchor,60.0,9165,3,0.25,0.22227168083190918
uniform_static_anchor,60.0,8192,3,0.25,-0.012830257415771484
uniform_static_anchor,60.0,9066,3,0.25,0.23836791515350342
uniform_static_anchor,60.0,5478,3,0.25,0.15136003494262695
uniform_static_anchor,60.0,8608,3,0.25,-0.04091307520866394
uniform_static_anchor,60.0,1994,3,0.25,-0.19130867719650269
uniform_static_anchor,60.0,4608,3,0.25,0.18796700239181519
uniform_static_anchor,60.0,1971,3,0.25,0.08657024800777435
uniform_static_anchor,60.0,9408,3,0.25,0.28538382053375244
uniform_static_anchor,60.0,6088,3,0.25,0.014865390956401825
uniform_static_anchor,60.0,5053,3,0.25,0.03776061534881592
uniform_static_anchor,60.0,9631,3,0.25,0.1555747389793396
uniform_static_anchor,60.0,5031,3,0.25,0.05209682881832123
uniform_static_anchor,60.0,4252,3,0.25,0.37492257356643677
uniform_static_anchor,60.0,2570,3,0.25,0.23945093154907227
uniform_static_anchor,60.0,2978,3,0.25,-0.1974736452102661
uniform_static_anchor,60.0,127,3,0.25,-0.021563827991485596
uniform_static_anchor,60.0,7154,3,0.25,0.31967997550964355
uniform_static_anchor,60.0,9903,3,0.25,-0.06742870807647705
uniform_static_anchor,60.0,7615,3,0.25,0.02734971046447754
uniform_static_anchor,60.0,4057,3,0.25,-0.31839847564697266
uniform_static_anchor,60.0,2655,3,0.25,-0.12339159846305847
uniform_static_anchor,60.0,6332,3,0.25,0.02713334560394287
uniform_static_anchor,60.0,3439,3,0.25,0.4276299476623535
uniform_static_anchor,60.0,9576,3,0.25,-0.31830406188964844
uniform_static_anchor,60.0,9285,3,0.25,-0.06888046860694885
uniform_static_anchor,60.0,515,3,0.25,-0.13901638984680176
uniform_static_anchor,60.0,8448,3,0.25,0.025477025657892227
uniform_static_anchor,60.0,5092,3,0.25,-0.11086094379425049
uniform_static_anchor,60.0,8438,3,0.25,0.0638432502746582
uniform_static_anchor,60.0,9606,3,0.25,-0.055626869201660156
uniform_static_anchor,60.0,2722,3,0.25,-0.33271390199661255
uniform_static_anchor,60.0,6458,3,0.25,-0.29847121238708496
uniform_static_anchor,60.0,1744,3,0.25,0.33879995346069336
uniform_static_anchor,60.0,3400,3,0.25,-0.08135868608951569
uniform_static_anchor,60.0,3241,3,0.25,0.18630266189575195
uniform_static_anchor,60.0,7332,3,0.25,-0.18823546171188354
uniform_static_anchor,60.0,2235,3,0.25,-0.07848545908927917
uniform_static_anchor,60.0,795,3,0.25,-0.0554964542388916
uniform_static_anchor,60.0,6829,3,0.25,-0.22786596417427063
uniform_static_anchor,60.0,4713,3,0.25,0.05848056077957153
uniform_static_anchor,60.0,764,3,0.25,0.3255600929260254
uniform_static_anchor,60.0,2681,3,0.25,0.034526050090789795
uniform_static_anchor,60.0,1555,3,0.25,-0.14812380075454712
uniform_static_anchor,60.0,9997,3,0.25,-0.06270408630371094
uniform_static_anchor,60.0,3483,3,0.25,0.46399474143981934
uniform_static_anchor,60.0,259,3,0.25,-0.13719618320465088
uniform_static_anchor,60.0,2606,3,0.25,0.0057718753814697266
uniform_static_anchor,60.0,3295,3,0.25,-0.016505777835845947
uniform_static_anchor,60.0,6279,3,0.25,0.0620424747467041
uniform_static_anchor,60.0,7158,3,0.25,0.24062764644622803
uniform_static_anchor,60.0,1775,3,0.25,0.08433015644550323
uniform_static_anchor,60.0,6618,3,0.25,-0.16668009757995605
uniform_static_anchor,60.0,2147,3,0.25,0.17534267902374268
uniform_static_anchor,60.0,899,3,0.25,-0.016646862030029297
uniform_static_anchor,60.0,8965,3,0.25,0.3021482825279236
uniform_static_anchor,60.0,4189,3,0.25,0.13840585947036743
uniform_static_anchor,60.0,5539,3,0.25,0.13382446765899658
uniform_static_anchor,60.0,6190,3,0.25,0.22397112846374512
uniform_static_anchor,60.0,2445,3,0.25,-0.06129801273345947
uniform_static_anchor,60.0,4846,3,0.25,0.22181075811386108
uniform_static_anchor,60.0,2634,3,0.25,-0.2070622444152832
uniform_static_anchor,60.0,3782,3,0.25,0.5454840660095215
uniform_static_anchor,60.0,5255,3,0.25,0.3773186206817627
uniform_static_anchor,60.0,4626,3,0.25,0.13582849502563477
uniform_static_anchor,60.0,3512,3,0.25,0.3439667820930481
uniform_static_anchor,60.0,3800,3,0.25,0.17468464374542236
uniform_static_anchor,60.0,7462,3,0.25,0.3532360792160034
uniform_static_anchor,60.0,9545,3,0.25,0.05685994029045105
uniform_static_anchor,60.0,7145,3,0.25,-0.1339239478111267
uniform_static_anchor,60.0,9862,3,0.25,0.39393138885498047
uniform_static_anchor,60.0,7552,3,0.25,0.10998344421386719
uniform_static_anchor,60.0,6256,3,0.25,-0.03663355112075806
uniform_static_anchor,60.0,6613,3,0.25,0.5467312335968018
uniform_static_anchor,60.0,2169,3,0.25,0.18502545356750488
uniform_static_anchor,60.0,1455,3,0.25,0.30603063106536865
uniform_static_anchor,60.0,9470,3,0.25,-0.10042333602905273
uniform_static_anchor,60.0,2730,3,0.25,-0.19222140312194824
uniform_static_anchor,60.0,8884,3,0.25,0.2817542552947998
uniform_static_anchor,60.0,991,3,0.25,-0.32327890396118164
uniform_static_anchor,60.0,6068,3,0.25,0.03038632869720459
uniform_static_anchor,60.0,1285,3,0.25,0.12088721990585327
uniform_static_anchor,60.0,8158,3,0.25,-0.0660930871963501
uniform_static_anchor,60.0,5583,3,0.25,-0.2249281406402588
uniform_static_anchor,60.0,4545,3,0.25,0.2578030824661255
uniform_static_anchor,60.0,906,3,0.25,0.07731223106384277
uniform_static_anchor,60.0,4698,3,0.25,0.1807059645652771
uniform_static_anchor,60.0,9751,3,0.25,0.35419631004333496
uniform_static_anchor,60.0,9484,3,0.25,0.020680248737335205
uniform_static_anchor,60.0,8365,3,0.25,0.028735309839248657
uniform_static_anchor,60.0,2158,3,0.25,0.25768518447875977
uniform_static_anchor,60.0,3761,3,0.25,-0.25134071707725525
uniform_static_anchor,60.0,4111,3,0.25,0.49529218673706055
uniform_static_anchor,60.0,5075,3,0.25,0.19872140884399414
uniform_static_anchor,60.0,9562,3,0.25,0.2942701578140259
uniform_static_anchor,60.0,9497,3,0.25,0.23247909545898438
uniform_static_anchor,60.0,2116,3,0.25,0.057190537452697754
uniform_static_anchor,60.0,1705,3,0.25,-0.280107319355011
uniform_static_anchor,60.0,6238,3,0.25,0.051883816719055176
uniform_static_anchor,60.0,4517,3,0.25,0.07016612589359283
uniform_static_anchor,60.0,9898,3,0.25,-0.1434231400489807
uniform_static_anchor,60.0,3096,3,0.25,-0.01469886302947998
uniform_static_anchor,60.0,385,3,0.25,-0.22040972113609314
uniform_static_anchor,60.0,4943,3,0.25,0.20413529872894287
uniform_static_anchor,60.0,5644,3,0.25,-0.03740811347961426
uniform_static_anchor,60.0,582,3,0.25,0.19054794311523438
uniform_static_anchor,60.0,1731,3,0.25,-0.10234390199184418
uniform_static_anchor,60.0,7999,3,0.25,0.03312945365905762
uniform_static_anchor,60.0,5860,3,0.25,-0.023269712924957275
uniform_static_anchor,60.0,7627,3,0.25,0.3230280876159668
uniform_static_anchor,60.0,8165,3,0.25,0.07155084609985352
uniform_static_anchor,60.0,4504,3,0.25,0.3564181327819824
uniform_static_anchor,60.0,9523,3,0.25,0.041005492210388184
uniform_static_anchor,60.0,3274,3,0.25,0.1112765371799469
uniform_static_anchor,60.0,2076,3,0.25,-0.25769370794296265
uniform_static_anchor,60.0,6614,3,0.25,0.20798802375793457
uniform_static_anchor,60.0,1215,3,0.25,-0.36963987350463867
uniform_static_anchor,60.0,4549,3,0.25,0.1516394019126892
uniform_static_anchor,60.0,374,3,0.25,-0.007965803146362305
uniform_static_anchor,60.0,3504,3,0.25,0.3536829948425293
uniform_static_anchor,60.0,7608,3,0.25,-0.37357842922210693
uniform_static_anchor,60.0,5507,3,0.25,0.038027167320251465
uniform_static_anchor,60.0,5537,3,0.25,0.22137784957885742
uniform_static_anchor,60.0,1194,3,0.25,-0.2054504156112671
uniform_static_anchor,60.0,479,3,0.25,0.44287824630737305
uniform_static_anchor,60.0,8491,3,0.25,-0.44152259826660156
uniform_static_anchor,60.0,4284,3,0.25,-0.05290555953979492
uniform_static_anchor,60.0,1588,3,0.25,-0.14156442880630493
uniform_static_anchor,60.0,4499,3,0.25,0.2167375087738037
uniform_static_anchor,60.0,6639,3,0.25,0.2336443066596985
uniform_static_anchor,60.0,2073,3,0.25,-0.13677000999450684
uniform_static_anchor,60.0,1751,3,0.25,0.02686905860900879
uniform_static_anchor,60.0,1828,3,0.25,-0.19270217418670654
uniform_static_anchor,60.0,5372,3,0.25,-0.1800079643726349
uniform_static_anchor,60.0,3968,3,0.25,0.30388975143432617
uniform_static_anchor,60.0,5105,3,0.25,0.37456250190734863
uniform_static_anchor,60.0,8811,3,0.25,-0.006634242832660675
uniform_static_anchor,60.0,2154,3,0.25,-0.17692694067955017
uniform_static_anchor,60.0,8720,3,0.25,-0.1402655839920044
uniform_static_anchor,60.0,9911,3,0.25,0.09662014245986938
uniform_static_anchor,60.0,6124,3,0.25,0.40566253662109375
uniform_static_anchor,60.0,293,3,0.25,0.07107353210449219
uniform_static_anchor,60.0,3444,3,0.25,-0.09748077392578125
uniform_static_anchor,60.0,8353,3,0.25,-0.05072784423828125
uniform_static_anchor,60.0,9351,3,0.25,0.08449217677116394
uniform_static_anchor,60.0,9087,3,0.25,-0.20973724126815796
uniform_static_anchor,60.0,9464,3,0.25,-0.32649123668670654
uniform_static_anchor,60.0,5668,3,0.25,-0.033232808113098145
uniform_static_anchor,60.0,8284,3,0.25,-0.11416926980018616
uniform_static_anchor,60.0,2604,3,0.25,0.16860198974609375
uniform_static_anchor,60.0,8740,3,0.25,-0.20684313774108887
uniform_static_anchor,60.0,628,3,0.25,-0.377910852432251
uniform_static_anchor,60.0,2306,3,0.25,-0.024702131748199463
uniform_static_anchor,60.0,3016,3,0.25,0.051570527255535126
uniform_static_anchor,60.0,700,3,0.25,-0.3677046298980713
uniform_static_anchor,60.0,8792,3,0.25,0.15829390287399292
uniform_static_anchor,60.0,3392,3,0.25,0.09999752044677734
uniform_static_anchor,60.0,7478,3,0.25,0.04438754916191101
uniform_static_anchor,60.0,7115,3,0.25,0.06265497207641602
uniform_static_anchor,60.0,2804,3,0.25,0.05181288719177246
uniform_static_anchor,60.0,7379,3,0.25,0.17792463302612305
uniform_static_anchor,60.0,6112,3,0.25,0.22114771604537964
uniform_static_anchor,60.0,9951,3,0.25,0.23278295993804932
uniform_static_anchor,60.0,5553,3,0.25,-0.3588213324546814
uniform_static_anchor,60.0,7830,3,0.25,0.11565271019935608
uniform_static_anchor,60.0,5659,3,0.25,0.05462279170751572
uniform_static_anchor,60.0,3623,3,0.25,-0.011798620223999023
uniform_static_anchor,60.0,5770,3,0.25,0.2126922607421875
uniform_static_anchor,60.0,4343,3,0.25,0.05429534614086151
uniform_static_anchor,60.0,7074,3,0.25,0.3236968517303467
uniform_static_anchor,60.0,8707,3,0.25,0.024460390210151672
uniform_static_anchor,60.0,3675,3,0.25,0.18658900260925293
uniform_static_anchor,60.0,555,3,0.25,-0.07568180561065674
uniform_static_anchor,60.0,9642,3,0.25,0.3688005208969116
uniform_static_anchor,60.0,2501,3,0.25,0.008907735347747803
uniform_static_anchor,60.0,4257,3,0.25,0.23371529579162598
uniform_static_anchor,60.0,3064,3,0.25,0.18042504787445068
uniform_static_anchor,60.0,1201,3,0.25,-0.2907664179801941
uniform_static_anchor,60.0,5388,3,0.25,0.1930716633796692
uniform_static_anchor,60.0,5665,3,0.25,0.3623666763305664
uniform_static_anchor,60.0,9255,3,0.25,0.18458783626556396
uniform_static_anchor,60.0,6269,3,0.25,-0.18857192993164062
uniform_static_anchor,60.0,9216,3,0.25,0.2691453695297241
uniform_static_anchor,60.0,1712,3,0.25,0.26797249913215637
uniform_static_anchor,60.0,612,3,0.25,0.1299833059310913
uniform_static_anchor,-45.0,6145,0,0.25,-0.06714034080505371
uniform_static_anchor,-45.0,3617,0,0.25,-0.27801012992858887
uniform_static_anchor,-45.0,9535,0,0.25,0.2159130573272705
uniform_static_anchor,-45.0,9553,0,0.25,0.09009850025177002
uniform_static_anchor,-45.0,1507,0,0.25,0.22324144840240479
uniform_static_anchor,-45.0,2536,0,0.25,0.0003482550382614136
uniform_static_anchor,-45.0,8172,0,0.25,-0.06403133273124695
uniform_static_anchor,-45.0,8319,0,0.25,-0.016656577587127686
uniform_static_anchor,-45.0,350,0,0.25,0.0060079097747802734
uniform_static_anchor,-45.0,8329,0,0.25,-0.156963050365448
uniform_static_anchor,-45.0,2092,0,0.25,0.40044569969177246
uniform_static_anchor,-45.0,8170,0,0.25,0.053003907203674316
uniform_static_anchor,-45.0,5866,0,0.25,0.017333149909973145
uniform_static_anchor,-45.0,1043,0,0.25,-0.07906937599182129
uniform_static_anchor,-45.0,4124,0,0.25,-0.15381431579589844
uniform_static_anchor,-45.0,870,0,0.25,-0.09801673889160156
uniform_static_anchor,-45.0,2415,0,0.25,0.2255551815032959
uniform_static_anchor,-45.0,9970,0,0.25,-0.23322951793670654
uniform_static_anchor,-45.0,7839,0,0.25,0.3468756675720215
uniform_static_anchor,-45.0,7662,0,0.25,0.031634628772735596
uniform_static_anchor,-45.0,3554,0,0.25,-0.11754322052001953
uniform_static_anchor,-45.0,132,0,0.25,-0.04009079933166504
uniform_static_anchor,-45.0,346,0,0.25,-0.2527012825012207
uniform_static_anchor,-45.0,8631,0,0.25,0.1801530122756958
uniform_static_anchor,-45.0,1908,0,0.25,-0.20711660385131836
uniform_static_anchor,-45.0,7298,0,0.25,0.06248927116394043
uniform_static_anchor,-45.0,4404,0,0.25,0.007738493382930756
