model_seed,method,angle,host,baseline_accuracy,ablated_accuracy,accuracy_drop,is_top_host,is_random_control
1,r0_mlp,-75.0,0,0.25471698113207547,0.24528301886792453,0.009433962264150941,1,0
1,r0_mlp,-75.0,1,0.25471698113207547,0.25471698113207547,0.0,0,0
1,r0_mlp,-75.0,2,0.25471698113207547,0.25471698113207547,0.0,0,0
1,r0_mlp,-75.0,3,0.25471698113207547,0.2641509433962264,-0.009433962264150941,0,1
1,r0_mlp,-60.0,0,0.18867924528301888,0.2169811320754717,-0.028301886792452824,1,0
1,r0_mlp,-60.0,1,0.18867924528301888,0.2169811320754717,-0.028301886792452824,0,0
1,r0_mlp,-60.0,2,0.18867924528301888,0.22641509433962265,-0.037735849056603765,0,0
1,r0_mlp,-60.0,3,0.18867924528301888,0.2358490566037736,-0.047169811320754707,0,1
1,r0_mlp,-45.0,0,0.36792452830188677,0.3113207547169811,0.05660377358490565,1,0
1,r0_mlp,-45.0,1,0.36792452830188677,0.37735849056603776,-0.009433962264150997,0,0
1,r0_mlp,-45.0,2,0.36792452830188677,0.37735849056603776,-0.009433962264150997,0,0
1,r0_mlp,-45.0,3,0.36792452830188677,0.36792452830188677,0.0,0,1
1,r0_mlp,-30.0,0,0.5943396226415094,0.5754716981132075,0.018867924528301883,1,0
1,r0_mlp,-30.0,1,0.5943396226415094,0.5849056603773585,0.009433962264150941,0,0
1,r0_mlp,-30.0,2,0.5943396226415094,0.5943396226415094,0.0,0,1
1,r0_mlp,-30.0,3,0.5943396226415094,0.6132075471698113,-0.018867924528301883,0,0
1,r0_mlp,-15.0,0,0.8207547169811321,0.7924528301886793,0.028301886792452824,1,0
1,r0_mlp,-15.0,1,0.8207547169811321,0.8207547169811321,0.0,0,1
1,r0_mlp,-15.0,2,0.8207547169811321,0.8018867924528302,0.018867924528301883,0,0
1,r0_mlp,-15.0,3,0.8207547169811321,0.8301886792452831,-0.009433962264150941,0,0
1,r0_mlp,0.0,0,0.9150943396226415,0.9245283018867925,-0.009433962264150941,1,0
1,r0_mlp,0.0,1,0.9150943396226415,0.9056603773584906,0.009433962264150941,0,1
1,r0_mlp,0.0,2,0.9150943396226415,0.9150943396226415,0.0,0,0
1,r0_mlp,0.0,3,0.9150943396226415,0.9150943396226415,0.0,0,0
1,r0_mlp,15.0,0,0.9056603773584906,0.8867924528301887,0.018867924528301883,1,0
1,r0_mlp,15.0,1,0.9056603773584906,0.9056603773584906,0.0,0,0
1,r0_mlp,15.0,2,0.9056603773584906,0.9056603773584906,0.0,0,1
1,r0_mlp,15.0,3,0.9056603773584906,0.8962264150943396,0.009433962264150941,0,0
1,r0_mlp,30.0,0,0.7735849056603774,0.7735849056603774,0.0,1,0
1,r0_mlp,30.0,1,0.7735849056603774,0.7735849056603774,0.0,0,0
1,r0_mlp,30.0,2,0.7735849056603774,0.7830188679245284,-0.009433962264150941,0,1
1,r0_mlp,30.0,3,0.7735849056603774,0.7735849056603774,0.0,0,0
1,r0_mlp,45.0,0,0.6509433962264151,0.6698113207547169,-0.018867924528301883,1,0
1,r0_mlp,45.0,1,0.6509433962264151,0.660377358490566,-0.009433962264150941,0,0
1,r0_mlp,45.0,2,0.6509433962264151,0.6415094339622641,0.009433962264150941,0,0
1,r0_mlp,45.0,3,0.6509433962264151,0.6320754716981132,0.018867924528301883,0,1
1,r0_mlp,60.0,0,0.5471698113207547,0.5660377358490566,-0.018867924528301883,1,0
1,r0_mlp,60.0,1,0.5471698113207547,0.5283018867924528,0.018867924528301883,0,0
1,r0_mlp,60.0,2,0.5471698113207547,0.5471698113207547,0.0,0,1
1,r0_mlp,60.0,3,0.5471698113207547,0.5094339622641509,0.037735849056603765,0,0
1,r0_mlp,75.0,0,0.41509433962264153,0.41509433962264153,0.0,1,0
1,r0_mlp,75.0,1,0.41509433962264153,0.39622641509433965,0.018867924528301883,0,0
1,r0_mlp,75.0,2,0.41509433962264153,0.42452830188679247,-0.009433962264150941,0,1
1,r0_mlp,75.0,3,0.41509433962264153,0.39622641509433965,0.018867924528301883,0,0
1,r1_linear,-75.0,0,0.24528301886792453,0.2358490566037736,0.009433962264150941,0,0
1,r1_linear,-75.0,1,0.24528301886792453,0.2358490566037736,0.009433962264150941,1,0
1,r1_linear,-75.0,2,0.24528301886792453,0.24528301886792453,0.0,0,0
1,r1_linear,-75.0,3,0.24528301886792453,0.25471698113207547,-0.009433962264150941,0,1
1,r1_linear,-60.0,0,0.20754716981132076,0.2169811320754717,-0.009433962264150941,0,0
1,r1_linear,-60.0,1,0.20754716981132076,0.2169811320754717,-0.009433962264150941,0,0
1,r1_linear,-60.0,2,0.20754716981132076,0.2169811320754717,-0.009433962264150941,0,0
1,r1_linear,-60.0,3,0.20754716981132076,0.2169811320754717,-0.009433962264150941,1,1
1,r1_linear,-45.0,0,0.3490566037735849,0.3113207547169811,0.037735849056603765,0,0
1,r1_linear,-45.0,1,0.3490566037735849,0.3490566037735849,0.0,0,0
1,r1_linear,-45.0,2,0.3490566037735849,0.3490566037735849,0.0,0,0
1,r1_linear,-45.0,3,0.3490566037735849,0.33962264150943394,0.009433962264150941,1,1
1,r1_linear,-30.0,0,0.6037735849056604,0.5849056603773585,0.018867924528301883,0,0
1,r1_linear,-30.0,1,0.6037735849056604,0.5849056603773585,0.018867924528301883,1,0
1,r1_linear,-30.0,2,0.6037735849056604,0.5943396226415094,0.009433962264150941,0,1
1,r1_linear,-30.0,3,0.6037735849056604,0.6037735849056604,0.0,0,0
1,r1_linear,-15.0,0,0.8018867924528302,0.7924528301886793,0.009433962264150941,0,0
1,r1_linear,-15.0,1,0.8018867924528302,0.839622641509434,-0.037735849056603765,1,1
1,r1_linear,-15.0,2,0.8018867924528302,0.7924528301886793,0.009433962264150941,0,0
1,r1_linear,-15.0,3,0.8018867924528302,0.7924528301886793,0.009433962264150941,0,0
1,r1_linear,0.0,0,0.9150943396226415,0.9245283018867925,-0.009433962264150941,0,0
1,r1_linear,0.0,1,0.9150943396226415,0.8962264150943396,0.018867924528301883,1,1
