model_seed,method,source_index,scale,nominal_change,functional_change,prediction_preserved
1,r0_mlp,544,0.02,0.0015104369958862662,9.705847681118485e-09,1
1,r0_mlp,4306,0.02,0.0005348908598534763,8.322826872131373e-09,1
1,r0_mlp,6410,0.02,0.0031309681944549084,1.7992494605323373e-08,1
1,r0_mlp,6382,0.02,0.0024520065635442734,1.2585902986472775e-08,1
1,r0_mlp,8949,0.02,0.0008757331524975598,8.584950528245372e-09,1
1,r0_mlp,9600,0.02,0.00047777820145711303,7.437725546566298e-09,1
1,r0_mlp,486,0.02,0.0011549371993169188,6.489294435141346e-09,1
1,r0_mlp,109,0.02,0.000610082526691258,6.5838410279184245e-09,1
1,r0_mlp,2500,0.02,0.0016846057260408998,9.474605988657459e-09,1
1,r0_mlp,1413,0.02,0.00023945997236296535,6.388478190899605e-09,1
1,r0_mlp,360,0.02,0.00044933040044270456,6.9451906448136924e-09,1
1,r0_mlp,2139,0.02,0.0022766203619539738,1.0594689570098126e-08,1
1,r0_mlp,9158,0.02,0.0011867714347317815,7.690287517903016e-09,1
1,r0_mlp,3213,0.02,0.0006740225362591445,8.272827756172774e-09,1
1,r0_mlp,8351,0.02,0.0010679020779207349,9.324816474531872e-09,1
1,r0_mlp,4655,0.02,0.0018004350131377578,1.0373302217203673e-08,1
1,r0_mlp,6249,0.02,0.00020353538275230676,7.61771001833722e-09,1
1,r0_mlp,8929,0.02,0.0022799656726419926,1.2431780049837471e-08,1
1,r0_mlp,6036,0.02,0.0008695989963598549,8.082180258384142e-09,1
1,r0_mlp,1671,0.02,0.000959715514909476,8.62162252701637e-09,1
1,r0_mlp,3885,0.02,0.002161570591852069,1.1569039948255977e-08,1
1,r0_mlp,3768,0.02,0.002032590564340353,1.1754106132855213e-08,1
1,r0_mlp,4069,0.02,0.00262781442143023,1.4711940110601063e-08,1
1,r0_mlp,9482,0.02,0.0016731712967157364,1.1047909254102706e-08,1
1,r0_mlp,1037,0.02,0.00045966164907440543,8.963723097110687e-09,1
1,r0_mlp,9099,0.02,0.0013647984014824033,5.720121265540001e-09,1
1,r0_mlp,1129,0.02,0.0003032962267752737,8.387735839221477e-09,1
1,r0_mlp,2066,0.02,0.0014269875828176737,9.213982465894333e-09,1
1,r0_mlp,8225,0.02,0.0022810532245785,1.0992683208144172e-08,1
1,r0_mlp,5603,0.02,0.0009340310352854431,7.245885225160009e-09,1
1,r0_mlp,755,0.02,0.0006104024942032993,8.431364051375567e-09,1
1,r0_mlp,9587,0.02,0.001682911068201065,6.732499002737313e-09,1
1,r0_mlp,9193,0.02,0.0014336847234517336,6.806262220493409e-09,1
1,r0_mlp,7416,0.02,0.0003989837132394314,8.304403387171533e-09,1
1,r0_mlp,468,0.02,0.0004826613003388047,8.314371413575827e-09,1
1,r0_mlp,5679,0.02,0.00086365663446486,8.588195044012537e-09,1
1,r0_mlp,2267,0.02,0.002215862274169922,8.92299212296166e-09,1
1,r0_mlp,848,0.02,0.00139889947604388,1.072227462373121e-08,1
1,r0_mlp,6745,0.02,0.0011135985841974616,9.591560434785151e-09,1
1,r0_mlp,589,0.02,0.001731161610223353,1.0730492050470275e-08,1
1,r0_mlp,8926,0.02,0.00046847827616147697,8.17432876942803e-09,1
1,r0_mlp,800,0.02,0.002622866304591298,1.5852410939487527e-08,1
1,r0_mlp,5369,0.02,0.000920893915463239,7.221967912585114e-09,1
1,r0_mlp,6049,0.02,0.0005691114347428083,7.72433850215748e-09,1
1,r0_mlp,3221,0.02,0.001040262053720653,9.195482597590399e-09,1
1,r0_mlp,3570,0.02,0.0018763348925858736,8.834708076221887e-09,1
1,r0_mlp,1289,0.02,0.0029992556665092707,1.2559368656184233e-08,1
1,r0_mlp,6104,0.02,0.0015297792851924896,1.034170526992284e-08,1
1,r0_mlp,9524,0.02,0.0017317484598606825,1.0262846572572926e-08,1
1,r0_mlp,2459,0.02,0.0008413674077019095,8.287535990803008e-09,1
1,r0_mlp,6316,0.02,0.0007992889150045812,8.55367776608773e-09,1
1,r0_mlp,1698,0.02,0.0009827286703512073,9.350046070721874e-09,1
1,r0_mlp,8423,0.02,0.0017703826306387782,1.029712937139493e-08,1
1,r0_mlp,5081,0.02,0.0013757144333794713,8.961471564816748e-09,1
1,r0_mlp,2384,0.02,0.0007884746883064508,7.904958465587697e-09,1
1,r0_mlp,145,0.02,0.001383344759233296,9.343644968851095e-09,1
1,r0_mlp,7446,0.02,0.0006746602011844516,7.628737641596217e-09,1
1,r0_mlp,9810,0.02,0.0004070947761647403,8.687354835501537e-09,1
1,r0_mlp,8778,0.02,0.0019607744179666042,1.033794472249383e-08,1
1,r0_mlp,2497,0.02,0.0014253363478928804,9.379388821173507e-09,1
1,r0_mlp,9443,0.02,0.0016036120941862464,9.972922043743893e-09,1
1,r0_mlp,2261,0.02,0.0006561038899235427,8.473194590408184e-09,1
1,r0_mlp,3557,0.02,0.00028335387469269335,7.229832288402349e-09,1
1,r0_mlp,8536,0.02,0.0019019002793356776,1.191503340436384e-08,1
1,r0_mlp,9221,0.02,0.0019325921311974525,8.829498909790345e-09,1
1,r0_mlp,1611,0.02,0.0021175930742174387,1.0232438896196072e-08,1
1,r0_mlp,7515,0.02,0.0009674678440205753,7.636624665963154e-09,1
1,r0_mlp,6955,0.02,0.001665427116677165,1.074729993888468e-08,1
1,r0_mlp,6687,0.02,0.0002915543154813349,6.712375100192958e-09,1
1,r0_mlp,9435,0.02,0.0012263725511729717,1.0673822714579728e-08,1
1,r0_mlp,5705,0.02,0.0021233491133898497,1.3805928844590198e-08,1
1,r0_mlp,7842,0.02,0.002698034280911088,1.0239891601315776e-08,1
1,r0_mlp,7666,0.02,0.0019921683706343174,1.0590808230404036e-08,1
1,r0_mlp,1321,0.02,0.0005191632080823183,8.706564358362812e-09,1
1,r0_mlp,3281,0.02,0.0011347378604114056,8.86870044070065e-09,1
1,r0_mlp,5843,0.02,0.0031494265422225,1.8015979819097083e-08,1
1,r0_mlp,1544,0.02,0.0008920718682929873,8.548857621804018e-09,1
1,r0_mlp,1476,0.02,0.0005213919212110341,8.042236210314968e-09,1
1,r0_mlp,1552,0.02,0.0014330766862258315,1.1717852466119894e-08,1
1,r0_mlp,2777,0.02,0.0008282195194624364,8.697703002269463e-09,1
1,r0_mlp,1240,0.02,0.0008020533714443445,8.467778478404853e-09,1
1,r0_mlp,6482,0.02,0.0001504013780504465,8.403178597404803e-09,1
1,r0_mlp,8698,0.02,0.0007159647648222744,8.316400901264842e-09,1
1,r0_mlp,6248,0.02,0.00026990941842086613,8.343588930870283e-09,1
1,r0_mlp,4323,0.02,0.0015833504730835557,1.0284550100436718e-08,1
1,r0_mlp,4597,0.02,0.00085252127610147,8.53694626101742e-09,1
1,r0_mlp,9046,0.02,0.0005899476236663759,8.455239175475526e-09,1
1,r0_mlp,5389,0.02,0.00040808459743857384,8.003352647278916e-09,1
1,r0_mlp,5710,0.02,0.0028550885617733,8.988545019406047e-09,1
1,r0_mlp,7103,0.02,0.002184948418289423,1.1861668980372997e-08,1
1,r0_mlp,7263,0.02,0.002609203802421689,1.3533616005645399e-08,1
1,r0_mlp,5244,0.02,0.002982690464705229,1.8676381330351433e-08,1
1,r0_mlp,5242,0.02,0.0026503033004701138,1.3219141337117435e-08,1
1,r0_mlp,9775,0.02,0.001508429180830717,9.530008782121513e-09,1
1,r0_mlp,249,0.02,0.00246222666464746,1.1822139711625823e-08,1
1,r0_mlp,1521,0.02,0.002904710825532675,1.162785068231642e-08,1
1,r0_mlp,5149,0.02,0.0018864599987864494,9.700661607325856e-09,1
1,r0_mlp,7070,0.02,0.0019319929415360093,1.0086265156417085e-08,1
1,r0_mlp,6433,0.02,0.0016224075807258487,6.093713977861626e-09,1
1,r0_mlp,2689,0.02,0.00035548792220652103,7.980991867384546e-09,1
1,r0_mlp,5968,0.02,0.0005938497488386929,6.167086397113053e-09,1
1,r0_mlp,7768,0.02,0.0009154182043857872,6.768361426878755e-09,1
1,r0_mlp,6122,0.02,0.002797765890136361,9.646513809968837e-09,1
1,r0_mlp,4860,0.02,0.0020628904458135366,6.2262621725039935e-09,1
1,r0_mlp,3537,0.02,0.0011214184341952205,7.961805437162184e-09,1
1,r0_mlp,2000,0.02,0.0003669627767521888,6.6621934635691105e-09,1
1,r0_mlp,544,0.05,0.003165367990732193,2.493355211186099e-08,1
1,r0_mlp,4306,0.05,0.002500714734196663,1.4640324508263802e-08,1
1,r0_mlp,6410,0.05,0.0055954125709831715,6.15039041917953e-08,1
1,r0_mlp,6382,0.05,0.007662712596356869,1.456274674183078e-07,1
1,r0_mlp,8949,0.05,0.001386355608701706,1.0141876671809769e-08,1
1,r0_mlp,9600,0.05,0.004470815882086754,3.118008606861622e-08,1
1,r0_mlp,486,0.05,0.0032221435103565454,2.9318918848275644e-08,1
1,r0_mlp,109,0.05,0.0014546713791787624,9.047847804311004e-09,1
1,r0_mlp,2500,0.05,0.006590909790247679,6.305000965767249e-08,1
1,r0_mlp,1413,0.05,0.0019182109972462058,1.1035393931990711e-08,1
1,r0_mlp,360,0.05,0.002548553515225649,2.616599736882108e-08,1
1,r0_mlp,2139,0.05,0.005566158331930637,6.242692052182974e-08,1
1,r0_mlp,9158,0.05,0.005155580583959818,2.0790292154515555e-08,1
