model_seed,method,source_index,target_angle,donor_angle,gap,category,nominal_route_distance,functional_route_distance,prediction_preserved,true_log_prob_change
1,r0_mlp,544,-75.0,-60.0,15.0,near,0.00964171253144741,4.562956235076854e-07,1,-0.003094911575317383
1,r0_mlp,4306,-75.0,-60.0,15.0,near,0.08006037771701813,0.09222853183746338,1,-0.15433692932128906
1,r0_mlp,6410,-75.0,-60.0,15.0,near,0.0066510895267128944,3.768948033666675e-07,1,-0.0023336410522460938
1,r0_mlp,6382,-75.0,-60.0,15.0,near,0.06393295526504517,0.08034336566925049,1,-0.13528966903686523
1,r0_mlp,8949,-75.0,-60.0,15.0,near,0.03319581598043442,0.03536494821310043,1,-0.019558310508728027
1,r0_mlp,9600,-75.0,-60.0,15.0,near,0.04785149544477463,0.0670466497540474,1,0.016701221466064453
1,r0_mlp,486,-75.0,-60.0,15.0,near,0.0535118542611599,0.06670979410409927,1,-0.043978214263916016
1,r0_mlp,109,-75.0,-60.0,15.0,near,0.02551378309726715,0.01888447254896164,1,-0.0008175075054168701
1,r0_mlp,2500,-75.0,-60.0,15.0,near,0.024903081357479095,0.01685982570052147,1,-0.03398609161376953
1,r0_mlp,1413,-75.0,-60.0,15.0,near,0.11581951379776001,0.14576971530914307,1,-0.026493191719055176
1,r0_mlp,360,-75.0,-60.0,15.0,near,0.10231854766607285,0.13008199632167816,1,-0.060088157653808594
1,r0_mlp,2139,-75.0,-60.0,15.0,near,0.09740983694791794,0.12366069853305817,1,-0.13903284072875977
1,r0_mlp,9158,-75.0,-60.0,15.0,near,0.03799661621451378,0.029493167996406555,1,-0.007747650146484375
1,r0_mlp,3213,-75.0,-60.0,15.0,near,0.011404280550777912,1.0187873158429284e-05,1,0.012760162353515625
1,r0_mlp,8351,-75.0,-60.0,15.0,near,0.019309496507048607,0.00018084183102473617,1,0.017168521881103516
1,r0_mlp,4655,-75.0,-60.0,15.0,near,0.1052008718252182,0.12835538387298584,1,0.0026589632034301758
1,r0_mlp,6249,-75.0,-60.0,15.0,near,0.046775106340646744,0.055462442338466644,1,-0.015532612800598145
1,r0_mlp,8929,-75.0,-60.0,15.0,near,0.05011003091931343,0.06165897101163864,1,0.015734195709228516
1,r0_mlp,6036,-75.0,-60.0,15.0,near,0.02599574439227581,0.021505657583475113,1,0.04370927810668945
1,r0_mlp,1671,-75.0,-60.0,15.0,near,0.03121107816696167,0.035763781517744064,1,0.05756831169128418
1,r0_mlp,3885,-75.0,-60.0,15.0,near,0.0018548532389104366,1.4933382530557537e-08,1,-0.0014134645462036133
1,r0_mlp,3768,-75.0,-60.0,15.0,near,0.03988584503531456,0.047915536910295486,1,-0.013765841722488403
1,r0_mlp,4069,-75.0,-60.0,15.0,near,0.12332990020513535,0.14611513912677765,1,-0.044356346130371094
