model_seed,method,variant,root_route_r2,root_chord_error,functional_transport_error,evaluation_samples
1,r0_mlp,full_context,0.9941141066399111,0.004374165104527119,9.256180533157021e-07,642
1,r0_mlp,angle_shuffled,0.1237111822228402,0.08015044881669058,0.09699446707963943,642
1,r0_mlp,tangent_removed,0.9913584186087298,0.005974985081256502,8.658922160975635e-05,642
1,r0_mlp,matched_orthogonal_component,0.5989592310865566,0.055466279572400974,0.06621604412794113,642
1,r1_linear,full_context,0.9979980068287625,0.0021653746566106065,1.370175617410041e-08,642
1,r1_linear,angle_shuffled,0.10967837612265106,0.06476328557932795,0.07849521934986115,642
1,r1_linear,tangent_removed,0.945152731099851,0.012756948407376411,0.004766139667481184,642
1,r1_linear,matched_orthogonal_component,0.4117798703963957,0.05111272766879719,0.05861491337418556,642
1,r2_prototype_energy,full_context,0.9170962578066901,0.10912167075727262,0.10772409290075302,642
1,r2_prototype_energy,angle_shuffled,0.05646316820064142,0.42052179052772787,0.4834985136985779,642
1,r2_prototype_energy,tangent_removed,0.8831652737204075,0.12686832052762378,0.12539318203926086,642
1,r2_prototype_energy,matched_orthogonal_component,0.243280223029985,0.36555515875476247,0.40979593992233276,642
1,r3_hybrid_energy,full_context,0.8628785043839626,0.15087712769141137,0.15091344714164734,642
1,r3_hybrid_energy,angle_shuffled,0.049739344805540334,0.4945647538907849,0.5488567352294922,642
1,r3_hybrid_energy,tangent_removed,0.8463449717736955,0.15911976685154455,0.15774963796138763,642
1,r3_hybrid_energy,matched_orthogonal_component,0.28299234432321535,0.41021227836261337,0.43750903010368347,642
