model_seed,method,host_a,host_b,territory_overlap,functional_cost
4,r0_mlp,0,0,1.0,0.0
4,r0_mlp,0,1,0.8659273982048035,1.2002713680267334
4,r0_mlp,0,2,0.9864881038665771,1.1029585599899292
4,r0_mlp,0,3,0.9673957824707031,0.9934599995613098
4,r0_mlp,1,0,0.8659273982048035,1.2002713680267334
4,r0_mlp,1,1,1.0,0.0
4,r0_mlp,1,2,0.8769155740737915,1.0
4,r0_mlp,1,3,0.8945075273513794,1.0104870796203613
4,r0_mlp,2,0,0.9864881038665771,1.1029585599899292
4,r0_mlp,2,1,0.8769155740737915,1.0
4,r0_mlp,2,2,1.0,0.0
4,r0_mlp,2,3,0.9736657738685608,0.9091615080833435
4,r0_mlp,3,0,0.9673957824707031,0.9934599995613098
4,r0_mlp,3,1,0.8945075273513794,1.0104870796203613
4,r0_mlp,3,2,0.9736657738685608,0.9091615080833435
4,r0_mlp,3,3,1.0,0.0
4,r1_linear,0,0,1.0,0.0
4,r1_linear,0,1,0.94571852684021,1.2002713680267334
4,r1_linear,0,2,0.9451746940612793,1.1029585599899292
4,r1_linear,0,3,0.902103841304779,0.9934599995613098
4,r1_linear,1,0,0.94571852684021,1.2002713680267334
4,r1_linear,1,1,1.0,0.0
4,r1_linear,1,2,0.9628622531890869,1.0
4,r1_linear,1,3,0.9434902667999268,1.0104870796203613
4,r1_linear,2,0,0.9451746940612793,1.1029585599899292
4,r1_linear,2,1,0.9628622531890869,1.0
4,r1_linear,2,2,1.0,0.0
4,r1_linear,2,3,0.9560513496398926,0.9091615080833435
4,r1_linear,3,0,0.902103841304779,0.9934599995613098
4,r1_linear,3,1,0.9434902667999268,1.0104870796203613
4,r1_linear,3,2,0.9560513496398926,0.9091615080833435
4,r1_linear,3,3,1.0,0.0
4,r2_prototype_energy,0,0,1.0,0.0
4,r2_prototype_energy,0,1,0.6883172988891602,1.2002713680267334
4,r2_prototype_energy,0,2,0.48948392271995544,1.1029585599899292
4,r2_prototype_energy,0,3,0.7212601900100708,0.9934599995613098
4,r2_prototype_energy,1,0,0.6883172988891602,1.2002713680267334
4,r2_prototype_energy,1,1,1.0,0.0
4,r2_prototype_energy,1,2,0.7920681238174438,1.0
4,r2_prototype_energy,1,3,0.8745018839836121,1.0104870796203613
4,r2_prototype_energy,2,0,0.48948392271995544,1.1029585599899292
4,r2_prototype_energy,2,1,0.7920681238174438,1.0
4,r2_prototype_energy,2,2,1.0,0.0
4,r2_prototype_energy,2,3,0.7170017957687378,0.9091615080833435
4,r2_prototype_energy,3,0,0.7212601900100708,0.9934599995613098
4,r2_prototype_energy,3,1,0.8745018839836121,1.0104870796203613
4,r2_prototype_energy,3,2,0.7170017957687378,0.9091615080833435
4,r2_prototype_energy,3,3,1.0,0.0
4,r3_hybrid_energy,0,0,1.0,0.0
4,r3_hybrid_energy,0,1,0.6088958382606506,1.2002713680267334
4,r3_hybrid_energy,0,2,0.5257681608200073,1.1029585599899292
4,r3_hybrid_energy,0,3,0.8899836540222168,0.9934599995613098
4,r3_hybrid_energy,1,0,0.6088958382606506,1.2002713680267334
4,r3_hybrid_energy,1,1,1.0,0.0
4,r3_hybrid_energy,1,2,0.9015681147575378,1.0
4,r3_hybrid_energy,1,3,0.7034258246421814,1.0104870796203613
4,r3_hybrid_energy,2,0,0.5257681608200073,1.1029585599899292
4,r3_hybrid_energy,2,1,0.9015681147575378,1.0
4,r3_hybrid_energy,2,2,1.0,0.0
4,r3_hybrid_energy,2,3,0.6192374229431152,0.9091615080833435
4,r3_hybrid_energy,3,0,0.8899836540222168,0.9934599995613098
4,r3_hybrid_energy,3,1,0.7034258246421814,1.0104870796203613
4,r3_hybrid_energy,3,2,0.6192374229431152,0.9091615080833435
4,r3_hybrid_energy,3,3,1.0,0.0
