model_seed,method,source_index,target_angle,donor_angle,gap,category,nominal_route_distance,functional_route_distance,prediction_preserved,true_log_prob_change
4,r0_mlp,1413,-75.0,75.0,150.0,far,0.016660476103425026,0.008081214502453804,1,0.009769856929779053
4,r0_mlp,360,-75.0,75.0,150.0,far,0.16383908689022064,0.20782729983329773,1,0.2927842140197754
4,r0_mlp,2139,-75.0,75.0,150.0,far,0.27222713828086853,0.3702136278152466,1,-0.3201930522918701
4,r0_mlp,9158,-75.0,75.0,150.0,far,0.20395402610301971,0.25966107845306396,1,0.189111590385437
4,r0_mlp,3213,-75.0,75.0,150.0,far,0.004275226034224033,1.2418217920640018e-07,1,0.005948305130004883
4,r0_mlp,8351,-75.0,75.0,150.0,far,0.2326848953962326,0.3053490221500397,1,-0.6660463809967041
4,r0_mlp,4655,-75.0,75.0,150.0,far,0.0029404638335108757,8.997948164335412e-09,1,-0.0005530714988708496
4,r0_mlp,6249,-75.0,75.0,150.0,far,0.046569470316171646,0.05003902316093445,1,0.00685429573059082
4,r0_mlp,8929,-75.0,75.0,150.0,far,0.14544981718063354,0.2189982831478119,0,-0.6374526023864746
4,r0_mlp,6036,-75.0,75.0,150.0,far,0.12425009906291962,0.17497356235980988,1,0.12762069702148438
4,r0_mlp,1671,-75.0,75.0,150.0,far,0.22683709859848022,0.2807636260986328,1,-0.24115633964538574
4,r0_mlp,3885,-75.0,75.0,150.0,far,0.21609483659267426,0.2666664719581604,1,-0.10600721836090088
4,r0_mlp,3768,-75.0,75.0,150.0,far,0.23232224583625793,0.29384511709213257,1,0.04048125445842743
4,r0_mlp,4069,-75.0,75.0,150.0,far,0.05597493052482605,0.05258164927363396,1,-0.05939221382141113
4,r0_mlp,9482,-75.0,75.0,150.0,far,0.19114816188812256,0.24497945606708527,1,-0.41637086868286133
4,r0_mlp,1037,-75.0,75.0,150.0,far,0.04011101648211479,0.03785781189799309,1,0.01722872257232666
4,r0_mlp,9099,-75.0,75.0,150.0,far,0.06047884374856949,0.05344507843255997,1,-0.10398924350738525
4,r0_mlp,1129,-75.0,75.0,150.0,far,0.05424685776233673,0.05100423842668533,1,0.003317594528198242
4,r0_mlp,2066,-75.0,75.0,150.0,far,0.22005601227283478,0.2871646583080292,1,-0.04832780361175537
4,r0_mlp,8225,-75.0,75.0,150.0,far,0.16472506523132324,0.2139883190393448,0,0.028860092163085938
4,r0_mlp,5603,-75.0,75.0,150.0,far,0.23775918781757355,0.3052404224872589,1,0.013297483325004578
4,r0_mlp,755,-75.0,75.0,150.0,far,0.019911065697669983,0.012710889801383018,1,-0.006120145320892334
4,r0_mlp,9587,-75.0,75.0,150.0,far,0.012241429649293423,6.162395584397018e-05,1,-0.011013150215148926
4,r0_mlp,544,-60.0,-75.0,15.0,near,0.012528198771178722,1.1943481013076962e-06,1,0.017590045928955078
4,r0_mlp,4306,-60.0,-75.0,15.0,near,0.033211663365364075,0.027330705896019936,1,0.09900903701782227
4,r0_mlp,6410,-60.0,-75.0,15.0,near,0.015516971237957478,0.007560230791568756,1,-0.016106605529785156
4,r0_mlp,6382,-60.0,-75.0,15.0,near,0.034668438136577606,0.03735979646444321,1,0.062170982360839844
4,r0_mlp,8949,-60.0,-75.0,15.0,near,0.028212469071149826,0.007764257490634918,1,0.006968379020690918
4,r0_mlp,9600,-60.0,-75.0,15.0,near,0.11664470285177231,0.15166300535202026,1,-0.296053409576416
4,r0_mlp,486,-60.0,-75.0,15.0,near,0.026360152289271355,0.0029212397057563066,1,-0.008318662643432617
4,r0_mlp,109,-60.0,-75.0,15.0,near,0.027864541858434677,0.021107003092765808,1,-0.06254315376281738
4,r0_mlp,2500,-60.0,-75.0,15.0,near,0.04739004001021385,0.04474252834916115,1,-0.004654884338378906
4,r0_mlp,1413,-60.0,-75.0,15.0,near,0.2384745478630066,0.3342455327510834,1,-0.6572210788726807
4,r0_mlp,360,-60.0,-75.0,15.0,near,0.019662272185087204,0.00021582368935924023,1,0.038492679595947266
4,r0_mlp,2139,-60.0,-75.0,15.0,near,0.11627397686243057,0.1359943449497223,1,-0.09434014558792114
4,r0_mlp,9158,-60.0,-75.0,15.0,near,0.2191046178340912,0.286548912525177,0,-0.5309324264526367
4,r0_mlp,3213,-60.0,-75.0,15.0,near,0.026899652555584908,0.014350714161992073,1,-0.041730403900146484
4,r0_mlp,8351,-60.0,-75.0,15.0,near,0.015596788376569748,5.4703259593225084e-06,1,-0.06568741798400879
