model_seed,stage,current_angle,seen_angles,wall_seconds,forward_images,optimizer_steps,loss,current_ce,anchor_ce,route_geo,context_geo,context_spread,fiber,centroid,host_diversity
3,0,-60.0,[-60.0],1.1059982709994074,1024,16,1.93125419318676,1.8885361105203629,0.0,0.0,0.0,0.002500000176951289,0.0,0.0,0.8518618531525135
3,1,-30.0,"[-60.0, -30.0]",1.5921619740001915,2048,16,1.5041144490242004,1.303204108029604,1.222976803779602,0.11352329840883613,0.03561043168883771,0.00016137384523062792,0.5570544730871916,0.015584335917992576,0.7011856399476528
3,2,0.0,"[-60.0, -30.0, 0.0]",2.2192918860000646,3072,16,0.6588918585330248,0.4661181913688779,1.182922426611185,0.1819728333503008,0.041285997023805976,1.0304579129982727e-05,0.5085904225707054,0.015085913975781295,0.5194240286946297
3,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",3.27528960500058,4096,16,1.9793449118733406,1.7711356207728386,1.2790776640176773,0.25543148536235094,0.09215586120262742,6.457858034991659e-07,0.529900262132287,0.09696160990279168,0.2839940916746855
3,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",5.085346083000331,5120,16,0.9016415923833847,0.7023260463029146,1.2517721429467201,0.22530884761363268,0.07110582338646054,0.0,0.5556021053344011,0.07502247369848192,0.2593129314482212
