model_seed,method,angle,host,baseline_accuracy,ablated_accuracy,accuracy_drop,is_top_host,is_random_control
3,r0_mlp,-75.0,0,0.27358490566037735,0.2641509433962264,0.009433962264150941,0,0
3,r0_mlp,-75.0,1,0.27358490566037735,0.27358490566037735,0.0,0,0
3,r0_mlp,-75.0,2,0.27358490566037735,0.27358490566037735,0.0,0,0
3,r0_mlp,-75.0,3,0.27358490566037735,0.25471698113207547,0.018867924528301883,1,1
3,r0_mlp,-60.0,0,0.27358490566037735,0.27358490566037735,0.0,0,0
3,r0_mlp,-60.0,1,0.27358490566037735,0.3018867924528302,-0.028301886792452824,0,0
3,r0_mlp,-60.0,2,0.27358490566037735,0.27358490566037735,0.0,0,0
3,r0_mlp,-60.0,3,0.27358490566037735,0.2358490566037736,0.037735849056603765,1,1
3,r0_mlp,-45.0,0,0.4339622641509434,0.41509433962264153,0.018867924528301883,0,0
3,r0_mlp,-45.0,1,0.4339622641509434,0.4056603773584906,0.028301886792452824,1,0
3,r0_mlp,-45.0,2,0.4339622641509434,0.37735849056603776,0.05660377358490565,0,1
3,r0_mlp,-45.0,3,0.4339622641509434,0.4339622641509434,0.0,0,0
3,r0_mlp,-30.0,0,0.6037735849056604,0.5849056603773585,0.018867924528301883,0,1
3,r0_mlp,-30.0,1,0.6037735849056604,0.6226415094339622,-0.018867924528301883,1,0
3,r0_mlp,-30.0,2,0.6037735849056604,0.5754716981132075,0.028301886792452824,0,0
3,r0_mlp,-30.0,3,0.6037735849056604,0.6320754716981132,-0.028301886792452824,0,0
3,r0_mlp,-15.0,0,0.8301886792452831,0.8113207547169812,0.018867924528301883,0,1
3,r0_mlp,-15.0,1,0.8301886792452831,0.8113207547169812,0.018867924528301883,1,0
3,r0_mlp,-15.0,2,0.8301886792452831,0.8018867924528302,0.028301886792452824,0,0
3,r0_mlp,-15.0,3,0.8301886792452831,0.8301886792452831,0.0,0,0
3,r0_mlp,0.0,0,0.9150943396226415,0.9056603773584906,0.009433962264150941,0,0
3,r0_mlp,0.0,1,0.9150943396226415,0.9056603773584906,0.009433962264150941,1,0
3,r0_mlp,0.0,2,0.9150943396226415,0.8962264150943396,0.018867924528301883,0,0
3,r0_mlp,0.0,3,0.9150943396226415,0.9056603773584906,0.009433962264150941,0,1
3,r0_mlp,15.0,0,0.8962264150943396,0.8962264150943396,0.0,0,1
3,r0_mlp,15.0,1,0.8962264150943396,0.8867924528301887,0.009433962264150941,1,0
3,r0_mlp,15.0,2,0.8962264150943396,0.8962264150943396,0.0,0,0
3,r0_mlp,15.0,3,0.8962264150943396,0.8962264150943396,0.0,0,0
3,r0_mlp,30.0,0,0.7924528301886793,0.8018867924528302,-0.009433962264150941,0,0
3,r0_mlp,30.0,1,0.7924528301886793,0.7547169811320755,0.037735849056603765,1,0
3,r0_mlp,30.0,2,0.7924528301886793,0.7924528301886793,0.0,0,1
