model_seed,metric,angle_a,angle_b,factor_gap,category,distance
3,centroid,-75.0,-60.0,15.0,near,0.1734119788640846
3,centroid,-75.0,-45.0,30.0,near,0.474568586935421
3,centroid,-75.0,-30.0,45.0,mid,0.6525629688125923
3,centroid,-75.0,-15.0,60.0,mid,0.6859116946470898
3,centroid,-75.0,0.0,75.0,mid,0.6586617261146167
3,centroid,-75.0,15.0,90.0,far,0.5960860593903198
3,centroid,-75.0,30.0,105.0,far,0.5077962327044349
3,centroid,-75.0,45.0,120.0,far,0.4078564102117429
3,centroid,-75.0,60.0,135.0,far,0.2583711972904112
3,centroid,-75.0,75.0,150.0,far,0.10626405113876183
3,centroid,-60.0,-45.0,15.0,near,0.33246745019907037
3,centroid,-60.0,-30.0,30.0,near,0.541254785576964
3,centroid,-60.0,-15.0,45.0,mid,0.6053737397041383
3,centroid,-60.0,0.0,60.0,mid,0.6089631478733867
3,centroid,-60.0,15.0,75.0,mid,0.5745465067182727
3,centroid,-60.0,30.0,90.0,far,0.5223591956802353
3,centroid,-60.0,45.0,105.0,far,0.45694355446425916
3,centroid,-60.0,60.0,120.0,far,0.3479264107455643
3,centroid,-60.0,75.0,135.0,far,0.22956827880518782
3,centroid,-45.0,-30.0,15.0,near,0.23639273250379134
3,centroid,-45.0,-15.0,30.0,near,0.34259867710339686
3,centroid,-45.0,0.0,45.0,mid,0.40450581810235864
3,centroid,-45.0,15.0,60.0,mid,0.4370776719532262
3,centroid,-45.0,30.0,75.0,mid,0.4744389701442732
3,centroid,-45.0,45.0,90.0,far,0.49784206397832687
3,centroid,-45.0,60.0,105.0,far,0.49888055589356967
3,centroid,-45.0,75.0,120.0,far,0.4757644477621464
3,centroid,-30.0,-15.0,15.0,near,0.1460298266612686
3,centroid,-30.0,0.0,30.0,near,0.26554957367457904
3,centroid,-30.0,15.0,45.0,mid,0.36020790918202905
3,centroid,-30.0,30.0,60.0,mid,0.46286280399591984
3,centroid,-30.0,45.0,75.0,mid,0.5420293757171066
3,centroid,-30.0,60.0,90.0,far,0.6063719640620869
3,centroid,-30.0,75.0,105.0,far,0.6322483635968896
3,centroid,-15.0,0.0,15.0,near,0.13569431757178624
3,centroid,-15.0,15.0,30.0,near,0.2543335054624115
3,centroid,-15.0,30.0,45.0,mid,0.3819736661494609
3,centroid,-15.0,45.0,60.0,mid,0.4866132192868867
3,centroid,-15.0,60.0,75.0,mid,0.5857504454163919
3,centroid,-15.0,75.0,90.0,far,0.645257019282566
3,centroid,0.0,15.0,15.0,near,0.1281914198031748
3,centroid,0.0,30.0,30.0,near,0.2674214424983426
3,centroid,0.0,45.0,45.0,mid,0.38747678304998234
3,centroid,0.0,60.0,60.0,mid,0.5120310223948533
3,centroid,0.0,75.0,75.0,mid,0.6004587609769626
3,centroid,15.0,30.0,15.0,near,0.14372041089303367
3,centroid,15.0,45.0,30.0,near,0.2716593388989029
3,centroid,15.0,60.0,45.0,mid,0.41340805448576656
3,centroid,15.0,75.0,60.0,mid,0.5251556482039209
3,centroid,30.0,45.0,15.0,near,0.13322131786420824
3,centroid,30.0,60.0,30.0,near,0.28994533807442424
3,centroid,30.0,75.0,45.0,mid,0.4241182850838672
3,centroid,45.0,60.0,15.0,near,0.16550705633387489
3,centroid,45.0,75.0,30.0,near,0.31664316398508624
3,centroid,60.0,75.0,15.0,near,0.16243485839982244
3,log_euclidean,-75.0,-60.0,15.0,near,0.498223186208426
3,log_euclidean,-75.0,-45.0,30.0,near,0.83852602912725
3,log_euclidean,-75.0,-30.0,45.0,mid,0.9534338688471451
3,log_euclidean,-75.0,-15.0,60.0,mid,0.955415607250194
3,log_euclidean,-75.0,0.0,75.0,mid,0.8379267259099485
3,log_euclidean,-75.0,15.0,90.0,far,0.9146449662796775
3,log_euclidean,-75.0,30.0,105.0,far,0.9614252340110137
3,log_euclidean,-75.0,45.0,120.0,far,1.054478832422861
3,log_euclidean,-75.0,60.0,135.0,far,1.1075898026221336
3,log_euclidean,-75.0,75.0,150.0,far,0.833125435046379
3,log_euclidean,-60.0,-45.0,15.0,near,0.4834153805138957
3,log_euclidean,-60.0,-30.0,30.0,near,0.8090316096235849
3,log_euclidean,-60.0,-15.0,45.0,mid,0.9297503043223119
3,log_euclidean,-60.0,0.0,60.0,mid,0.9076060933912963
3,log_euclidean,-60.0,15.0,75.0,mid,1.0938968122711301
3,log_euclidean,-60.0,30.0,90.0,far,1.1821456685894955
3,log_euclidean,-60.0,45.0,105.0,far,1.2910823983182451
3,log_euclidean,-60.0,60.0,120.0,far,1.3319984807263456
3,log_euclidean,-60.0,75.0,135.0,far,1.0489759246296917
3,log_euclidean,-45.0,-30.0,15.0,near,0.49151249508802014
3,log_euclidean,-45.0,-15.0,30.0,near,0.7526735622562007
3,log_euclidean,-45.0,0.0,45.0,mid,0.8435137909644485
3,log_euclidean,-45.0,15.0,60.0,mid,1.0601459124684185
3,log_euclidean,-45.0,30.0,75.0,mid,1.1534155675933957
3,log_euclidean,-45.0,45.0,90.0,far,1.2482149046671474
3,log_euclidean,-45.0,60.0,105.0,far,1.2606655120972787
3,log_euclidean,-45.0,75.0,120.0,far,1.0004044857755938
3,log_euclidean,-30.0,-15.0,15.0,near,0.35192272345946357
3,log_euclidean,-30.0,0.0,30.0,near,0.5581917641603736
3,log_euclidean,-30.0,15.0,45.0,mid,0.780639841111975
3,log_euclidean,-30.0,30.0,60.0,mid,0.9342827816100348
3,log_euclidean,-30.0,45.0,75.0,mid,1.0496819734235827
3,log_euclidean,-30.0,60.0,90.0,far,1.0650263156727413
3,log_euclidean,-30.0,75.0,105.0,far,0.8391267114075743
3,log_euclidean,-15.0,0.0,15.0,near,0.3288311124415809
3,log_euclidean,-15.0,15.0,30.0,near,0.6060802894663554
3,log_euclidean,-15.0,30.0,45.0,mid,0.8798375350815875
3,log_euclidean,-15.0,45.0,60.0,mid,1.0557240976436253
3,log_euclidean,-15.0,60.0,75.0,mid,1.1054604002713921
3,log_euclidean,-15.0,75.0,90.0,far,0.8881396558770547
3,log_euclidean,0.0,15.0,15.0,near,0.33587919411915174
3,log_euclidean,0.0,30.0,30.0,near,0.6666663580864063
3,log_euclidean,0.0,45.0,45.0,mid,0.902329444093867
3,log_euclidean,0.0,60.0,60.0,mid,1.0053470971570353
3,log_euclidean,0.0,75.0,75.0,mid,0.8299707740306902
3,log_euclidean,15.0,30.0,15.0,near,0.387489497726542
3,log_euclidean,15.0,45.0,30.0,near,0.6620022792505211
3,log_euclidean,15.0,60.0,45.0,mid,0.8022223637172713
3,log_euclidean,15.0,75.0,60.0,mid,0.727947930534647
3,log_euclidean,30.0,45.0,15.0,near,0.31018693727575125
3,log_euclidean,30.0,60.0,30.0,near,0.5153978463727609
3,log_euclidean,30.0,75.0,45.0,mid,0.5930191143499929
3,log_euclidean,45.0,60.0,15.0,near,0.2902648749245193
3,log_euclidean,45.0,75.0,30.0,near,0.543307540332145
3,log_euclidean,60.0,75.0,15.0,near,0.40807998298212594
3,airm,-75.0,-60.0,15.0,near,0.5082434901514843
3,airm,-75.0,-45.0,30.0,near,0.8772071986727198
3,airm,-75.0,-30.0,45.0,mid,1.0420138685815827
3,airm,-75.0,-15.0,60.0,mid,1.0824553076650818
3,airm,-75.0,0.0,75.0,mid,0.9686870430565893
3,airm,-75.0,15.0,90.0,far,1.0409855775738015
3,airm,-75.0,30.0,105.0,far,1.0365880297333725
3,airm,-75.0,45.0,120.0,far,1.0975037902431077
3,airm,-75.0,60.0,135.0,far,1.1425219873256203
3,airm,-75.0,75.0,150.0,far,0.8656567760996934
3,airm,-60.0,-45.0,15.0,near,0.5246306971704959
3,airm,-60.0,-30.0,30.0,near,0.8984772747054157
3,airm,-60.0,-15.0,45.0,mid,1.0501101747499098
3,airm,-60.0,0.0,60.0,mid,1.0231840261847676
3,airm,-60.0,15.0,75.0,mid,1.1979367979891156
3,airm,-60.0,30.0,90.0,far,1.2420455323406785
3,airm,-60.0,45.0,105.0,far,1.3263309797175848
3,airm,-60.0,60.0,120.0,far,1.363762721337044
3,airm,-60.0,75.0,135.0,far,1.0771205456802466
3,airm,-45.0,-30.0,15.0,near,0.5280501531622682
3,airm,-45.0,-15.0,30.0,near,0.8059305104710573
3,airm,-45.0,0.0,45.0,mid,0.8925335344579391
3,airm,-45.0,15.0,60.0,mid,1.106043929942391
3,airm,-45.0,30.0,75.0,mid,1.1766153730157842
3,airm,-45.0,45.0,90.0,far,1.2628013883670994
3,airm,-45.0,60.0,105.0,far,1.2727349021397734
3,airm,-45.0,75.0,120.0,far,1.0078789544703264
3,airm,-30.0,-15.0,15.0,near,0.3692442200597657
3,airm,-30.0,0.0,30.0,near,0.5898929430251081
3,airm,-30.0,15.0,45.0,mid,0.8138310410931252
3,airm,-30.0,30.0,60.0,mid,0.9576986086386252
3,airm,-30.0,45.0,75.0,mid,1.0694605001143151
3,airm,-30.0,60.0,90.0,far,1.0811450532870772
3,airm,-30.0,75.0,105.0,far,0.8605846549332858
3,airm,-15.0,0.0,15.0,near,0.3610390101513707
3,airm,-15.0,15.0,30.0,near,0.6387754001017463
3,airm,-15.0,30.0,45.0,mid,0.9129650169903872
3,airm,-15.0,45.0,60.0,mid,1.0879542620865235
3,airm,-15.0,60.0,75.0,mid,1.1366492864323152
3,airm,-15.0,75.0,90.0,far,0.9333139492276603
3,airm,0.0,15.0,15.0,near,0.34110470750583904
3,airm,0.0,30.0,30.0,near,0.6829510785713968
3,airm,0.0,45.0,45.0,mid,0.9240260755690961
3,airm,0.0,60.0,60.0,mid,1.030092391860347
3,airm,0.0,75.0,75.0,mid,0.8767677584962911
3,airm,15.0,30.0,15.0,near,0.4078165637581871
3,airm,15.0,45.0,30.0,near,0.6888911577231306
3,airm,15.0,60.0,45.0,mid,0.8346420003264583
3,airm,15.0,75.0,60.0,mid,0.7908734500591733
3,airm,30.0,45.0,15.0,near,0.3190914313217426
3,airm,30.0,60.0,30.0,near,0.5293710380467951
3,airm,30.0,75.0,45.0,mid,0.6288761253130322
3,airm,45.0,60.0,15.0,near,0.2995697799739975
3,airm,45.0,75.0,30.0,near,0.5679643709864797
3,airm,60.0,75.0,15.0,near,0.42354254012408077
3,bures,-75.0,-60.0,15.0,near,0.09670769978708489
3,bures,-75.0,-45.0,30.0,near,0.1369238291997168
3,bures,-75.0,-30.0,45.0,mid,0.15217349191451848
3,bures,-75.0,-15.0,60.0,mid,0.15176322230311792
3,bures,-75.0,0.0,75.0,mid,0.1328729494542438
3,bures,-75.0,15.0,90.0,far,0.14697481108910604
3,bures,-75.0,30.0,105.0,far,0.1735728950193431
3,bures,-75.0,45.0,120.0,far,0.20200632642743013
3,bures,-75.0,60.0,135.0,far,0.21909956582111748
3,bures,-75.0,75.0,150.0,far,0.16535624197926016
3,bures,-60.0,-45.0,15.0,near,0.07868131347259805
3,bures,-60.0,-30.0,30.0,near,0.14660596152974503
3,bures,-60.0,-15.0,45.0,mid,0.16142484096107967
3,bures,-60.0,0.0,60.0,mid,0.15013834702328002
3,bures,-60.0,15.0,75.0,mid,0.18317527882927434
3,bures,-60.0,30.0,90.0,far,0.2183177575567521
3,bures,-60.0,45.0,105.0,far,0.2543941713136276
3,bures,-60.0,60.0,120.0,far,0.26831483244243703
3,bures,-60.0,75.0,135.0,far,0.21496099146436065
3,bures,-45.0,-30.0,15.0,near,0.09784683009243555
3,bures,-45.0,-15.0,30.0,near,0.13362920573293102
3,bures,-45.0,0.0,45.0,mid,0.13314125279842406
3,bures,-45.0,15.0,60.0,mid,0.16435341892327646
3,bures,-45.0,30.0,75.0,mid,0.19699286099700708
3,bures,-45.0,45.0,90.0,far,0.2323750268613759
3,bures,-45.0,60.0,105.0,far,0.24073418793399765
3,bures,-45.0,75.0,120.0,far,0.19078509841932867
3,bures,-30.0,-15.0,15.0,near,0.05530134380006412
3,bures,-30.0,0.0,30.0,near,0.07386428030694502
3,bures,-30.0,15.0,45.0,mid,0.10223262120995703
3,bures,-30.0,30.0,60.0,mid,0.1494203315274323
3,bures,-30.0,45.0,75.0,mid,0.18904027568534104
3,bures,-30.0,60.0,90.0,far,0.19861161685316167
3,bures,-30.0,75.0,105.0,far,0.15199954499344392
3,bures,-15.0,0.0,15.0,near,0.048472257013865844
3,bures,-15.0,15.0,30.0,near,0.09447774108759814
3,bures,-15.0,30.0,45.0,mid,0.1601604556326037
3,bures,-15.0,45.0,60.0,mid,0.20385934622855795
3,bures,-15.0,60.0,75.0,mid,0.21868151019670456
3,bures,-15.0,75.0,90.0,far,0.17230050664558516
3,bures,0.0,15.0,15.0,near,0.06001623709562815
3,bures,0.0,30.0,30.0,near,0.13099598361400586
3,bures,0.0,45.0,45.0,mid,0.1812172145821025
3,bures,0.0,60.0,60.0,mid,0.20571482319662523
3,bures,0.0,75.0,75.0,mid,0.16702138546266415
3,bures,15.0,30.0,15.0,near,0.07512150691408075
3,bures,15.0,45.0,30.0,near,0.12837862997759591
3,bures,15.0,60.0,45.0,mid,0.16000760350286244
3,bures,15.0,75.0,60.0,mid,0.13728199970058683
3,bures,30.0,45.0,15.0,near,0.059669610092557675
3,bures,30.0,60.0,30.0,near,0.10620867444961153
3,bures,30.0,75.0,45.0,mid,0.11543034112040258
3,bures,45.0,60.0,15.0,near,0.06315448192441876
3,bures,45.0,75.0,30.0,near,0.10711921965284689
3,bures,60.0,75.0,15.0,near,0.07896489124726994
3,centroid_plus_log_euclidean,-75.0,-60.0,15.0,near,0.7042024967458602
3,centroid_plus_log_euclidean,-75.0,-45.0,30.0,near,1.6159968376357037
3,centroid_plus_log_euclidean,-75.0,-30.0,45.0,mid,2.103790430780114
3,centroid_plus_log_euclidean,-75.0,-15.0,60.0,mid,2.1835958424587893
3,centroid_plus_log_euclidean,-75.0,0.0,75.0,mid,2.0497024357650107
3,centroid_plus_log_euclidean,-75.0,15.0,90.0,far,1.9476348686809088
3,centroid_plus_log_euclidean,-75.0,30.0,105.0,far,1.7671916231982063
3,centroid_plus_log_euclidean,-75.0,45.0,120.0,far,1.586708547342091
3,centroid_plus_log_euclidean,-75.0,60.0,135.0,far,1.265729391439545
3,centroid_plus_log_euclidean,-75.0,75.0,150.0,far,0.7443950776736472
3,centroid_plus_log_euclidean,-60.0,-45.0,15.0,near,1.0704512494820355
3,centroid_plus_log_euclidean,-60.0,-30.0,30.0,near,1.7557486745948843
3,centroid_plus_log_euclidean,-60.0,-15.0,45.0,mid,1.9784874839478221
3,centroid_plus_log_euclidean,-60.0,0.0,60.0,mid,1.9738245381741066
3,centroid_plus_log_euclidean,-60.0,15.0,75.0,mid,2.0031012669205888
3,centroid_plus_log_euclidean,-60.0,30.0,90.0,far,1.9323625765534458
3,centroid_plus_log_euclidean,-60.0,45.0,105.0,far,1.842696609077302
3,centroid_plus_log_euclidean,-60.0,60.0,120.0,far,1.6099057699088166
3,centroid_plus_log_euclidean,-60.0,75.0,135.0,far,1.1630730492272314
3,centroid_plus_log_euclidean,-45.0,-30.0,15.0,near,0.8487227634587398
3,centroid_plus_log_euclidean,-45.0,-15.0,30.0,near,1.2539440741646248
3,centroid_plus_log_euclidean,-45.0,0.0,45.0,mid,1.4537570822308916
3,centroid_plus_log_euclidean,-45.0,15.0,60.0,mid,1.6589666065543867
3,centroid_plus_log_euclidean,-45.0,30.0,75.0,mid,1.8023446848023763
3,centroid_plus_log_euclidean,-45.0,45.0,90.0,far,1.913718383141299
3,centroid_plus_log_euclidean,-45.0,60.0,105.0,far,1.9235471772677903
3,centroid_plus_log_euclidean,-45.0,75.0,120.0,far,1.714771314512739
3,centroid_plus_log_euclidean,-30.0,-15.0,15.0,near,0.552919112238106
3,centroid_plus_log_euclidean,-30.0,0.0,30.0,near,0.9569944255951361
3,centroid_plus_log_euclidean,-30.0,15.0,45.0,mid,1.3120409495084913
3,centroid_plus_log_euclidean,-30.0,30.0,60.0,mid,1.6451571912053695
3,centroid_plus_log_euclidean,-30.0,45.0,75.0,mid,1.9002225860102566
3,centroid_plus_log_euclidean,-30.0,60.0,90.0,far,2.061027140543761
3,centroid_plus_log_euclidean,-30.0,75.0,105.0,far,1.9881354451368083
3,centroid_plus_log_euclidean,-15.0,0.0,15.0,near,0.5148619604456337
3,centroid_plus_log_euclidean,-15.0,15.0,30.0,near,0.9589351443353331
3,centroid_plus_log_euclidean,-15.0,30.0,45.0,mid,1.4221612448880303
3,centroid_plus_log_euclidean,-15.0,45.0,60.0,mid,1.7731420759143692
3,centroid_plus_log_euclidean,-15.0,60.0,75.0,mid,2.0363726964720703
3,centroid_plus_log_euclidean,-15.0,75.0,90.0,far,2.047860521303212
3,centroid_plus_log_euclidean,0.0,15.0,15.0,near,0.5013491926345774
3,centroid_plus_log_euclidean,0.0,30.0,30.0,near,1.0257072207999134
3,centroid_plus_log_euclidean,0.0,45.0,45.0,mid,1.4484689454335005
3,centroid_plus_log_euclidean,0.0,60.0,60.0,mid,1.8032116085007166
3,centroid_plus_log_euclidean,0.0,75.0,75.0,mid,1.907753617617102
3,centroid_plus_log_euclidean,15.0,30.0,15.0,near,0.5685564050628549
3,centroid_plus_log_euclidean,15.0,45.0,30.0,near,1.0329347993561804
3,centroid_plus_log_euclidean,15.0,60.0,45.0,mid,1.4502712211196085
3,centroid_plus_log_euclidean,15.0,75.0,60.0,mid,1.6697265576567903
3,centroid_plus_log_euclidean,30.0,45.0,15.0,near,0.49797954666197286
