model_seed,contrast,partition,geometry,metric,delta_mean,delta_ci_low,delta_ci_high,source_blocks
3,r5_smooth_residual_continuity_vs_r1_linear,trained,nominal,rho,0.014083436995315102,-0.001988615072205195,0.031190144950696417,640
3,r5_smooth_residual_continuity_vs_r1_linear,trained,nominal,stress,-0.011527819914278857,-0.01816040625745896,-0.004725285834191071,640
3,r5_smooth_residual_continuity_vs_r1_linear,trained,functional,rho,0.019714825413046887,0.002214565842052463,0.036780067677697995,640
3,r5_smooth_residual_continuity_vs_r1_linear,trained,functional,stress,-0.017046419488433887,-0.02518597067006972,-0.00847768326665481,640
3,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,nominal,rho,0.010593070521323262,-0.001926333736872025,0.02295470257847326,640
3,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,nominal,stress,-0.011336198410665821,-0.01631081151016483,-0.006145198865403935,640
3,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,functional,rho,0.01699040908425515,0.0038138367813406676,0.030407169751683304,640
3,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,functional,stress,-0.019724331224981462,-0.02589761562150608,-0.013549298521731158,640
3,r5_smooth_residual_continuity_vs_r0_mlp,trained,nominal,rho,0.010944955972381692,-0.010962088503282206,0.030862143888093965,640
3,r5_smooth_residual_continuity_vs_r0_mlp,trained,nominal,stress,-0.005259048931664419,-0.013534461221025132,0.003645505494439277,640
3,r5_smooth_residual_continuity_vs_r0_mlp,trained,functional,rho,0.003972760788523307,-0.018197230791830978,0.024785061369399723,640
3,r5_smooth_residual_continuity_vs_r0_mlp,trained,functional,stress,0.0007112701571944325,-0.008158699145757651,0.010234228605372871,640
3,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,nominal,rho,0.03329785905165677,0.018714808812209403,0.04860154642674609,640
3,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,nominal,stress,-0.02169917291495176,-0.027731621721995305,-0.015781767818771344,640
3,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,functional,rho,0.029589131695578676,0.01507682679924843,0.04537233129448417,640
3,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,functional,stress,-0.019343397803182012,-0.026107844996583137,-0.012630154885047654,640
3,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,nominal,rho,-0.07505538319717646,-0.09720501437848958,-0.053005567630675016,640
3,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,nominal,stress,0.0326046462128997,0.02348011639320753,0.04198790376462686,640
3,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,functional,rho,-0.02993475254152308,-0.055596055962341476,-0.00501561049551067,640
3,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,functional,stress,0.03623759651238251,0.02603090407489412,0.04728748336352449,640
3,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,nominal,rho,-0.032470815732935386,-0.05065604306117957,-0.014415192144271338,640
3,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,nominal,stress,0.03333168979180675,0.025886695959819652,0.04015903206699778,640
3,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,functional,rho,-0.002236186812988805,-0.021934946639753664,0.01686239027089557,640
3,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,functional,stress,0.0386651881216175,0.029779987237797338,0.046945935356061064,640
3,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,nominal,rho,-0.06384226587156945,-0.08880212871566423,-0.03903907878107215,640
3,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,nominal,stress,0.0369157209473425,0.02659434003255589,0.04740635040204431,640
3,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,functional,rho,-0.05691973019756761,-0.08274317191806763,-0.032455717559390404,640
3,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,functional,stress,0.024972121772855856,0.014420570526305932,0.03610603305675369,640
3,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,nominal,rho,-0.07225246386864474,-0.09277408857227681,-0.052125918046534325,640
3,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,nominal,stress,0.05036270889067714,0.041978806763677955,0.05885394197957461,640
3,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,functional,rho,-0.06445750854759487,-0.08510924128551357,-0.04408263360356519,640
3,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,functional,stress,0.038487971071395836,0.029952553819863198,0.047737234270861455,640
3,r4_smooth_residual_vs_r1_linear,trained,nominal,rho,0.07792570286688456,0.05142639521723701,0.10416057362654603,640
3,r4_smooth_residual_vs_r1_linear,trained,nominal,stress,-0.04844354086162135,-0.0592709092547218,-0.03733248443263121,640
3,r4_smooth_residual_vs_r1_linear,trained,functional,rho,0.07663455561061447,0.04819132644763263,0.10493302730236449,640
3,r4_smooth_residual_vs_r1_linear,trained,functional,stress,-0.04201854126128973,-0.05445898562456124,-0.029676340154466112,640
3,r4_smooth_residual_vs_r1_linear,heldout_dense,nominal,rho,0.08284553438996801,0.06233990303274328,0.1027115759751014,640
3,r4_smooth_residual_vs_r1_linear,heldout_dense,nominal,stress,-0.06169890730134296,-0.06996737594846718,-0.053612402447651336,640
3,r4_smooth_residual_vs_r1_linear,heldout_dense,functional,rho,0.08144791763185,0.05921154684178884,0.10272209412183778,640
3,r4_smooth_residual_vs_r1_linear,heldout_dense,functional,stress,-0.058212302296377305,-0.06755530811955862,-0.04930492612094811,640
