model_seed,method,angle,best_accuracy,final_accuracy,forgetting
0,r0_mlp,-60.0,0.60625,0.284375,0.32187499999999997
0,r0_mlp,-30.0,0.7765625,0.596875,0.1796875
0,r0_mlp,0.0,0.921875,0.890625,0.03125
0,r0_mlp,30.0,0.796875,0.796875,0.0
0,r0_mlp,60.0,0.53125,0.53125,0.0
0,r1_linear,-60.0,0.6078125,0.29375,0.31406249999999997
0,r1_linear,-30.0,0.775,0.6046875,0.17031249999999998
0,r1_linear,0.0,0.9234375,0.884375,0.0390625
0,r1_linear,30.0,0.803125,0.803125,0.0
0,r1_linear,60.0,0.53125,0.53125,0.0
0,r2_prototype_energy,-60.0,0.609375,0.3828125,0.2265625
0,r2_prototype_energy,-30.0,0.7296875,0.609375,0.12031250000000004
0,r2_prototype_energy,0.0,0.91875,0.865625,0.05312499999999998
0,r2_prototype_energy,30.0,0.7921875,0.7921875,0.0
0,r2_prototype_energy,60.0,0.521875,0.45625,0.06562499999999999
