model_seed,method,stage,angle,angle_type,accuracy,nll
4,r0_mlp,0,-75.0,heldout,0.2421875,2.3402742385864257
4,r0_mlp,0,-60.0,train,0.284375,2.090003156661987
4,r0_mlp,0,-45.0,heldout,0.4109375,1.658276867866516
4,r0_mlp,0,-30.0,train,0.6203125,1.1103979349136353
4,r0_mlp,0,-15.0,heldout,0.8265625,0.5803239464759826
4,r0_mlp,0,0.0,train,0.8984375,0.39260523915290835
4,r0_mlp,0,15.0,heldout,0.86875,0.46940937638282776
4,r0_mlp,0,30.0,train,0.7984375,0.6704520225524903
4,r0_mlp,0,45.0,heldout,0.6671875,0.9473416328430175
4,r0_mlp,0,60.0,train,0.54375,1.2225947856903077
4,r0_mlp,0,75.0,heldout,0.3890625,1.7166590452194215
4,r0_mlp,1,-75.0,heldout,0.246875,2.2992260456085205
4,r0_mlp,1,-60.0,train,0.296875,2.0529778957366944
4,r0_mlp,1,-45.0,heldout,0.4203125,1.6363659143447875
4,r0_mlp,1,-30.0,train,0.63125,1.0971041679382325
4,r0_mlp,1,-15.0,heldout,0.8234375,0.5741591215133667
4,r0_mlp,1,0.0,train,0.9,0.38943950533866883
4,r0_mlp,1,15.0,heldout,0.8671875,0.46869252920150756
4,r0_mlp,1,30.0,train,0.8015625,0.6701742768287658
4,r0_mlp,1,45.0,heldout,0.671875,0.9459821701049804
4,r0_mlp,1,60.0,train,0.5421875,1.2121488094329833
4,r0_mlp,1,75.0,heldout,0.4,1.6996907472610474
4,r0_mlp,2,-75.0,heldout,0.25,2.2731269359588624
4,r0_mlp,2,-60.0,train,0.309375,2.0298165798187258
4,r0_mlp,2,-45.0,heldout,0.421875,1.6194315671920776
4,r0_mlp,2,-30.0,train,0.634375,1.0823552846908568
4,r0_mlp,2,-15.0,heldout,0.828125,0.5648942172527314
4,r0_mlp,2,0.0,train,0.903125,0.3839462399482727
4,r0_mlp,2,15.0,heldout,0.86875,0.4658340334892273
4,r0_mlp,2,30.0,train,0.8,0.6708631396293641
4,r0_mlp,2,45.0,heldout,0.6703125,0.9489849805831909
4,r0_mlp,2,60.0,train,0.5421875,1.2116936206817628
4,r0_mlp,2,75.0,heldout,0.396875,1.6926606893539429
4,r0_mlp,3,-75.0,heldout,0.259375,2.2291817665100098
4,r0_mlp,3,-60.0,train,0.325,1.997017765045166
4,r0_mlp,3,-45.0,heldout,0.4296875,1.6089751958847045
4,r0_mlp,3,-30.0,train,0.6390625,1.0797067761421204
4,r0_mlp,3,-15.0,heldout,0.8296875,0.565791791677475
4,r0_mlp,3,0.0,train,0.909375,0.38653781414031985
4,r0_mlp,3,15.0,heldout,0.8671875,0.47072388529777526
4,r0_mlp,3,30.0,train,0.8046875,0.6722041845321656
4,r0_mlp,3,45.0,heldout,0.6640625,0.9448992371559143
4,r0_mlp,3,60.0,train,0.55,1.1940090894699096
4,r0_mlp,3,75.0,heldout,0.41875,1.6687700271606445
4,r0_mlp,4,-75.0,heldout,0.259375,2.226282548904419
4,r0_mlp,4,-60.0,train,0.328125,1.994133758544922
4,r0_mlp,4,-45.0,heldout,0.43125,1.6104317665100099
4,r0_mlp,4,-30.0,train,0.6359375,1.0848073840141297
4,r0_mlp,4,-15.0,heldout,0.828125,0.5708777368068695
4,r0_mlp,4,0.0,train,0.9046875,0.3903998792171478
4,r0_mlp,4,15.0,heldout,0.8671875,0.47378759980201723
4,r0_mlp,4,30.0,train,0.80625,0.6720790982246398
4,r0_mlp,4,45.0,heldout,0.6609375,0.9419661402702332
4,r0_mlp,4,60.0,train,0.5515625,1.1885605812072755
4,r0_mlp,4,75.0,heldout,0.421875,1.6654118537902831
4,r1_linear,0,-75.0,heldout,0.2265625,2.395271968841553
4,r1_linear,0,-60.0,train,0.2765625,2.136461019515991
4,r1_linear,0,-45.0,heldout,0.40625,1.67868173122406
4,r1_linear,0,-30.0,train,0.61875,1.1179171800613403
4,r1_linear,0,-15.0,heldout,0.8328125,0.5816755056381225
4,r1_linear,0,0.0,train,0.8984375,0.39888076186180116
4,r1_linear,0,15.0,heldout,0.8703125,0.4771031022071838
4,r1_linear,0,30.0,train,0.79375,0.6847562313079834
4,r1_linear,0,45.0,heldout,0.6609375,0.9632434487342835
4,r1_linear,0,60.0,train,0.528125,1.264040994644165
4,r1_linear,0,75.0,heldout,0.384375,1.7586281538009643
4,r1_linear,1,-75.0,heldout,0.228125,2.392074203491211
4,r1_linear,1,-60.0,train,0.2796875,2.1330539703369142
4,r1_linear,1,-45.0,heldout,0.40625,1.6761967658996582
4,r1_linear,1,-30.0,train,0.6203125,1.1162105798721313
4,r1_linear,1,-15.0,heldout,0.834375,0.5807985126972198
4,r1_linear,1,0.0,train,0.8984375,0.39828110933303834
4,r1_linear,1,15.0,heldout,0.86875,0.4767176389694214
4,r1_linear,1,30.0,train,0.79375,0.6845605850219727
4,r1_linear,1,45.0,heldout,0.659375,0.9629926323890686
4,r1_linear,1,60.0,train,0.528125,1.2629507064819336
4,r1_linear,1,75.0,heldout,0.384375,1.7573816537857057
4,r1_linear,2,-75.0,heldout,0.2296875,2.3904409885406492
4,r1_linear,2,-60.0,train,0.2796875,2.131223726272583
4,r1_linear,2,-45.0,heldout,0.4078125,1.6744783878326417
4,r1_linear,2,-30.0,train,0.6203125,1.114774227142334
