model_seed,angle,row,column,value
4,-75.0,0,0,0.059958247811029805
4,-75.0,0,1,-0.00108952054511907
4,-75.0,0,2,-0.006115534769944208
4,-75.0,0,3,-0.019664115684614968
4,-75.0,1,0,-0.00108952054511907
4,-75.0,1,1,0.19655876170459285
4,-75.0,1,2,0.09910704696138799
4,-75.0,1,3,0.05785282235306142
4,-75.0,2,0,-0.006115534769944208
4,-75.0,2,1,0.09910704696138799
4,-75.0,2,2,0.12617030476593097
4,-75.0,2,3,-0.019553868601749343
4,-75.0,3,0,-0.019664115684614968
4,-75.0,3,1,0.05785282235306142
4,-75.0,3,2,-0.019553868601749343
4,-75.0,3,3,0.13601282459790767
4,-60.0,0,0,0.10117706452093672
4,-60.0,0,1,-0.0010188148547112287
4,-60.0,0,2,-0.01841236994310652
4,-60.0,0,3,-0.04252500409894258
4,-60.0,1,0,-0.0010188148547112287
4,-60.0,1,1,0.24772265123930504
4,-60.0,1,2,0.12176245517094655
4,-60.0,1,3,0.07042043864078032
4,-60.0,2,0,-0.01841236994310652
4,-60.0,2,1,0.12176245517094655
4,-60.0,2,2,0.14733833602713037
4,-60.0,2,3,-0.006690279097330954
4,-60.0,3,0,-0.04252500409894258
4,-60.0,3,1,0.07042043864078032
4,-60.0,3,2,-0.006690279097330954
4,-60.0,3,3,0.17152870260675113
4,-45.0,0,0,0.1679521771633963
4,-45.0,0,1,-0.01808009749150407
4,-45.0,0,2,-0.01649515339380495
4,-45.0,0,3,-0.059695836931963515
4,-45.0,1,0,-0.01808009749150407
4,-45.0,1,1,0.3078209963342496
4,-45.0,1,2,0.1329846291996318
4,-45.0,1,3,0.11793439460484585
4,-45.0,2,0,-0.01649515339380495
4,-45.0,2,1,0.1329846291996318
4,-45.0,2,2,0.1694286996743214
4,-45.0,2,3,-0.0024240084025202646
4,-45.0,3,0,-0.059695836931963515
4,-45.0,3,1,0.11793439460484585
4,-45.0,3,2,-0.0024240084025202646
4,-45.0,3,3,0.2032869631177518
4,-30.0,0,0,0.18405686235905466
4,-30.0,0,1,-0.022858107895469205
4,-30.0,0,2,-0.005726652580933791
4,-30.0,0,3,-0.04374610856809441
4,-30.0,1,0,-0.022858107895469205
4,-30.0,1,1,0.32144570897990393
4,-30.0,1,2,0.13943866316274217
4,-30.0,1,3,0.11593909293203854
4,-30.0,2,0,-0.005726652580933791
4,-30.0,2,1,0.13943866316274217
4,-30.0,2,2,0.18343125769225654
4,-30.0,2,3,-0.012643370196464783
4,-30.0,3,0,-0.04374610856809441
4,-30.0,3,1,0.11593909293203854
4,-30.0,3,2,-0.012643370196464783
4,-30.0,3,3,0.1748019743120458
4,-15.0,0,0,0.12988842716841503
4,-15.0,0,1,-0.008972613555501614
4,-15.0,0,2,0.0022388172822842573
4,-15.0,0,3,-0.028318166624209055
4,-15.0,1,0,-0.008972613555501614
4,-15.0,1,1,0.32439601500763005
4,-15.0,1,2,0.16356239792990407
4,-15.0,1,3,0.11547107200962667
4,-15.0,2,0,0.0022388172822842573
4,-15.0,2,1,0.16356239792990407
4,-15.0,2,2,0.1912397434807788
4,-15.0,2,3,-0.008710553730232107
4,-15.0,3,0,-0.028318166624209055
4,-15.0,3,1,0.11547107200962667
4,-15.0,3,2,-0.008710553730232107
4,-15.0,3,3,0.16194457454126318
4,0.0,0,0,0.10182552448472944
4,0.0,0,1,-0.025592473466939273
4,0.0,0,2,-0.008954403998151082
4,0.0,0,3,-0.0345611719454588
4,0.0,1,0,-0.025592473466939273
4,0.0,1,1,0.31483008196091355
4,0.0,1,2,0.1590449970609747
4,0.0,1,3,0.13262563608700728
4,0.0,2,0,-0.008954403998151082
4,0.0,2,1,0.1590449970609747
4,0.0,2,2,0.18036527190890905
4,0.0,2,3,-8.670724201863133e-05
4,0.0,3,0,-0.0345611719454588
4,0.0,3,1,0.13262563608700728
