model_seed,method,source_index,scale,nominal_tangent_change,nominal_orthogonal_change,functional_tangent_change,functional_orthogonal_change,tangent_jacobian_sensitivity,orthogonal_jacobian_sensitivity,prediction_preserved,true_class_log_prob_change
4,r0_mlp,3316,-0.5,0.0030595215503126383,0.05480027198791504,3.667670611662288e-08,0.07049118727445602,0.018849603831768036,0.17313162982463837,1,-0.004651069641113281
4,r0_mlp,354,-0.5,0.006102352868765593,0.04843368008732796,7.353734332582462e-08,0.0667819231748581,0.029423443600535393,0.1453738957643509,1,7.608532905578613e-05
4,r0_mlp,1021,-0.5,0.003907982725650072,0.04278312996029854,3.8040408156803096e-08,0.038771338760852814,0.0370904915034771,0.13196775317192078,1,-0.0006650090217590332
4,r0_mlp,9593,-0.5,0.005748879164457321,0.04973414167761803,8.008860419295161e-08,0.06587491184473038,0.03508473560214043,0.1494792252779007,1,5.602836608886719e-06
4,r0_mlp,8963,-0.5,0.021259021013975143,0.03768132999539375,0.0035560738760977983,0.03584008663892746,0.0237723421305418,0.10807153582572937,1,-0.0018356889486312866
4,r0_mlp,2629,-0.5,0.01512754987925291,0.03827667608857155,4.869298936682753e-05,0.03650953248143196,0.012855832464993,0.1080034151673317,1,-0.0010082423686981201
4,r0_mlp,1781,-0.5,0.005891385953873396,0.0526568777859211,3.912708379516516e-08,0.0609462670981884,0.034045226871967316,0.16695547103881836,1,0.002651035785675049
4,r0_mlp,3977,-0.5,0.017164377495646477,0.04986432567238808,0.0008936302619986236,0.06748738139867783,0.02672038972377777,0.14897796511650085,1,0.001825183629989624
4,r0_mlp,2622,-0.5,0.004058531951159239,0.055829085409641266,2.98150943933706e-08,0.06556044518947601,0.020377326756715775,0.17558982968330383,1,-0.0012489557266235352
4,r0_mlp,6753,-0.5,0.02565898559987545,0.03972572833299637,0.009158490225672722,0.034870076924562454,0.04309041053056717,0.1149195209145546,1,0.0014296919107437134
4,r0_mlp,7358,-0.5,0.006349002011120319,0.041133321821689606,2.6263560926054197e-07,0.05306665226817131,0.04293388873338699,0.12648597359657288,1,-0.00032213330268859863
4,r0_mlp,1653,-0.5,0.029219986870884895,0.03176472336053848,0.028416791930794716,0.025855155661702156,0.044652607291936874,0.08127083629369736,1,0.0006188452243804932
4,r0_mlp,7365,-0.5,0.01607205718755722,0.04866280034184456,5.838727156515233e-05,0.049916140735149384,0.021092526614665985,0.14846572279930115,1,0.010673046112060547
4,r0_mlp,1171,-0.5,0.004550164099782705,0.048601165413856506,3.737567055850377e-08,0.04844922944903374,0.026360390707850456,0.15054793655872345,1,-0.0007451474666595459
4,r0_mlp,5714,-0.5,0.008837703615427017,0.04083264619112015,4.6298774236674944e-07,0.03663104027509689,0.019298847764730453,0.11990459263324738,1,-0.003752470016479492
4,r0_mlp,539,-0.5,0.01998147927224636,0.0448530949652195,0.01361016184091568,0.0563049390912056,0.03679767996072769,0.1372726559638977,1,0.0006535500288009644
4,r0_mlp,9134,-0.5,0.03891474008560181,0.03509233891963959,0.03833584859967232,0.03174494579434395,0.07797016948461533,0.09605778753757477,1,0.0016487464308738708
4,r0_mlp,4757,-0.5,0.034233253449201584,0.03708333894610405,0.03260781243443489,0.03465726599097252,0.06553760915994644,0.10539132356643677,1,0.0005239956080913544
4,r0_mlp,4952,-0.5,0.01078177522867918,0.04852035269141197,1.2648804386117263e-06,0.048828549683094025,0.062024325132369995,0.15173982083797455,1,-0.0009061545133590698
4,r0_mlp,6384,-0.5,0.015334019437432289,0.043615709990262985,0.0023589918855577707,0.05651954188942909,0.02161439135670662,0.129666268825531,1,-0.002381563186645508
4,r0_mlp,8511,-0.5,0.003529380774125457,0.03692260757088661,3.0799149897120515e-08,0.03751961141824722,0.03598811849951744,0.12143103033304214,1,-0.00045365095138549805
4,r0_mlp,3837,-0.5,0.025380287319421768,0.03190663084387779,0.020589955151081085,0.02496800571680069,0.033054597675800323,0.0833970382809639,1,0.00013986974954605103
4,r0_mlp,401,-0.5,0.005740778986364603,0.0441635400056839,6.76736391369559e-08,0.041990723460912704,0.024637550115585327,0.13779908418655396,1,0.0002620220184326172
4,r0_mlp,558,-0.5,0.005750439595431089,0.04598159343004227,5.6792945457573296e-08,0.05422382801771164,0.02329416014254093,0.13791128993034363,1,0.0034591853618621826
4,r0_mlp,7355,-0.5,0.010600006207823753,0.04100452736020088,1.7183431282319361e-06,0.03712969273328781,0.016691075637936592,0.1196148693561554,1,0.0011248737573623657
4,r0_mlp,9468,-0.5,0.021516699343919754,0.04483673721551895,0.0020062457770109177,0.03997943550348282,0.03449945151805878,0.13686023652553558,1,0.002635754644870758
