model_seed,method,source_index,scale,signed_route_effect,orthogonal_abs_effect,class_log_prob_drop,prediction_preserved
3,d4_no_geo,5539,-0.5,-0.05712580680847168,0.1195305660367012,-0.01563704013824463,1
3,d4_no_geo,6190,-0.5,-0.0358581505715847,0.09520850330591202,0.010424435138702393,1
3,d4_no_geo,2445,-0.5,-0.06203752011060715,0.1370963454246521,0.0016888044774532318,1
3,d4_no_geo,4846,-0.5,-0.04606024920940399,0.09610437601804733,0.05392003059387207,1
3,d4_no_geo,2634,-0.5,-0.023775111883878708,0.046438902616500854,-0.004085548222064972,1
3,d4_no_geo,3782,-0.5,-0.01390513963997364,0.03964550048112869,0.013805627822875977,1
3,d4_no_geo,5255,-0.5,-0.06489764899015427,0.12086117267608643,0.00823095254600048,1
3,d4_no_geo,4626,-0.5,-0.05811186134815216,0.107230544090271,0.0012907087802886963,1
3,d4_no_geo,3512,-0.5,-0.0719907283782959,0.09932373464107513,0.003575507551431656,1
3,d4_no_geo,3800,-0.5,-0.04481272026896477,0.09193048626184464,-0.005530640482902527,1
3,d4_no_geo,7462,-0.5,-0.024563442915678024,0.07618435472249985,0.023335695266723633,1
3,d4_no_geo,9545,-0.5,-0.06433612108230591,0.12532220780849457,0.002519039437174797,1
3,d4_no_geo,7145,-0.5,-0.004559950903058052,0.04989252984523773,-0.0005216822028160095,1
3,d4_no_geo,9862,-0.5,-0.04031151160597801,0.08801205456256866,0.0003349781036376953,1
3,d4_no_geo,7552,-0.5,-0.046130213886499405,0.11818051338195801,-0.00391840934753418,1
3,d4_no_geo,6256,-0.5,-0.04283834248781204,0.09337479621171951,-0.044011592864990234,1
3,d4_no_geo,6613,-0.5,-0.026349883526563644,0.06542707234621048,-0.01887187361717224,1
3,d4_no_geo,2169,-0.5,-0.037472594529390335,0.08111968636512756,-0.045689284801483154,1
3,d4_no_geo,1455,-0.5,-0.04101865738630295,0.09890013933181763,0.02176603674888611,1
3,d4_no_geo,9470,-0.5,-0.027918551117181778,0.043149951845407486,0.010889410972595215,1
3,d4_no_geo,2730,-0.5,-0.007592781446874142,0.04483276233077049,0.008138179779052734,1
3,d4_no_geo,8884,-0.5,-0.04739794135093689,0.1036534458398819,-0.004236102104187012,1
3,d4_no_geo,991,-0.5,-0.02182421274483204,0.0520971417427063,-0.013839811086654663,1
3,d4_no_geo,6068,-0.5,-0.04268068075180054,0.08627040684223175,-0.022843599319458008,1
3,d4_no_geo,1285,-0.5,-0.06337039172649384,0.12102144211530685,0.002808462828397751,1
3,d4_no_geo,8158,-0.5,-0.05959608033299446,0.13316094875335693,0.0016131922602653503,1
3,d4_no_geo,5583,-0.5,-0.029762186110019684,0.08259998261928558,-0.028265416622161865,1
3,d4_no_geo,4545,-0.5,-0.03171491250395775,0.057861048728227615,0.007254749536514282,1
3,d4_no_geo,906,-0.5,-0.041087664663791656,0.11241408437490463,0.015010207891464233,1
3,d4_no_geo,4698,-0.5,-0.045686155557632446,0.10424856096506119,-0.005591839551925659,1
3,d4_no_geo,9751,-0.5,-0.01770072802901268,0.04892955720424652,0.03730130195617676,1
3,d4_no_geo,9484,-0.5,-0.03876602277159691,0.08606108278036118,-0.01819378137588501,1
3,d4_no_geo,8365,-0.5,-0.035761840641498566,0.05253203958272934,0.004138320684432983,1
3,d4_no_geo,2158,-0.5,-0.01466771587729454,0.03651578351855278,0.00826418399810791,1
3,d4_no_geo,3761,-0.5,-0.024462059140205383,0.04939236864447594,-0.0025988444685935974,1
3,d4_no_geo,4111,-0.5,-0.03921463340520859,0.06609253585338593,0.13073945045471191,1
3,d4_no_geo,5075,-0.5,-0.04774238541722298,0.09551489353179932,0.012072116136550903,1
3,d4_no_geo,9562,-0.5,-0.03546484559774399,0.09586849063634872,0.018877267837524414,1
3,d4_no_geo,9497,-0.5,-0.046147651970386505,0.10476211458444595,0.028379768133163452,1
3,d4_no_geo,2116,-0.5,-0.061733655631542206,0.1317477971315384,-0.026715099811553955,1
3,d4_no_geo,1705,-0.5,-0.0064025139436125755,0.056522171944379807,-0.000786956399679184,1
3,d4_no_geo,6238,-0.5,-0.06320065259933472,0.11352086067199707,-0.04284444451332092,1
3,d4_no_geo,4517,-0.5,-0.03397727757692337,0.05014323815703392,0.004650890827178955,1
