model_seed,method,stage,current_angle,seen_angles,forward_images,optimizer_steps,source_examples,wall_seconds,loss,current_ce,anchor_ce,route_geo,route_match,route_far,context_geo,context_spread,fiber,centroid,host_diversity
3,d4_no_geo,0,-60.0,[-60.0],1024,16,1024,1.1914645059999884,1.938992716372013,1.896317794919014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8534985296428204
3,d4_no_geo,1,-30.0,"[-60.0, -30.0]",2048,16,1024,1.6399807639999153,1.4682969339191914,1.3097133971750736,1.232624039053917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7064223997294903
3,d4_no_geo,2,0.0,"[-60.0, -30.0, 0.0]",3072,16,1024,2.2004995839999992,0.6121408939361572,0.4689877051860094,1.1695834882557392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238967444747686
3,d4_no_geo,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",4096,16,1024,4.320127518000049,1.9538158997893333,1.808837465941906,1.3027424290776253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29408439062535763
3,d4_no_geo,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",5120,16,1024,3.994667305000007,0.8675903305411339,0.7311626002192497,1.2276681810617447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27321830950677395
3,d4_full_legacy_route,0,-60.0,[-60.0],1024,16,1024,1.459460503999935,1.9391177222132683,1.896317794919014,0.0,0.0,0.0,0.0,0.0,0.002500000176951289,0.0,0.0,0.8534985296428204
3,d4_full_legacy_route,1,-30.0,"[-60.0, -30.0]",2048,16,1024,1.7312304520000907,1.5517365038394928,1.313250306993723,1.2311070710420609,0.47013883106410503,0.47013883106410503,0.0,0.040564013412222266,0.0001571798720760853,0.5727260503917933,0.005497539677009833,0.7077229917049408
3,d4_full_legacy_route,2,0.0,"[-60.0, -30.0, 0.0]",3072,16,1024,2.2805373979999786,0.6662977691739798,0.4717335933819413,1.1702058985829353,0.2138528898358345,0.2138528898358345,0.0,0.043313606176525354,1.1447977214196214e-05,0.49583685025572777,0.01144031654621358,0.5292499754577875
3,d4_full_legacy_route,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",4096,16,1024,4.454647357999988,2.002083495259285,1.8049852177500725,1.2704427242279053,0.15857087448239326,0.15857087448239326,0.0,0.0829176043625921,5.947953098939252e-07,0.5353609453886747,0.0745474046561867,0.3081935867667198
3,d4_full_legacy_route,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",5120,16,1024,4.271884243999921,0.9078108482062817,0.7158815264701843,1.222117654979229,0.14090133924037218,0.14090133924037218,0.0,0.0762268677353859,3.951770508048291e-11,0.5815417468547821,0.09110345272347331,0.28744938038289547
3,d4_full_stationary_route,0,-60.0,[-60.0],1024,16,1024,1.019136134000064,1.9391177222132683,1.896317794919014,0.0,0.0,0.0,0.0,0.0,0.002500000176951289,0.0,0.0,0.8534985296428204
3,d4_full_stationary_route,1,-30.0,"[-60.0, -30.0]",2048,16,1024,2.554976950000082,1.5160601027309895,1.3132523819804192,1.2311139330267906,0.11357212299481034,0.11357212299481034,0.0,0.04047720378730446,0.00015738835054435185,0.5724468231201172,0.005507869539031596,0.7077154219150543
3,d4_full_stationary_route,2,0.0,"[-60.0, -30.0, 0.0]",3072,16,1024,2.339911615000119,0.6641640104353428,0.4711313908919692,1.1740954667329788,0.19081810023635626,0.15994155500084162,0.12350618233904243,0.044903702568262815,1.141623276268433e-05,0.49981597252190113,0.011941951543121831,0.5292480960488319
3,d4_full_stationary_route,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",4096,16,1024,3.5205669100000705,2.0094290301203728,1.7985905930399895,1.2959012389183044,0.2743668286129832,0.25464496575295925,0.0788874477148056,0.08334740018472075,5.525475090806253e-07,0.5416965652257204,0.0613843749742955,0.30645541567355394
3,d4_full_stationary_route,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",5120,16,1024,4.892032734000168,0.924796286970377,0.7238321024924517,1.2381362318992615,0.24529474880546331,0.22701184544712305,0.07313161552883685,0.06784421438351274,5.577218686880769e-09,0.5808071158826351,0.046831567597109824,0.28909436240792274
