model_seed,method,stage,angle,angle_type,accuracy,nll
3,d4_no_geo,0,-75.0,heldout,0.47265625,1.6246670484542847
3,d4_no_geo,0,-60.0,train,0.55078125,1.4031972885131836
3,d4_no_geo,0,-45.0,heldout,0.5234375,1.4906928539276123
3,d4_no_geo,0,-30.0,train,0.37890625,1.840955138206482
3,d4_no_geo,0,-15.0,heldout,0.28515625,2.1417243480682373
3,d4_no_geo,0,0.0,train,0.25,2.284257173538208
3,d4_no_geo,0,15.0,heldout,0.22265625,2.311171054840088
3,d4_no_geo,0,30.0,train,0.2109375,2.2376301288604736
3,d4_no_geo,0,45.0,heldout,0.19921875,2.1947097778320312
3,d4_no_geo,0,60.0,train,0.16015625,2.245333194732666
3,d4_no_geo,0,75.0,heldout,0.15625,2.326035261154175
3,d4_no_geo,1,-75.0,heldout,0.421875,1.6249620914459229
3,d4_no_geo,1,-60.0,train,0.578125,1.226888656616211
3,d4_no_geo,1,-45.0,heldout,0.7421875,0.9195475578308105
3,d4_no_geo,1,-30.0,train,0.76171875,0.8784401416778564
3,d4_no_geo,1,-15.0,heldout,0.7734375,0.8960731029510498
3,d4_no_geo,1,0.0,train,0.671875,1.010794997215271
3,d4_no_geo,1,15.0,heldout,0.59765625,1.2403993606567383
3,d4_no_geo,1,30.0,train,0.4296875,1.574459195137024
3,d4_no_geo,1,45.0,heldout,0.28125,1.9615803956985474
3,d4_no_geo,1,60.0,train,0.15625,2.3124754428863525
3,d4_no_geo,1,75.0,heldout,0.1328125,2.5432748794555664
3,d4_no_geo,2,-75.0,heldout,0.22265625,2.347929000854492
3,d4_no_geo,2,-60.0,train,0.30859375,1.9091366529464722
3,d4_no_geo,2,-45.0,heldout,0.5078125,1.3294225931167603
3,d4_no_geo,2,-30.0,train,0.72265625,0.8634030222892761
3,d4_no_geo,2,-15.0,heldout,0.8828125,0.40767714381217957
3,d4_no_geo,2,0.0,train,0.921875,0.293707013130188
3,d4_no_geo,2,15.0,heldout,0.8515625,0.5111732482910156
3,d4_no_geo,2,30.0,train,0.63671875,1.0921553373336792
3,d4_no_geo,2,45.0,heldout,0.3984375,1.8930977582931519
3,d4_no_geo,2,60.0,train,0.23828125,2.5724685192108154
3,d4_no_geo,2,75.0,heldout,0.15234375,2.9685487747192383
