model_seed,method,space,mae,rmse,r2
3,d4_no_geo,context,43.265936138904635,50.84486708682062,0.015161710828017205
3,d4_no_geo,route,44.05887087022004,50.834195797248945,0.01557506196074565
3,d4_full_legacy_route,context,40.88402044052695,49.1380237725495,0.08017318846794685
3,d4_full_legacy_route,route,42.79033278866814,50.1610159958016,0.041475228292928046
3,d4_full_stationary_route,context,39.0724375654724,47.477655844829044,0.14128464589713163
3,d4_full_stationary_route,route,43.41839604575805,50.60483888606786,0.02443820240575767
