model_seed,contrast,partition,geometry,metric,delta_mean,delta_ci_low,delta_ci_high,source_blocks
0,r2_prototype_energy_vs_r0_mlp,trained,nominal,rho,0.05020576446496322,0.031363456640095766,0.06912132006686904,640
0,r2_prototype_energy_vs_r0_mlp,trained,nominal,stress,0.002518264526466027,-0.004878847688758851,0.009969315095615038,640
0,r2_prototype_energy_vs_r0_mlp,trained,functional,rho,0.014768738231335371,-0.006318924331695589,0.03592468262041908,640
0,r2_prototype_energy_vs_r0_mlp,trained,functional,stress,-0.015832406786908913,-0.024186019944019414,-0.0073312643633055,640
0,r2_prototype_energy_vs_r0_mlp,heldout_dense,nominal,rho,0.021984367520994325,0.007869590937617434,0.036754150886062396,640
0,r2_prototype_energy_vs_r0_mlp,heldout_dense,nominal,stress,0.00867805696979235,0.002749793074832342,0.01457435121928956,640
0,r2_prototype_energy_vs_r0_mlp,heldout_dense,functional,rho,0.0011699637191668235,-0.015207150959837889,0.017215180439168972,640
0,r2_prototype_energy_vs_r0_mlp,heldout_dense,functional,stress,-0.00909552406430733,-0.015836317609529374,-0.002477981920449085,640
0,r2_prototype_energy_vs_r1_linear,trained,nominal,rho,-0.07598898198247944,-0.09948910353434119,-0.05381104488054811,640
0,r2_prototype_energy_vs_r1_linear,trained,nominal,stress,0.0554747865228867,0.04720949366204193,0.06396577079178613,640
0,r2_prototype_energy_vs_r1_linear,trained,functional,rho,-0.08211696549877665,-0.108419373191843,-0.05645094442452186,640
0,r2_prototype_energy_vs_r1_linear,trained,functional,stress,0.0498425643523124,0.03982519406700081,0.0596086821973573,640
0,r2_prototype_energy_vs_r1_linear,heldout_dense,nominal,rho,-0.0662585610709428,-0.08467446720637739,-0.04702468892150452,640
0,r2_prototype_energy_vs_r1_linear,heldout_dense,nominal,stress,0.05086367602933707,0.04417187835391554,0.057469222158513,640
0,r2_prototype_energy_vs_r1_linear,heldout_dense,functional,rho,-0.06410594309503734,-0.08524259121434224,-0.04235960267552867,640
0,r2_prototype_energy_vs_r1_linear,heldout_dense,functional,stress,0.04738344269549038,0.03965419901566995,0.05521844489856601,640
0,r1_linear_vs_r0_mlp,trained,nominal,rho,0.12619474644744266,0.10086020260148029,0.15292571571057095,640
0,r1_linear_vs_r0_mlp,trained,nominal,stress,-0.05295652199642067,-0.06257318412495932,-0.0434537496126618,640
0,r1_linear_vs_r0_mlp,trained,functional,rho,0.096885703730112,0.07116083613667723,0.12473475685766036,640
0,r1_linear_vs_r0_mlp,trained,functional,stress,-0.06567497113922131,-0.07568553262411072,-0.05571400217266462,640
0,r1_linear_vs_r0_mlp,heldout_dense,nominal,rho,0.08824292859193712,0.06673591203173095,0.10917958783904949,640
0,r1_linear_vs_r0_mlp,heldout_dense,nominal,stress,-0.04218561905954472,-0.05027537236904787,-0.033748091887311295,640
0,r1_linear_vs_r0_mlp,heldout_dense,functional,rho,0.06527590681420417,0.04240412469390583,0.0887541393401642,640
0,r1_linear_vs_r0_mlp,heldout_dense,functional,stress,-0.05647896675979771,-0.0656032941475567,-0.0468696895680888,640
1,r2_prototype_energy_vs_r0_mlp,trained,nominal,rho,0.08671543611149235,0.0589557701016858,0.11442569090899167,640
1,r2_prototype_energy_vs_r0_mlp,trained,nominal,stress,-0.013093091965929227,-0.024448318631613637,-0.0018542960959742076,640
