model_seed,method,scale,nominal_csr,nominal_csr_ci_low,nominal_csr_ci_high,functional_csr,functional_csr_ci_low,functional_csr_ci_high,dmr,dmr_ci_low,dmr_ci_high,prediction_preservation,prediction_preservation_ci_low,prediction_preservation_ci_high,mean_true_class_log_prob_change
0,r0_mlp,-0.5,0.47969376285512383,0.4518633194127061,0.5092493539201011,0.14127648462779357,0.10593791028362266,0.18224890967505,0.553340232941316,0.5146015604859147,0.5947109792061576,1.0,1.0,1.0,0.0012026898621115834
0,r0_mlp,-0.25,0.5078702204105475,0.4755262666973562,0.5432943068280625,0.008301528343173065,0.005120962417695154,0.012551907185530254,0.553340232941316,0.5146015604859147,0.5947109792061576,1.0,1.0,1.0,0.0007524768298026174
0,r0_mlp,0.0,1.0000000632951462,1.0000000456004428,1.0000000789776091,1.0000000013575805,0.9999999899059794,1.0000000130276605,0.553340232941316,0.5146015604859147,0.5947109792061576,1.0,1.0,1.0,4.656612873077393e-10
0,r0_mlp,0.25,0.6116722106398149,0.5704097488377736,0.6568206045460584,0.027482381483509965,0.010944573176464235,0.05388577418632059,0.553340232941316,0.5146015604859147,0.5947109792061576,1.0,1.0,1.0,-0.0010899340268224478
0,r0_mlp,0.5,0.6723533105482324,0.6307667888936235,0.7180101082821077,0.4470459100186372,0.36951241297033194,0.532680044870925,0.553340232941316,0.5146015604859147,0.5947109792061576,1.0,1.0,1.0,-0.002407879976090044
0,r1_linear,-0.5,1.2551983724444464,1.2145418353077182,1.2961396006287904,1.5012859139595358,1.4343673436828095,1.5667127052176693,1.2146565928088866,1.1689583738076121,1.2590285627386992,0.9765625,0.953125,1.0,-0.0011338902986608446
0,r1_linear,-0.25,1.2389896923668045,1.1973934947550466,1.2820105295289068,1.9349801459346716,1.7062763356609243,2.198631332983648,1.2146565928088866,1.1689583738076121,1.2590285627386992,0.984375,0.9609375,1.0,0.0009143145434791222
0,r1_linear,0.0,1.00000006338151,1.0000000461213365,1.0000000784151506,1.0000000047531845,0.9999999945363622,1.0000000143150753,1.2146565928088866,1.1689583738076121,1.2590285627386992,1.0,1.0,1.0,4.656612873077393e-10
0,r1_linear,0.25,1.186105031670601,1.139984158040124,1.233432821620481,1.6232013987517337,1.395969909652841,1.8791963699380037,1.2146565928088866,1.1689583738076121,1.2590285627386992,1.0,1.0,1.0,-0.004100545309484005
0,r1_linear,0.5,1.1590863780421314,1.1118429099359575,1.2083895554323518,1.3144890278705346,1.2323664412673923,1.3921823045381434,1.2146565928088866,1.1689583738076121,1.2590285627386992,1.0,1.0,1.0,-0.009870971203781664
