model_seed,method,angle,host,mean_route_mass,host_specialization
1,r0_mlp,-75.0,0,0.21549789607524872,0.0007939338684082031
1,r0_mlp,-75.0,1,0.2882632315158844,0.0018103718757629395
1,r0_mlp,-75.0,2,0.2684018909931183,0.0003361701965332031
1,r0_mlp,-75.0,3,0.22783701121807098,0.0007227659225463867
1,r0_mlp,-60.0,0,0.21391324698925018,0.0007939338684082031
1,r0_mlp,-60.0,1,0.2693445086479187,0.0018103718757629395
1,r0_mlp,-60.0,2,0.27786940336227417,0.0003361701965332031
1,r0_mlp,-60.0,3,0.23887284100055695,0.0007227659225463867
1,r0_mlp,-45.0,0,0.21852175891399384,0.0007939338684082031
1,r0_mlp,-45.0,1,0.2498549520969391,0.0018103718757629395
1,r0_mlp,-45.0,2,0.28623467683792114,0.0003361701965332031
1,r0_mlp,-45.0,3,0.24538862705230713,0.0007227659225463867
1,r0_mlp,-30.0,0,0.23153896629810333,0.0007939338684082031
1,r0_mlp,-30.0,1,0.2327011525630951,0.0018103718757629395
1,r0_mlp,-30.0,2,0.29344815015792847,0.0003361701965332031
1,r0_mlp,-30.0,3,0.24231168627738953,0.0007227659225463867
1,r0_mlp,-15.0,0,0.24500945210456848,0.0007939338684082031
1,r0_mlp,-15.0,1,0.22885212302207947,0.0018103718757629395
1,r0_mlp,-15.0,2,0.29394960403442383,0.0003361701965332031
1,r0_mlp,-15.0,3,0.23218882083892822,0.0007227659225463867
1,r0_mlp,0.0,0,0.2555442750453949,0.0007939338684082031
1,r0_mlp,0.0,1,0.23067811131477356,0.0018103718757629395
1,r0_mlp,0.0,2,0.29261142015457153,0.0003361701965332031
1,r0_mlp,0.0,3,0.2211662083864212,0.0007227659225463867
1,r0_mlp,15.0,0,0.25647419691085815,0.0007939338684082031
1,r0_mlp,15.0,1,0.2407749891281128,0.0018103718757629395
1,r0_mlp,15.0,2,0.2870475649833679,0.0003361701965332031
1,r0_mlp,15.0,3,0.21570327877998352,0.0007227659225463867
1,r0_mlp,30.0,0,0.2500637471675873,0.0007939338684082031
1,r0_mlp,30.0,1,0.2579314708709717,0.0018103718757629395
1,r0_mlp,30.0,2,0.27879953384399414,0.0003361701965332031
1,r0_mlp,30.0,3,0.21320529282093048,0.0007227659225463867
1,r0_mlp,45.0,0,0.23843470215797424,0.0007939338684082031
1,r0_mlp,45.0,1,0.28003644943237305,0.0018103718757629395
1,r0_mlp,45.0,2,0.26856687664985657,0.0003361701965332031
1,r0_mlp,45.0,3,0.21296200156211853,0.0007227659225463867
1,r0_mlp,60.0,0,0.2352735996246338,0.0007939338684082031
1,r0_mlp,60.0,1,0.29348915815353394,0.0018103718757629395
1,r0_mlp,60.0,2,0.263286292552948,0.0003361701965332031
1,r0_mlp,60.0,3,0.20795094966888428,0.0007227659225463867
1,r0_mlp,75.0,0,0.23474502563476562,0.0007939338684082031
1,r0_mlp,75.0,1,0.2918383479118347,0.0018103718757629395
1,r0_mlp,75.0,2,0.26542314887046814,0.0003361701965332031
1,r0_mlp,75.0,3,0.20799343287944794,0.0007227659225463867
1,r1_linear,-75.0,0,0.31901514530181885,0.003979921340942383
1,r1_linear,-75.0,1,0.23412804305553436,0.005644261837005615
1,r1_linear,-75.0,2,0.2065126895904541,4.5418739318847656e-05
1,r1_linear,-75.0,3,0.2403441220521927,0.00043272972106933594
1,r1_linear,-60.0,0,0.3491367697715759,0.003979921340942383
1,r1_linear,-60.0,1,0.21095922589302063,0.005644261837005615
1,r1_linear,-60.0,2,0.2061474621295929,4.5418739318847656e-05
1,r1_linear,-60.0,3,0.23375654220581055,0.00043272972106933594
1,r1_linear,-45.0,0,0.35826176404953003,0.003979921340942383
1,r1_linear,-45.0,1,0.21215665340423584,0.005644261837005615
1,r1_linear,-45.0,2,0.2039327174425125,4.5418739318847656e-05
1,r1_linear,-45.0,3,0.22564885020256042,0.00043272972106933594
1,r1_linear,-30.0,0,0.34793099761009216,0.003979921340942383
