method,context_dim,context_rho,context_stress,context_centroid_rho,route_rho,fiber_resultant_length,heldout_context_probe_mae,heldout_context_probe_r2,mean_path_variance,effective_rank,far_to_near_ratio,mean_raw_context_norm,mean_interpolation_accuracy,final_trained_accuracy,mean_forgetting,qualification_status
cb_d2_no_geo,2,0.2469567425165797,0.557122701798743,0.7055623160417382,0.2334741855905288,0.24857622664739973,27.28766585354011,0.08284188818396554,0.12684789766891147,1.4823313754622198,1.472289863597183,0.9839489278385016,0.662109375,0.60234375,0.10859375,not_qualified
cb_d2_route_geo,2,0.182026933379152,0.572414194399868,0.9534625892455922,0.17626643023579322,0.08541943200936393,27.948240374157287,0.07876941374310986,0.19828242808501817,1.8386838393372744,1.3634962273345352,1.0547932619195237,0.6728515625,0.6125,0.09921875,not_qualified
cb_d2_context_geo,2,0.206980837082064,0.5774217109622339,-0.02542566904654913,0.2593964497356433,0.2872478212994877,29.90032853879348,-0.001258107746451742,0.367019640628497,1.8163791837922967,1.4400381654668621,0.7712298212132589,0.662109375,0.60859375,0.11640625,not_qualified
cb_d2_route_context_geo,2,0.1878619257872956,0.5813614254054407,-0.07627700713964738,0.25159990668816634,0.3187867963283288,29.74866343822074,0.00411964161755618,0.34144602586876915,1.8082608789570178,1.4238616466620457,0.7804292417250013,0.654296875,0.59921875,0.125,not_qualified
cb_d2_full_alignment,2,0.4025648166520518,0.4940428860625612,0.3432465321284132,0.3271071914250373,0.3415567253830952,27.45825774646041,0.08945590578575102,0.6080906120130962,1.8375869873869375,1.6086854749101474,0.6566244983241875,0.6455078125,0.59140625,0.1328125,not_qualified
cb_d4_no_geo,4,0.3013339058094924,0.4664905686601196,0.6483545606870027,0.19161121878146448,0.22692099917224606,28.99425846359476,-0.00871477754404304,0.0874011688309809,2.636277237376043,1.3638851973614754,1.4442052800583818,0.6474609375,0.58125,0.13046875,not_qualified
cb_d4_full_alignment,4,0.5414376359658695,0.38801318391462936,0.5593647190240808,0.35623249395589873,0.5565523224109099,22.687285730371634,0.30084906558789926,0.6383991195492329,3.493217171318188,1.5729068739045688,0.7935247949452258,0.65234375,0.58828125,0.12421875,not_qualified
