model_seed,contrast,partition,geometry,metric,delta_mean,delta_ci_low,delta_ci_high,source_blocks
3,r2_prototype_energy_vs_r0_mlp,trained,nominal,rho,0.15481848792875302,0.12728675906918802,0.18290665159626063,640
3,r2_prototype_energy_vs_r0_mlp,trained,nominal,stress,-0.06861238116737912,-0.07985958852924288,-0.05831962957956896,640
3,r2_prototype_energy_vs_r0_mlp,trained,functional,rho,0.07252274819449286,0.04563410998757003,0.09964453780019213,640
3,r2_prototype_energy_vs_r0_mlp,trained,functional,stress,-0.05912609301953178,-0.0703616352425696,-0.0487840262903675,640
3,r2_prototype_energy_vs_r0_mlp,heldout_dense,nominal,rho,0.07136778686917625,0.04649352251131874,0.09525125621288957,640
3,r2_prototype_energy_vs_r0_mlp,heldout_dense,nominal,stress,-0.04717707039452488,-0.05608617853676215,-0.03770830600224717,640
3,r2_prototype_energy_vs_r0_mlp,heldout_dense,functional,rho,0.00405452944056089,-0.019739463613792523,0.028398491893443796,640
3,r2_prototype_energy_vs_r0_mlp,heldout_dense,functional,stress,-0.036332243033790255,-0.045397659185621615,-0.027306992186581232,640
3,r2_prototype_energy_vs_r1_linear,trained,nominal,rho,-0.01784762784244093,-0.03573101053197857,-0.0023141331593148225,640
3,r2_prototype_energy_vs_r1_linear,trained,nominal,stress,0.016420575582875543,0.010638383584822997,0.02244814159398277,640
3,r2_prototype_energy_vs_r1_linear,trained,functional,rho,-0.08604006677744339,-0.10792004682023548,-0.06512323292831894,640
3,r2_prototype_energy_vs_r1_linear,trained,functional,stress,0.02725321909363765,0.01935038886725199,0.035335396750053,640
3,r2_prototype_energy_vs_r1_linear,heldout_dense,nominal,rho,-0.010512383368277272,-0.024840116402014816,0.003951004941518852,640
3,r2_prototype_energy_vs_r1_linear,heldout_dense,nominal,stress,0.01070365541546928,0.005289882428635772,0.01599062448198095,640
3,r2_prototype_energy_vs_r1_linear,heldout_dense,functional,rho,-0.060005306709878733,-0.07757673533816593,-0.041440057299208154,640
3,r2_prototype_energy_vs_r1_linear,heldout_dense,functional,stress,0.021088278454107386,0.01409355902460459,0.028161211989478272,640
3,r1_linear_vs_r0_mlp,trained,nominal,rho,0.172666115771194,0.1449757247776373,0.20256263049012752,640
3,r1_linear_vs_r0_mlp,trained,nominal,stress,-0.08503295675025466,-0.09578735342483057,-0.07408293522353085,640
3,r1_linear_vs_r0_mlp,trained,functional,rho,0.15856281497193628,0.12872440187953488,0.18920496723136573,640
3,r1_linear_vs_r0_mlp,trained,functional,stress,-0.08637931211316943,-0.09803563312144117,-0.07466871889952471,640
3,r1_linear_vs_r0_mlp,heldout_dense,nominal,rho,0.0818801702374535,0.05629355358556143,0.1068160305916095,640
3,r1_linear_vs_r0_mlp,heldout_dense,nominal,stress,-0.05788072580999417,-0.06716142767061721,-0.048367521887180555,640
3,r1_linear_vs_r0_mlp,heldout_dense,functional,rho,0.06405983615043961,0.03770193676594901,0.08926174798334459,640
3,r1_linear_vs_r0_mlp,heldout_dense,functional,stress,-0.05742052148789765,-0.06712019173252294,-0.04747184884099439,640
