model_seed,method,source_index,scale,nominal_tangent_change,nominal_orthogonal_change,functional_tangent_change,functional_orthogonal_change,tangent_jacobian_sensitivity,orthogonal_jacobian_sensitivity,prediction_preserved,true_class_log_prob_change
3,r0_mlp,26,-0.5,0.06737177819013596,0.044174131006002426,0.09809818863868713,0.04931596294045448,0.19112803041934967,0.14815761148929596,1,-0.004765503108501434
3,r0_mlp,2528,-0.5,0.014579417183995247,0.03005378320813179,2.959068751806626e-06,0.02702159807085991,0.1105341985821724,0.09387153387069702,1,0.00927165150642395
3,r0_mlp,1575,-0.5,0.0172768235206604,0.030937660485506058,6.597455467272084e-06,0.03343335539102554,0.11394297331571579,0.1171993762254715,1,-0.03225815296173096
3,r0_mlp,2675,-0.5,0.016480406746268272,0.04006297141313553,0.0007367678335867822,0.04456022009253502,0.08388186246156693,0.14004111289978027,1,-0.0006479620933532715
3,r0_mlp,3462,-0.5,0.046117909252643585,0.04465652257204056,0.07114294916391373,0.05534439906477928,0.09884245693683624,0.15928024053573608,1,-0.0005108416080474854
3,r0_mlp,504,-0.5,0.04733218252658844,0.05395158380270004,0.053663868457078934,0.06631949543952942,0.15536382794380188,0.17187939584255219,1,0.00912410020828247
3,r0_mlp,8812,-0.5,0.018576793372631073,0.04649113491177559,4.036579412058927e-05,0.05704008415341377,0.04800110682845116,0.15584392845630646,1,0.012791052460670471
3,r0_mlp,6991,-0.5,0.032957129180431366,0.05119100958108902,0.031176626682281494,0.06875225156545639,0.09131067246198654,0.17614485323429108,1,-0.002659738063812256
3,r0_mlp,1346,-0.5,0.03602759167551994,0.04781017825007439,0.04660693556070328,0.05886564403772354,0.11317470669746399,0.1410371959209442,1,-0.023380964994430542
3,r0_mlp,2526,-0.5,0.02560540661215782,0.07138051837682724,0.01578712835907936,0.09239841997623444,0.11008857190608978,0.2149357795715332,1,-0.01451459527015686
3,r0_mlp,3803,-0.5,0.03819001466035843,0.04894748330116272,0.05399266630411148,0.06219904124736786,0.08004501461982727,0.1799931526184082,1,0.0004932042211294174
3,r0_mlp,1066,-0.5,0.014490289613604546,0.05174153670668602,6.808268517488614e-05,0.056619204580783844,0.09478764235973358,0.14776062965393066,1,-0.0063070207834243774
3,r0_mlp,631,-0.5,0.014607710763812065,0.062428053468465805,8.707190318091307e-06,0.07271942496299744,0.05192960798740387,0.16834019124507904,1,0.029352426528930664
3,r0_mlp,277,-0.5,0.039368003606796265,0.06250622123479843,0.057143256068229675,0.08738460391759872,0.09805034846067429,0.2145661562681198,1,-0.007755368947982788
3,r0_mlp,1440,-0.5,0.015037774108350277,0.032034002244472504,1.8859884676203365e-06,0.03253965452313423,0.1094266027212143,0.1089916080236435,1,-0.014618366956710815
3,r0_mlp,3583,-0.5,0.03332054242491722,0.0709267258644104,0.03305961936712265,0.09281828254461288,0.13409484922885895,0.2119365930557251,1,-0.04436075687408447
3,r0_mlp,9931,-0.5,0.03969591110944748,0.06026531755924225,0.04545934498310089,0.07769046723842621,0.1432022601366043,0.18470709025859833,1,0.004118971526622772
3,r0_mlp,2289,-0.5,0.031491030007600784,0.05334598571062088,0.019889462739229202,0.07271742075681686,0.07467756420373917,0.18871505558490753,1,-0.015131056308746338
3,r0_mlp,8452,-0.5,0.016101008281111717,0.044058218598365784,4.70693594252225e-05,0.048547569662332535,0.05540753901004791,0.14937840402126312,1,0.008015096187591553
3,r0_mlp,5933,-0.5,0.048598237335681915,0.056517962366342545,0.055424582213163376,0.06971362233161926,0.1858641356229782,0.1674092561006546,1,0.04473620653152466
3,r0_mlp,7575,-0.5,0.03344537690281868,0.06505067646503448,0.03093390166759491,0.08175491541624069,0.13938027620315552,0.19287557899951935,1,0.021026134490966797
3,r0_mlp,459,-0.5,0.020884661003947258,0.04082731530070305,1.2648885785893071e-05,0.048438023775815964,0.027311375364661217,0.1598823517560959,1,0.002894751727581024
3,r0_mlp,544,-0.5,0.041584666818380356,0.04543859139084816,0.0520695298910141,0.05318465456366539,0.12295547872781754,0.1509774923324585,1,-0.010346651077270508
3,r0_mlp,4306,-0.5,0.0403718426823616,0.051773551851511,0.055069126188755035,0.06462831795215607,0.10425136238336563,0.13158607482910156,1,-0.04240989685058594
3,r0_mlp,6410,-0.5,0.019647963345050812,0.04337671399116516,1.1783481568272691e-05,0.05167272686958313,0.03164595365524292,0.16125105321407318,1,0.003200352191925049
3,r0_mlp,6382,-0.5,0.015511782839894295,0.061445023864507675,8.21307476144284e-05,0.07291025668382645,0.09247685968875885,0.17881576716899872,1,-0.00022244825959205627
3,r0_mlp,8949,-0.5,0.041380058974027634,0.05052646994590759,0.062378861010074615,0.06654824316501617,0.06693603843450546,0.15471673011779785,1,0.006710663437843323
3,r0_mlp,9600,-0.5,0.07422047853469849,0.03646762669086456,0.1102965772151947,0.03692292794585228,0.19434566795825958,0.13475489616394043,1,-0.0004843175411224365
3,r0_mlp,486,-0.5,0.009485739283263683,0.0423724502325058,1.976197609110386e-06,0.0447794571518898,0.05387382581830025,0.14322437345981598,1,-0.017911791801452637
3,r0_mlp,109,-0.5,0.011825847439467907,0.04139895364642143,3.773261414607987e-05,0.04338166117668152,0.07202579081058502,0.14121468365192413,1,-0.0025963187217712402
3,r0_mlp,2500,-0.5,0.015302871353924274,0.04265085607767105,0.0003251342859584838,0.04157897084951401,0.10126171261072159,0.12177163362503052,1,0.006102502346038818
3,r0_mlp,1413,-0.5,0.02146531455218792,0.03764038532972336,0.0006987430388107896,0.03872329741716385,0.10759348422288895,0.13634610176086426,1,-0.005272597074508667
3,r0_mlp,360,-0.5,0.04489056020975113,0.05276115983724594,0.04455813392996788,0.0647028237581253,0.1686883568763733,0.14624279737472534,1,-0.024889826774597168
3,r0_mlp,2139,-0.5,0.019863974303007126,0.0619235597550869,0.0021566797513514757,0.0753316581249237,0.10318262875080109,0.18230652809143066,1,0.0004200935363769531
3,r0_mlp,9158,-0.5,0.0805840939283371,0.032570045441389084,0.12393508851528168,0.030912932008504868,0.19643600285053253,0.10391592979431152,1,0.21165180206298828
3,r0_mlp,3213,-0.5,0.05679246410727501,0.044926755130290985,0.07844295352697372,0.055439144372940063,0.16771581768989563,0.14713095128536224,1,-0.03309139609336853
3,r0_mlp,8351,-0.5,0.051563575863838196,0.05424853041768074,0.07862890511751175,0.07191118597984314,0.13037122786045074,0.19437043368816376,1,0.004614017903804779
3,r0_mlp,4655,-0.5,0.02178877964615822,0.04257863387465477,5.805385080748238e-05,0.05245564132928848,0.04447367042303085,0.15413440763950348,1,0.010530754923820496
3,r0_mlp,6249,-0.5,0.017041753977537155,0.04285982996225357,4.116598120162962e-06,0.054799482226371765,0.016374627128243446,0.12906375527381897,1,0.000733107328414917
3,r0_mlp,8929,-0.5,0.05606265738606453,0.04797348007559776,0.08456394076347351,0.062451086938381195,0.1455731838941574,0.17263922095298767,1,0.001264043152332306
3,r0_mlp,6036,-0.5,0.04518863931298256,0.0484280027449131,0.04673623666167259,0.05267470329999924,0.1922977715730667,0.13468791544437408,1,0.021320700645446777
3,r0_mlp,1671,-0.5,0.021138539537787437,0.05701327696442604,0.00014700126484967768,0.06903195381164551,0.03678128495812416,0.12968586385250092,1,0.03803682327270508
3,r0_mlp,3885,-0.5,0.006964458152651787,0.035709530115127563,2.0959586777280492e-07,0.037080068141222,0.07943941652774811,0.12022294104099274,1,-0.0023611783981323242
3,r0_mlp,3768,-0.5,0.04722345992922783,0.05671864375472069,0.07320910692214966,0.07663093507289886,0.10029596090316772,0.1864759624004364,1,0.0017418041825294495
