model_seed,method,angle,host,mean_route_mass,host_specialization
3,r0_mlp,-75.0,0,0.4749428331851959,0.000704646110534668
3,r0_mlp,-75.0,1,0.15740378201007843,0.0005589723587036133
3,r0_mlp,-75.0,2,0.15681231021881104,0.00018513202667236328
3,r0_mlp,-75.0,3,0.21084105968475342,0.0017372369766235352
3,r0_mlp,-60.0,0,0.46952134370803833,0.000704646110534668
3,r0_mlp,-60.0,1,0.16507454216480255,0.0005589723587036133
3,r0_mlp,-60.0,2,0.1581772267818451,0.00018513202667236328
3,r0_mlp,-60.0,3,0.2072269469499588,0.0017372369766235352
3,r0_mlp,-45.0,0,0.4461703896522522,0.000704646110534668
3,r0_mlp,-45.0,1,0.1706438958644867,0.0005589723587036133
3,r0_mlp,-45.0,2,0.16205105185508728,0.00018513202667236328
3,r0_mlp,-45.0,3,0.22113469243049622,0.0017372369766235352
3,r0_mlp,-30.0,0,0.42361539602279663,0.000704646110534668
3,r0_mlp,-30.0,1,0.17334523797035217,0.0005589723587036133
3,r0_mlp,-30.0,2,0.1665547639131546,0.00018513202667236328
3,r0_mlp,-30.0,3,0.2364846020936966,0.0017372369766235352
3,r0_mlp,-15.0,0,0.40525609254837036,0.000704646110534668
3,r0_mlp,-15.0,1,0.16802799701690674,0.0005589723587036133
3,r0_mlp,-15.0,2,0.17056186497211456,0.00018513202667236328
3,r0_mlp,-15.0,3,0.2561540901660919,0.0017372369766235352
3,r0_mlp,0.0,0,0.3993074297904968,0.000704646110534668
3,r0_mlp,0.0,1,0.16171041131019592,0.0005589723587036133
3,r0_mlp,0.0,2,0.17044848203659058,0.00018513202667236328
3,r0_mlp,0.0,3,0.2685336172580719,0.0017372369766235352
3,r0_mlp,15.0,0,0.40657520294189453,0.000704646110534668
3,r0_mlp,15.0,1,0.15746456384658813,0.0005589723587036133
3,r0_mlp,15.0,2,0.16707225143909454,0.00018513202667236328
3,r0_mlp,15.0,3,0.2688879370689392,0.0017372369766235352
3,r0_mlp,30.0,0,0.4147258698940277,0.000704646110534668
3,r0_mlp,30.0,1,0.15198735892772675,0.0005589723587036133
3,r0_mlp,30.0,2,0.16388574242591858,0.00018513202667236328
3,r0_mlp,30.0,3,0.2694009840488434,0.0017372369766235352
3,r0_mlp,45.0,0,0.42900386452674866,0.000704646110534668
3,r0_mlp,45.0,1,0.14994311332702637,0.0005589723587036133
3,r0_mlp,45.0,2,0.16094721853733063,0.00018513202667236328
3,r0_mlp,45.0,3,0.26010584831237793,0.0017372369766235352
3,r0_mlp,60.0,0,0.4461289048194885,0.000704646110534668
3,r0_mlp,60.0,1,0.150405615568161,0.0005589723587036133
3,r0_mlp,60.0,2,0.15811236202716827,0.00018513202667236328
3,r0_mlp,60.0,3,0.24535317718982697,0.0017372369766235352
3,r0_mlp,75.0,0,0.45634084939956665,0.000704646110534668
3,r0_mlp,75.0,1,0.1499653309583664,0.0005589723587036133
3,r0_mlp,75.0,2,0.15783032774925232,0.00018513202667236328
