model_seed,method,angle,host,mean_route_mass,host_specialization
4,r0_mlp,-75.0,0,0.12053479254245758,0.0004857182502746582
4,r0_mlp,-75.0,1,0.20189902186393738,8.940696716308594e-06
4,r0_mlp,-75.0,2,0.45486992597579956,0.00025522708892822266
4,r0_mlp,-75.0,3,0.2226962149143219,0.00033605098724365234
4,r0_mlp,-60.0,0,0.12381269037723541,0.0004857182502746582
4,r0_mlp,-60.0,1,0.20058730244636536,8.940696716308594e-06
4,r0_mlp,-60.0,2,0.4482078552246094,0.00025522708892822266
4,r0_mlp,-60.0,3,0.22739215195178986,0.00033605098724365234
4,r0_mlp,-45.0,0,0.12964367866516113,0.0004857182502746582
4,r0_mlp,-45.0,1,0.19885042309761047,8.940696716308594e-06
4,r0_mlp,-45.0,2,0.4340174198150635,0.00025522708892822266
4,r0_mlp,-45.0,3,0.23748847842216492,0.00033605098724365234
4,r0_mlp,-30.0,0,0.1345965564250946,0.0004857182502746582
4,r0_mlp,-30.0,1,0.19813743233680725,8.940696716308594e-06
4,r0_mlp,-30.0,2,0.4204500615596771,0.00025522708892822266
4,r0_mlp,-30.0,3,0.24681594967842102,0.00033605098724365234
4,r0_mlp,-15.0,0,0.13794468343257904,0.0004857182502746582
4,r0_mlp,-15.0,1,0.19897128641605377,8.940696716308594e-06
4,r0_mlp,-15.0,2,0.4129055440425873,0.00025522708892822266
4,r0_mlp,-15.0,3,0.2501784861087799,0.00033605098724365234
4,r0_mlp,0.0,0,0.13929511606693268,0.0004857182502746582
4,r0_mlp,0.0,1,0.20018789172172546,8.940696716308594e-06
4,r0_mlp,0.0,2,0.4101930558681488,0.00025522708892822266
4,r0_mlp,0.0,3,0.25032395124435425,0.00033605098724365234
4,r0_mlp,15.0,0,0.1376054286956787,0.0004857182502746582
4,r0_mlp,15.0,1,0.20044541358947754,8.940696716308594e-06
4,r0_mlp,15.0,2,0.4128641188144684,0.00025522708892822266
4,r0_mlp,15.0,3,0.24908509850502014,0.00033605098724365234
4,r0_mlp,30.0,0,0.1345118284225464,0.0004857182502746582
4,r0_mlp,30.0,1,0.20088696479797363,8.940696716308594e-06
4,r0_mlp,30.0,2,0.41912785172462463,0.00025522708892822266
4,r0_mlp,30.0,3,0.24547334015369415,0.00033605098724365234
4,r0_mlp,45.0,0,0.12913954257965088,0.0004857182502746582
4,r0_mlp,45.0,1,0.2013491690158844,8.940696716308594e-06
4,r0_mlp,45.0,2,0.4302957057952881,0.00025522708892822266
4,r0_mlp,45.0,3,0.23921561241149902,0.00033605098724365234
4,r0_mlp,60.0,0,0.12487377226352692,0.0004857182502746582
4,r0_mlp,60.0,1,0.20220425724983215,8.940696716308594e-06
4,r0_mlp,60.0,2,0.44105976819992065,0.00025522708892822266
4,r0_mlp,60.0,3,0.23186218738555908,0.00033605098724365234
4,r0_mlp,75.0,0,0.12406053394079208,0.0004857182502746582
4,r0_mlp,75.0,1,0.20209836959838867,8.940696716308594e-06
4,r0_mlp,75.0,2,0.44471073150634766,0.00025522708892822266
4,r0_mlp,75.0,3,0.229130357503891,0.00033605098724365234
4,r1_linear,-75.0,0,0.27759915590286255,0.0013519525527954102
4,r1_linear,-75.0,1,0.26946645975112915,0.002720952033996582
4,r1_linear,-75.0,2,0.2005273550748825,0.00040286779403686523
4,r1_linear,-75.0,3,0.2524070143699646,0.001121222972869873
4,r1_linear,-60.0,0,0.2863038182258606,0.0013519525527954102
4,r1_linear,-60.0,1,0.25071853399276733,0.002720952033996582
4,r1_linear,-60.0,2,0.19905021786689758,0.00040286779403686523
4,r1_linear,-60.0,3,0.2639274001121521,0.001121222972869873
4,r1_linear,-45.0,0,0.30216920375823975,0.0013519525527954102
4,r1_linear,-45.0,1,0.2253095656633377,0.002720952033996582
4,r1_linear,-45.0,2,0.20225390791893005,0.00040286779403686523
4,r1_linear,-45.0,3,0.2702673375606537,0.001121222972869873
4,r1_linear,-30.0,0,0.323889821767807,0.0013519525527954102
4,r1_linear,-30.0,1,0.20778556168079376,0.002720952033996582
4,r1_linear,-30.0,2,0.21014615893363953,0.00040286779403686523
4,r1_linear,-30.0,3,0.2581784725189209,0.001121222972869873
4,r1_linear,-15.0,0,0.337419718503952,0.0013519525527954102
4,r1_linear,-15.0,1,0.20385809242725372,0.002720952033996582
4,r1_linear,-15.0,2,0.21709664165973663,0.00040286779403686523
4,r1_linear,-15.0,3,0.24162554740905762,0.001121222972869873
4,r1_linear,0.0,0,0.34277281165122986,0.0013519525527954102
4,r1_linear,0.0,1,0.20666566491127014,0.002720952033996582
4,r1_linear,0.0,2,0.22152383625507355,0.00040286779403686523
4,r1_linear,0.0,3,0.22903771698474884,0.001121222972869873
4,r1_linear,15.0,0,0.33906644582748413,0.0013519525527954102
4,r1_linear,15.0,1,0.21402683854103088,0.002720952033996582
4,r1_linear,15.0,2,0.2237357795238495,0.00040286779403686523
4,r1_linear,15.0,3,0.22317084670066833,0.001121222972869873
4,r1_linear,30.0,0,0.3216021955013275,0.0013519525527954102
4,r1_linear,30.0,1,0.23191328346729279,0.002720952033996582
4,r1_linear,30.0,2,0.2259707897901535,0.00040286779403686523
4,r1_linear,30.0,3,0.22051367163658142,0.001121222972869873
4,r1_linear,45.0,0,0.3037812411785126,0.0013519525527954102
