model_seed,metric,angle_a,angle_b,factor_gap,category,distance
2,centroid,-75.0,-60.0,15.0,near,0.14011307238271112
2,centroid,-75.0,-45.0,30.0,near,0.33298897891137424
2,centroid,-75.0,-30.0,45.0,mid,0.5510486389530792
2,centroid,-75.0,-15.0,60.0,mid,0.6867456958151577
2,centroid,-75.0,0.0,75.0,mid,0.7280166498273875
2,centroid,-75.0,15.0,90.0,far,0.6563138322848009
2,centroid,-75.0,30.0,105.0,far,0.528624660992996
2,centroid,-75.0,45.0,120.0,far,0.3898397549880817
2,centroid,-75.0,60.0,135.0,far,0.24501187540426617
2,centroid,-75.0,75.0,150.0,far,0.14464107025862757
2,centroid,-60.0,-45.0,15.0,near,0.21747626291815952
2,centroid,-60.0,-30.0,30.0,near,0.4682914477170438
2,centroid,-60.0,-15.0,45.0,mid,0.6465198991874985
2,centroid,-60.0,0.0,60.0,mid,0.7258060364977297
2,centroid,-60.0,15.0,75.0,mid,0.6855426301763758
2,centroid,-60.0,30.0,90.0,far,0.5931495826917479
2,centroid,-60.0,45.0,105.0,far,0.4832736599930568
2,centroid,-60.0,60.0,120.0,far,0.35929235521873526
2,centroid,-60.0,75.0,135.0,far,0.25368053498697907
2,centroid,-45.0,-30.0,15.0,near,0.2733964259943978
2,centroid,-45.0,-15.0,30.0,near,0.4975256354175343
2,centroid,-45.0,0.0,45.0,mid,0.6269228683749118
2,centroid,-45.0,15.0,60.0,mid,0.6355485448387871
2,centroid,-45.0,30.0,75.0,mid,0.6023602877172884
2,centroid,-45.0,45.0,90.0,far,0.5485664990645323
2,centroid,-45.0,60.0,105.0,far,0.4739263478053841
2,centroid,-45.0,75.0,120.0,far,0.38584607534174503
2,centroid,-30.0,-15.0,15.0,near,0.2595500682953714
2,centroid,-30.0,0.0,30.0,near,0.4397801600797238
2,centroid,-30.0,15.0,45.0,mid,0.5149854738436243
2,centroid,-30.0,30.0,60.0,mid,0.5704287935250847
2,centroid,-30.0,45.0,75.0,mid,0.5997412445141426
2,centroid,-30.0,60.0,90.0,far,0.5982251406621569
2,centroid,-30.0,75.0,105.0,far,0.5535146864333443
2,centroid,-15.0,0.0,15.0,near,0.2052102671529608
2,centroid,-15.0,15.0,30.0,near,0.33891514670574974
2,centroid,-15.0,30.0,45.0,mid,0.4759278191397615
2,centroid,-15.0,45.0,60.0,mid,0.5796827619124922
2,centroid,-15.0,60.0,75.0,mid,0.645126096257667
2,centroid,-15.0,75.0,90.0,far,0.6480148449366118
2,centroid,0.0,15.0,15.0,near,0.1765916922776968
2,centroid,0.0,30.0,30.0,near,0.3635152823480143
2,centroid,0.0,45.0,45.0,mid,0.5125010090877639
2,centroid,0.0,60.0,60.0,mid,0.622095539956118
2,centroid,0.0,75.0,75.0,mid,0.6621126855759208
2,centroid,15.0,30.0,15.0,near,0.20317906278506326
2,centroid,15.0,45.0,30.0,near,0.37245886877309636
2,centroid,15.0,60.0,45.0,mid,0.5071856045136164
2,centroid,15.0,75.0,60.0,mid,0.5726329715123942
2,centroid,30.0,45.0,15.0,near,0.17982957597005553
2,centroid,30.0,60.0,30.0,near,0.3340400602755463
2,centroid,30.0,75.0,45.0,mid,0.4232329841688517
2,centroid,45.0,60.0,15.0,near,0.1636368427164876
2,centroid,45.0,75.0,30.0,near,0.2707558642026831
2,centroid,60.0,75.0,15.0,near,0.12032487989096828
2,log_euclidean,-75.0,-60.0,15.0,near,0.5069292083324607
2,log_euclidean,-75.0,-45.0,30.0,near,1.1525159338783413
2,log_euclidean,-75.0,-30.0,45.0,mid,1.371393974369346
2,log_euclidean,-75.0,-15.0,60.0,mid,1.302485460966083
2,log_euclidean,-75.0,0.0,75.0,mid,1.252014964276218
2,log_euclidean,-75.0,15.0,90.0,far,1.2537628090448012
2,log_euclidean,-75.0,30.0,105.0,far,1.2852535123310567
2,log_euclidean,-75.0,45.0,120.0,far,1.2311902191687727
2,log_euclidean,-75.0,60.0,135.0,far,1.1936823797751248
2,log_euclidean,-75.0,75.0,150.0,far,0.9130547410778997
2,log_euclidean,-60.0,-45.0,15.0,near,0.7571929263704971
2,log_euclidean,-60.0,-30.0,30.0,near,1.0410379732681434
2,log_euclidean,-60.0,-15.0,45.0,mid,0.9859997562176173
2,log_euclidean,-60.0,0.0,60.0,mid,0.9161232849450135
2,log_euclidean,-60.0,15.0,75.0,mid,0.9039246358530598
2,log_euclidean,-60.0,30.0,90.0,far,0.9832857380483447
2,log_euclidean,-60.0,45.0,105.0,far,1.0600915526023955
2,log_euclidean,-60.0,60.0,120.0,far,1.1670143748494781
2,log_euclidean,-60.0,75.0,135.0,far,0.9733670260961859
2,log_euclidean,-45.0,-30.0,15.0,near,0.39224473651397074
2,log_euclidean,-45.0,-15.0,30.0,near,0.5212953854140415
2,log_euclidean,-45.0,0.0,45.0,mid,0.4783533819459921
2,log_euclidean,-45.0,15.0,60.0,mid,0.38988519615818584
2,log_euclidean,-45.0,30.0,75.0,mid,0.43105890809836594
2,log_euclidean,-45.0,45.0,90.0,far,0.7043197070517595
2,log_euclidean,-45.0,60.0,105.0,far,0.9645999051659979
2,log_euclidean,-45.0,75.0,120.0,far,0.9501124046309738
2,log_euclidean,-30.0,-15.0,15.0,near,0.32518118144804165
2,log_euclidean,-30.0,0.0,30.0,near,0.3834703308003039
2,log_euclidean,-30.0,15.0,45.0,mid,0.3362916818776038
2,log_euclidean,-30.0,30.0,60.0,mid,0.4907510948741964
2,log_euclidean,-30.0,45.0,75.0,mid,0.7727761588737758
2,log_euclidean,-30.0,60.0,90.0,far,0.9892865313769154
2,log_euclidean,-30.0,75.0,105.0,far,1.0213229210006343
2,log_euclidean,-15.0,0.0,15.0,near,0.19749441635789164
2,log_euclidean,-15.0,15.0,30.0,near,0.36238242514296065
2,log_euclidean,-15.0,30.0,45.0,mid,0.676222436413136
2,log_euclidean,-15.0,45.0,60.0,mid,0.9444487991536469
2,log_euclidean,-15.0,60.0,75.0,mid,1.105927538728285
2,log_euclidean,-15.0,75.0,90.0,far,1.058820707189117
2,log_euclidean,0.0,15.0,15.0,near,0.2454669640419117
2,log_euclidean,0.0,30.0,30.0,near,0.6108897564951005
2,log_euclidean,0.0,45.0,45.0,mid,0.8805402535891677
2,log_euclidean,0.0,60.0,60.0,mid,1.0684548009536776
2,log_euclidean,0.0,75.0,75.0,mid,1.0351288985560432
2,log_euclidean,15.0,30.0,15.0,near,0.41263938731714767
2,log_euclidean,15.0,45.0,30.0,near,0.7156134176184445
2,log_euclidean,15.0,60.0,45.0,mid,0.9509763935352789
2,log_euclidean,15.0,75.0,60.0,mid,0.9833915830548026
2,log_euclidean,30.0,45.0,15.0,near,0.39542708999253223
2,log_euclidean,30.0,60.0,30.0,near,0.7042987765828967
2,log_euclidean,30.0,75.0,45.0,mid,0.8319395759002052
2,log_euclidean,45.0,60.0,15.0,near,0.3700888565137546
2,log_euclidean,45.0,75.0,30.0,near,0.6021143646666959
2,log_euclidean,60.0,75.0,15.0,near,0.37599220033855835
2,airm,-75.0,-60.0,15.0,near,0.5117734672667951
2,airm,-75.0,-45.0,30.0,near,1.1623277274124229
2,airm,-75.0,-30.0,45.0,mid,1.3800475334039186
2,airm,-75.0,-15.0,60.0,mid,1.3101300422825932
2,airm,-75.0,0.0,75.0,mid,1.2583557170862112
2,airm,-75.0,15.0,90.0,far,1.2607000455674189
2,airm,-75.0,30.0,105.0,far,1.2965963703578334
2,airm,-75.0,45.0,120.0,far,1.2482358392817225
2,airm,-75.0,60.0,135.0,far,1.210129356652308
2,airm,-75.0,75.0,150.0,far,0.9237669055899058
2,airm,-60.0,-45.0,15.0,near,0.7653579330267924
2,airm,-60.0,-30.0,30.0,near,1.0478208003629883
2,airm,-60.0,-15.0,45.0,mid,0.9927805507749506
2,airm,-60.0,0.0,60.0,mid,0.9200287879486533
2,airm,-60.0,15.0,75.0,mid,0.9082546161953747
2,airm,-60.0,30.0,90.0,far,0.9966049000560044
2,airm,-60.0,45.0,105.0,far,1.079453078093416
2,airm,-60.0,60.0,120.0,far,1.184086147627103
2,airm,-60.0,75.0,135.0,far,0.9836708853757431
2,airm,-45.0,-30.0,15.0,near,0.3946063107772371
2,airm,-45.0,-15.0,30.0,near,0.5269661474032443
2,airm,-45.0,0.0,45.0,mid,0.4881590826803185
2,airm,-45.0,15.0,60.0,mid,0.3969526216001032
2,airm,-45.0,30.0,75.0,mid,0.4395901597557666
2,airm,-45.0,45.0,90.0,far,0.7145981983832088
2,airm,-45.0,60.0,105.0,far,0.9748144165158036
2,airm,-45.0,75.0,120.0,far,0.9594053772530943
2,airm,-30.0,-15.0,15.0,near,0.33194226937182425
2,airm,-30.0,0.0,30.0,near,0.4007030914429736
2,airm,-30.0,15.0,45.0,mid,0.3503199274304826
2,airm,-30.0,30.0,60.0,mid,0.49819663055203245
2,airm,-30.0,45.0,75.0,mid,0.7815212120931679
2,airm,-30.0,60.0,90.0,far,1.0007521300291287
2,airm,-30.0,75.0,105.0,far,1.03572461883753
2,airm,-15.0,0.0,15.0,near,0.2125627399044924
2,airm,-15.0,15.0,30.0,near,0.37361766530270724
2,airm,-15.0,30.0,45.0,mid,0.6836486050648192
