model_seed,method,host_a,host_b,territory_overlap,functional_cost
2,r2_prototype_energy,3,2,0.6424222588539124,0.9448704719543457
2,r2_prototype_energy,3,3,1.0,0.0
2,r3_hybrid_energy,0,0,1.0,0.0
2,r3_hybrid_energy,0,1,0.6905903816223145,0.9186874628067017
2,r3_hybrid_energy,0,2,0.6623866558074951,1.1336418390274048
2,r3_hybrid_energy,0,3,0.6218829154968262,1.0216879844665527
2,r3_hybrid_energy,1,0,0.6905903816223145,0.9186874628067017
2,r3_hybrid_energy,1,1,1.0,0.0
2,r3_hybrid_energy,1,2,0.5588242411613464,1.1018378734588623
2,r3_hybrid_energy,1,3,0.8602368831634521,1.0
2,r3_hybrid_energy,2,0,0.6623866558074951,1.1336418390274048
2,r3_hybrid_energy,2,1,0.5588242411613464,1.1018378734588623
2,r3_hybrid_energy,2,2,1.0,0.0
2,r3_hybrid_energy,2,3,0.6094562411308289,0.9448704719543457
2,r3_hybrid_energy,3,0,0.6218829154968262,1.0216879844665527
2,r3_hybrid_energy,3,1,0.8602368831634521,1.0
2,r3_hybrid_energy,3,2,0.6094562411308289,0.9448704719543457
2,r3_hybrid_energy,3,3,1.0,0.0
2,r4_smooth_residual,0,0,1.0,0.0
2,r4_smooth_residual,0,1,0.9401766657829285,0.9186874628067017
2,r4_smooth_residual,0,2,0.8448309302330017,1.1336418390274048
2,r4_smooth_residual,0,3,0.905075192451477,1.0216879844665527
2,r4_smooth_residual,1,0,0.9401766657829285,0.9186874628067017
2,r4_smooth_residual,1,1,1.0,0.0
2,r4_smooth_residual,1,2,0.8830779790878296,1.1018378734588623
2,r4_smooth_residual,1,3,0.9491603374481201,1.0
2,r4_smooth_residual,2,0,0.8448309302330017,1.1336418390274048
2,r4_smooth_residual,2,1,0.8830779790878296,1.1018378734588623
2,r4_smooth_residual,2,2,1.0,0.0
2,r4_smooth_residual,2,3,0.9339175224304199,0.9448704719543457
2,r4_smooth_residual,3,0,0.905075192451477,1.0216879844665527
2,r4_smooth_residual,3,1,0.9491603374481201,1.0
2,r4_smooth_residual,3,2,0.9339175224304199,0.9448704719543457
2,r4_smooth_residual,3,3,1.0,0.0
2,r5_smooth_residual_continuity,0,0,1.0,0.0
2,r5_smooth_residual_continuity,0,1,0.9600237607955933,0.9186874628067017
2,r5_smooth_residual_continuity,0,2,0.9136509895324707,1.1336418390274048
2,r5_smooth_residual_continuity,0,3,0.9283591508865356,1.0216879844665527
2,r5_smooth_residual_continuity,1,0,0.9600237607955933,0.9186874628067017
2,r5_smooth_residual_continuity,1,1,1.0,0.0
2,r5_smooth_residual_continuity,1,2,0.9160716533660889,1.1018378734588623
2,r5_smooth_residual_continuity,1,3,0.9254640340805054,1.0
2,r5_smooth_residual_continuity,2,0,0.9136509895324707,1.1336418390274048
2,r5_smooth_residual_continuity,2,1,0.9160716533660889,1.1018378734588623
2,r5_smooth_residual_continuity,2,2,1.0,0.0
2,r5_smooth_residual_continuity,2,3,0.9810643196105957,0.9448704719543457
2,r5_smooth_residual_continuity,3,0,0.9283591508865356,1.0216879844665527
2,r5_smooth_residual_continuity,3,1,0.9254640340805054,1.0
2,r5_smooth_residual_continuity,3,2,0.9810643196105957,0.9448704719543457
2,r5_smooth_residual_continuity,3,3,1.0,0.0
