model_seed,stage,current_angle,seen_angles,wall_seconds,forward_images,optimizer_steps,loss,current_ce,anchor_ce,host_diversity
2,0,-60.0,[-60.0],0.8908107659990492,1024,16,1.9134483113884926,1.8707325607538223,0.0,0.8543150536715984
2,1,-30.0,"[-60.0, -30.0]",2.017577958000402,2048,16,1.5624406784772873,1.4004595950245857,1.2562770247459412,0.7270684763789177
2,2,0.0,"[-60.0, -30.0, 0.0]",2.8583182570000645,3072,16,0.6923691648989916,0.5431608064100146,1.191648654639721,0.6008699238300323
2,3,60.0,"[-60.0, -30.0, 0.0, 60.0]",3.0125733919994673,4096,16,2.0324539244174957,1.8916338607668877,1.1815623492002487,0.4532768316566944
2,4,30.0,"[-60.0, -30.0, 0.0, 60.0, 30.0]",3.688474100001258,5120,16,0.8658788576722145,0.7166070640087128,1.270466797053814,0.4445022363215685
