model_seed,method,source_index,scale,signed_route_effect,orthogonal_abs_effect,class_log_prob_drop,prediction_preserved
2,d4_no_geo,5539,-0.5,-0.05955992266535759,0.0722038596868515,-0.00229094922542572,1
2,d4_no_geo,6190,-0.5,-0.018399391323328018,0.036522217094898224,0.00015369057655334473,1
2,d4_no_geo,2445,-0.5,-0.03954145312309265,0.06378355622291565,0.0002439245581626892,1
2,d4_no_geo,4846,-0.5,-0.03208285570144653,0.05182050168514252,-0.02798062562942505,1
2,d4_no_geo,2634,-0.5,-0.047955140471458435,0.07739009708166122,0.0012847185134887695,1
2,d4_no_geo,3782,-0.5,-0.06899191439151764,0.08887860178947449,0.031839847564697266,1
2,d4_no_geo,5255,-0.5,-0.040018703788518906,0.04709358885884285,-0.0018203780055046082,1
2,d4_no_geo,4626,-0.5,-0.04454649239778519,0.06457510590553284,-0.004424981772899628,1
2,d4_no_geo,3512,-0.5,-0.03315064311027527,0.032067425549030304,2.2873282432556152e-06,1
2,d4_no_geo,3800,-0.5,-0.050832800567150116,0.07195904850959778,0.003985002636909485,1
2,d4_no_geo,7462,-0.5,-0.03156033903360367,0.05677318572998047,0.006063699722290039,1
2,d4_no_geo,9545,-0.5,-0.03804793953895569,0.06318564713001251,-0.0001541636884212494,1
2,d4_no_geo,7145,-0.5,-0.03654517978429794,0.06354694068431854,-0.0052584633231163025,1
2,d4_no_geo,9862,-0.5,-0.054846733808517456,0.07741251587867737,0.002307884395122528,1
2,d4_no_geo,7552,-0.5,-0.040379781275987625,0.054257750511169434,0.004586458206176758,1
2,d4_no_geo,6256,-0.5,-0.056487202644348145,0.06794610619544983,0.04738885164260864,1
2,d4_no_geo,6613,-0.5,-0.0653591901063919,0.08764588087797165,-0.016206711530685425,1
2,d4_no_geo,2169,-0.5,-0.04220180958509445,0.06553000956773758,0.05743008852005005,1
2,d4_no_geo,1455,-0.5,-0.02654898539185524,0.04288015514612198,-0.002474457025527954,1
2,d4_no_geo,9470,-0.5,-0.0877273827791214,0.09816287457942963,0.1334056258201599,1
2,d4_no_geo,2730,-0.5,-0.0826890617609024,0.09706820547580719,-0.18972563743591309,1
2,d4_no_geo,8884,-0.5,-0.05349747836589813,0.0708102136850357,0.0005659610033035278,1
2,d4_no_geo,991,-0.5,-0.027885951101779938,0.06031141057610512,0.004237651824951172,1
2,d4_no_geo,6068,-0.5,-0.0683421641588211,0.0878388062119484,-0.01617152988910675,1
2,d4_no_geo,1285,-0.5,-0.04525254666805267,0.06817600131034851,-0.0007212311029434204,1
2,d4_no_geo,8158,-0.5,-0.036513589322566986,0.06292890757322311,0.00027682818472385406,1
2,d4_no_geo,5583,-0.5,-0.031102478504180908,0.059746719896793365,0.001197218894958496,1
2,d4_no_geo,4545,-0.5,-0.029848888516426086,0.05896942317485809,-0.00518450140953064,1
2,d4_no_geo,906,-0.5,-0.022040145471692085,0.03661567345261574,-0.0007271766662597656,1
2,d4_no_geo,4698,-0.5,-0.04742014408111572,0.06751967966556549,0.002508893609046936,1
2,d4_no_geo,9751,-0.5,-0.046941522508859634,0.07655752450227737,0.13445937633514404,1
2,d4_no_geo,9484,-0.5,-0.06886042654514313,0.07873165607452393,0.032335326075553894,1
2,d4_no_geo,8365,-0.5,-0.09167919307947159,0.10119563341140747,0.09159547090530396,1
2,d4_no_geo,2158,-0.5,-0.08295490592718124,0.09260065853595734,0.20746058225631714,1
2,d4_no_geo,3761,-0.5,-0.08638960123062134,0.0964345633983612,0.02159205824136734,1
2,d4_no_geo,4111,-0.5,-0.0721721351146698,0.09246102720499039,-0.24101948738098145,1
2,d4_no_geo,5075,-0.5,-0.04273403435945511,0.06681553274393082,-0.00805257260799408,1
2,d4_no_geo,9562,-0.5,-0.017612528055906296,0.039758775383234024,0.0016644597053527832,1
2,d4_no_geo,9497,-0.5,-0.024376947432756424,0.05114208906888962,-0.003927886486053467,1
2,d4_no_geo,2116,-0.5,-0.04128485172986984,0.06451985985040665,0.008068665862083435,1
2,d4_no_geo,1705,-0.5,-0.03117905929684639,0.0604352243244648,-0.0023158714175224304,1
2,d4_no_geo,6238,-0.5,-0.03804122656583786,0.06528585404157639,0.010171681642532349,1
2,d4_no_geo,4517,-0.5,-0.0899898037314415,0.09869980812072754,0.0877012312412262,1
2,d4_no_geo,9898,-0.5,-0.0892186313867569,0.09937294572591782,0.012464821338653564,1
2,d4_no_geo,3096,-0.5,-0.0794537290930748,0.09748218953609467,0.02372637391090393,1
2,d4_no_geo,385,-0.5,-0.08201003074645996,0.09272034466266632,0.01584983617067337,1
2,d4_no_geo,4943,-0.5,-0.0675114318728447,0.08926963061094284,0.195395827293396,0
2,d4_no_geo,5644,-0.5,-0.05379647761583328,0.07080333679914474,-0.027457475662231445,1
2,d4_no_geo,582,-0.5,-0.08484300971031189,0.09682252258062363,-0.14490044116973877,1
2,d4_no_geo,1731,-0.5,-0.05209473520517349,0.08059050142765045,0.0012056529521942139,1
2,d4_no_geo,7999,-0.5,-0.035087037831544876,0.04704795405268669,-0.003946170210838318,1
2,d4_no_geo,5860,-0.5,-0.04209359735250473,0.07309158891439438,0.001559816300868988,1
2,d4_no_geo,7627,-0.5,-0.08944101631641388,0.0974968820810318,0.09067203104496002,1
2,d4_no_geo,8165,-0.5,-0.07203944027423859,0.09292043745517731,0.07242131233215332,1
2,d4_no_geo,4504,-0.5,-0.0440329872071743,0.07703244686126709,0.20946407318115234,1
2,d4_no_geo,9523,-0.5,-0.04376048222184181,0.06596127152442932,-0.005731165409088135,1
2,d4_no_geo,3274,-0.5,-0.0969928503036499,0.09984833002090454,0.07680591940879822,1
2,d4_no_geo,2076,-0.5,-0.04456956312060356,0.07332394272089005,0.0002833157777786255,1
2,d4_no_geo,6614,-0.5,-0.0871758982539177,0.09911192953586578,0.12810194492340088,1
2,d4_no_geo,1215,-0.5,-0.0431462898850441,0.07391373068094254,0.0010907351970672607,1
2,d4_no_geo,4549,-0.5,-0.10137002915143967,0.09688983857631683,0.05732491612434387,1
2,d4_no_geo,374,-0.5,-0.03282514959573746,0.06048108637332916,-0.003296077251434326,1
2,d4_no_geo,3504,-0.5,-0.0203842893242836,0.04147833213210106,0.00036454200744628906,1
2,d4_no_geo,7608,-0.5,-0.06308495998382568,0.0865948349237442,0.1031792163848877,1
2,d4_no_geo,5507,-0.5,-0.08661483228206635,0.09714147448539734,0.11860990524291992,1
2,d4_no_geo,5537,-0.5,-0.023013539612293243,0.04037405550479889,-0.003215014934539795,1
2,d4_no_geo,1194,-0.5,-0.023384664207696915,0.05046022683382034,-0.007729470729827881,1
2,d4_no_geo,479,-0.5,-0.029319508001208305,0.05948653072118759,-0.03165435791015625,1
2,d4_no_geo,8491,-0.5,-0.08169937878847122,0.09354712069034576,0.041624054312705994,1
2,d4_no_geo,4284,-0.5,-0.033901192247867584,0.06112515181303024,-0.022945404052734375,1
2,d4_no_geo,1588,-0.5,-0.045318182557821274,0.07524216175079346,0.0013838186860084534,1
2,d4_no_geo,4499,-0.5,-0.04274643957614899,0.06296943873167038,0.009058594703674316,1
2,d4_no_geo,6639,-0.5,-0.04774361103773117,0.06925643235445023,0.003696233034133911,1
2,d4_no_geo,2073,-0.5,-0.03146618232131004,0.049945537000894547,0.008622288703918457,1
2,d4_no_geo,1751,-0.5,-0.06352394074201584,0.08681248873472214,0.05272620916366577,1
2,d4_no_geo,1828,-0.5,-0.05925068259239197,0.0850977674126625,0.007842987775802612,1
2,d4_no_geo,5372,-0.5,-0.022709807381033897,0.05043552443385124,-0.001027122139930725,1
2,d4_no_geo,3968,-0.5,-0.06501614302396774,0.08739379793405533,0.0062139034271240234,1
2,d4_no_geo,5105,-0.5,-0.06993632763624191,0.08936095237731934,0.13504889607429504,1
2,d4_no_geo,8811,-0.5,-0.04029230773448944,0.07093203812837601,0.0013895630836486816,1
2,d4_no_geo,2154,-0.5,-0.09053540229797363,0.09950168430805206,0.014014244079589844,1
2,d4_no_geo,8720,-0.5,-0.08718401193618774,0.0985075905919075,0.01594557613134384,1
2,d4_no_geo,9911,-0.5,-0.0304125789552927,0.03320426121354103,0.0006974972784519196,1
2,d4_no_geo,6124,-0.5,-0.026151210069656372,0.04344558343291283,-0.01575678586959839,1
2,d4_no_geo,293,-0.5,-0.09077060967683792,0.09896691143512726,0.14613085985183716,1
2,d4_no_geo,3444,-0.5,-0.07851690798997879,0.0778157114982605,0.034714266657829285,1
2,d4_no_geo,8353,-0.5,-0.06908196955919266,0.08992621302604675,0.08000683784484863,1
2,d4_no_geo,9351,-0.5,-0.090464748442173,0.09959694743156433,0.13888156414031982,1
2,d4_no_geo,9087,-0.5,-0.049990005791187286,0.0757589265704155,-0.018302902579307556,1
2,d4_no_geo,9464,-0.5,-0.08907755464315414,0.09763139486312866,0.016456864774227142,1
2,d4_no_geo,5668,-0.5,-0.036098651587963104,0.06180034205317497,4.923716187477112e-05,1
2,d4_no_geo,8284,-0.5,-0.05700691416859627,0.08337628841400146,-0.023616865277290344,1
2,d4_no_geo,2604,-0.5,-0.044034041464328766,0.07136119157075882,0.00040468573570251465,1
